wak,syllables,flag,guess,a,b,c
พฤหัสบดีเป็นเดชาพยากรณ์,11,11 syllables — likely shatter/miscount,พฤหัสบดีเป็นเดชาพยากรณ์,,,
ในเรื่องราวตามคัมภีร์ดีอักโข,10,10 syllables — likely shatter/miscount,ในเรื่องราวตามคัมภีร์ดีอักโข,,,
นเรนทร์สูรจงทราบคำข้าทำนาย,10,10 syllables — likely shatter/miscount,นเรนทร์สูรจงทราบคำข้าทำนาย,,,
ว่าวันนี้มีรับสั่งพระภูวไนย,10,10 syllables — likely shatter/miscount,ว่าวันนี้มีรับสั่งพระภูวไนย,,,
พระราชบุตรสุดสวาทนิราศวัง,10,10 syllables — likely shatter/miscount,พระราชบุตรสุดสวาทนิราศวัง,,,
จะกลับมาหรือจะสูญประยูรวงศ์,10,10 syllables — likely shatter/miscount,จะกลับมาหรือจะสูญประยูรวงศ์,,,
อีเจ้าเล่ห์เพทุบายได้หลายอย่าง,9,4-syllable word not at วรรค edge,อีเจ้าเล่ห์เพทุบายได้หลายอย่าง,,,
ปรึกษากับอำมาตย์พระญาติวงศ์,9,word straddles a beat boundary,ปรึกษากับ | อำมาตย์พระญาติ | วงศ์,,,
พลขันธ์คั่งคับสลับสลอน,9,word straddles a beat boundary,พลขันธ์ | คั่งคับสลับ | สลอน,,,
จะจรลีไปอยู่ไหนไม่ได้ความ,10,10 syllables — likely shatter/miscount,จะจรลีไปอยู่ไหนไม่ได้ความ,,,
ฝ่ายเสนีได้สดับคำนับแถลง,10,10 syllables — likely shatter/miscount,ฝ่ายเสนีได้สดับคำนับแถลง,,,
ยุพินพี่ปานฉะนี้จะหวนโหย,10,10 syllables — likely shatter/miscount,ยุพินพี่ปานฉะนี้จะหวนโหย,,,
จะจรลีลงไปด่านชานชลา,10,10 syllables — likely shatter/miscount,จะจรลีลงไปด่านชานชลา,,,
พลไพร่ล้อมรอบเป็นขอบคัน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลไพร่ล้อม | รอบเป็น | ขอบคัน,,,
ฝ่ายพระจอมนครินทร์ปิ่นวายุภักษ์,10,10 syllables — likely shatter/miscount,ฝ่ายพระจอมนครินทร์ปิ่นวายุภักษ์,,,
เธอให้จัดข้าวปลาผลาผล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เธอให้จัด | ข้าวปลา | ผลาผล,,,
ครั้นลูกไปทูลลากลับมาวัง,9,word straddles a beat boundary,ครั้นลูกไป | ทูลลากลับมา | วัง,,,
เฝ้านางกษัตริย์มเหสีที่โศกศัลย์,10,10 syllables — likely shatter/miscount,เฝ้านางกษัตริย์มเหสีที่โศกศัลย์,,,
บิดาจะไปขออรไท,7,"7 syllables — ambiguous, [3,2,2] is only a guess",บิดาจะ | ไปขอ | อรไท,,,
ถวายเครื่องบรรณาการสารสารา,8,word straddles a beat boundary,ถวายเครื่องบรรณาการ | สาร | สารา,,,
องค์พระจอมขัตติยาเมืองวายุภักษ์,10,10 syllables — likely shatter/miscount,องค์พระจอมขัตติยาเมืองวายุภักษ์,,,
พระคุณล้ำเลิศลบภพไกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระคุณล้ำ | เลิศลบ | ภพไกร,,,
แล้วจะไปอภิวาทบาทบงกช,10,10 syllables — likely shatter/miscount,แล้วจะไปอภิวาทบาทบงกช,,,
เราก็วงศ์ขัตติยามหากษัตริย์,10,10 syllables — likely shatter/miscount,เราก็วงศ์ขัตติยามหากษัตริย์,,,
สองเวียงชัยจะผูกมิตรสนิทสนอง,10,10 syllables — likely shatter/miscount,สองเวียงชัยจะผูกมิตรสนิทสนอง,,,
ขุนอำมาตย์รับราชบรรหาร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ขุนอำมาตย์ | รับราช | บรรหาร,,,
พอทรงรถบทจรมาตามทวีป,10,10 syllables — likely shatter/miscount,พอทรงรถบทจรมาตามทวีป,,,
เห็นจะรีบเร่งราชรถา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เห็นจะรีบ | เร่งรา | ชรถา,,,
จะพรรณนาเรื่องราวจะยาวนาน,9,word straddles a beat boundary,จะพรรณนา | เรื่องราว | จะยาวนาน,,,
ถึงกระทั่งลังกามหาสถาน,9,word straddles a beat boundary,ถึงกระทั่ง | ลังกามหา | สถาน,,,
พระภูธรเสด็จมารับต่างอภิวันท์,11,11 syllables — likely shatter/miscount,พระภูธรเสด็จมารับต่างอภิวันท์,,,
ข้างเมืองโน้นเป็นอนุชาปรีชาชาญ,10,10 syllables — likely shatter/miscount,ข้างเมืองโน้นเป็นอนุชาปรีชาชาญ,,,
พระปิ่นเกล้าเจ้าลังกามหาสถาน,10,10 syllables — likely shatter/miscount,พระปิ่นเกล้าเจ้าลังกามหาสถาน,,,
จะอภิเษกเศวตฉัตรพิพัฒน์ผล,11,11 syllables — likely shatter/miscount,จะอภิเษกเศวตฉัตรพิพัฒน์ผล,,,
เสด็จลีลาศกับกษัตริย์ราชหงส์,9,word straddles a beat boundary,เสด็จลี | ลาศกับกษัตริย์ | ราชหงส์,,,
ทั้งพระหน่อศรีสวัสดิ์ภัทวงศ์,8,word straddles a beat boundary,ทั้งพระหน่อ | ศรีสวัสดิ์ | ภัทวงศ์,,,
หยุดนิกรรถาหน้ากุฎี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หยุดนิกรร | ถาหน้า | กุฎี,,,
ที่ฤๅษีขบฉันพรรณผลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ที่ฤๅษี | ขบฉัน | พรรณผลา,,,
มาว่ากล่าวขอบุตรีเป็นสุณิสา,10,10 syllables — likely shatter/miscount,มาว่ากล่าวขอบุตรีเป็นสุณิสา,,,
ทูลลาจรจากบรรณศาลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทูลลาจร | จากบรรณ | ศาลา,,,
กษัตริย์สองทูลลากลับมาวัง,9,word straddles a beat boundary,กษัตริย์สอง | ทูลลากลับมา | วัง,,,
พฤหัสบดีสี่ค่ำตามทำนอง,10,10 syllables — likely shatter/miscount,พฤหัสบดีสี่ค่ำตามทำนอง,,,
แล้วจรลีพาไปในปรางค์ปรา,9,word straddles a beat boundary,แล้วจรลี | พาไป | ในปรางค์ปรา,,,
ภัทวงศ์ลดองค์จากแท่นรัตน์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ภัทวงศ์ลด | องค์จาก | แท่นรัตน์,,,
ภัทวงศ์ทรงกุมข้อพระหัตถ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ภัทวงศ์ทรง | กุมข้อ | พระหัตถ์,,,
จะบรรพชาแล้วเป็นไรไปหรือยัง,9,word straddles a beat boundary,จะบรรพชา | แล้วเป็นไรไป | หรือยัง,,,
พระอิงแอบแนบเคล้าเยาวมิตร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระอิงแอบ | แนบเคล้า | เยาวมิตร,,,
