wak,syllables,flag,guess,a,b,c
เห็นหน่อกษัตริย์นิ่งอนาถไม่หวาดไหว,10,10 syllables — likely shatter/miscount,เห็นหน่อกษัตริย์นิ่งอนาถไม่หวาดไหว,,,
แจ้วแจ้วจักจั่นสนั่นเสนาะ,9,word straddles a beat boundary,แจ้วแจ้วจักจั่น | สนั่น | เสนาะ,,,
ให้หวิวหวิวหวาดไหวฤทัยถวิล,9,word straddles a beat boundary,ให้หวิวหวิว | หวาดไหวฤทัย | ถวิล,,,
คชสารม้ามิ่งมหิงสา,9,word straddles a beat boundary,คชสาร | ม้ามิ่งมหิ | งสา,,,
ฝ่ายสุหรั่งอังกฤษพิศเพ่ง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายสุหรั่ง | อังกฤษ | พิศเพ่ง,,,
แม้นซึมเซาแล้วจะเกี้ยวประเดี๋ยวใจ,10,10 syllables — likely shatter/miscount,แม้นซึมเซาแล้วจะเกี้ยวประเดี๋ยวใจ,,,
คิดพลางทางสั่งปังกะโละ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",คิดพลางทาง | สั่งปัง | กะโละ,,,
เข้าในห้องทรามสงวนนวลหง,8,word straddles a beat boundary,เข้าในห้อง | ทรามสงวน | นวลหง,,,
ถึงตลิ่งแล้วจะไปเสียไกลมือ,10,10 syllables — likely shatter/miscount,ถึงตลิ่งแล้วจะไปเสียไกลมือ,,,
พี่ได้ลองแล้วก็เห็นไม่เป็นไฉน,10,10 syllables — likely shatter/miscount,พี่ได้ลองแล้วก็เห็นไม่เป็นไฉน,,,
จะด่วนได้ให้ขัดอัธยา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะด่วนได้ | ให้ขัด | อัธยา,,,
บังคมลาสู่สวรรคครรไล,8,word straddles a beat boundary,บังคมลา | สู่สวรรค | ครรไล,,,
ภิปรายปราศรัยทั่วทุกตัวคน,8,word straddles a beat boundary,ภิปรายปราศรัย | ทั่ว | ทุกตัวคน,,,
กับอังกุหร่าแขกสลัดอัศตัน,9,word straddles a beat boundary,กับอังกุ | หร่าแขกสลัด | อัศตัน,,,
สินสมุทรสุดสวาทฉลาดแถลง,10,10 syllables — likely shatter/miscount,สินสมุทรสุดสวาทฉลาดแถลง,,,
จะเที่ยวรอบขอบมหามหรณพ,10,10 syllables — likely shatter/miscount,จะเที่ยวรอบขอบมหามหรณพ,,,
เมืองโสฬสแหลมชวาพาราสุหรัด,11,11 syllables — likely shatter/miscount,เมืองโสฬสแหลมชวาพาราสุหรัด,,,
โรมพัฒน์กว้างใหญ่ไอศวรรย์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",โรมพัฒน์กว้าง | ใหญ่ไอ | ศวรรย์,,,
เสียงร้องแรกอยู่แต่เหล่านางสาวศรี,10,10 syllables — likely shatter/miscount,เสียงร้องแรกอยู่แต่เหล่านางสาวศรี,,,
ให้วิเวกหวั่นวิญญาณ์เวลาดึก,10,10 syllables — likely shatter/miscount,ให้วิเวกหวั่นวิญญาณ์เวลาดึก,,,
