wak,syllables,flag,guess,a,b,c
ตัดไปตามคลื่นทะเลระเหระหน,10,10 syllables — likely shatter/miscount,ตัดไปตามคลื่นทะเลระเหระหน,,,
ชื่อมนต์นิพพารนาแก้อาถรรพณ์,10,10 syllables — likely shatter/miscount,ชื่อมนต์นิพพารนาแก้อาถรรพณ์,,,
จะมาหาข้าหรือจะธุระอะไร,10,10 syllables — likely shatter/miscount,จะมาหาข้าหรือจะธุระอะไร,,,
จึงทราบสุดซึ่งเล่ห์เสนหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จึงทราบสุด | ซึ่งเล่ห์ | เสนหา,,,
ถึงแก่เฒ่าสาวรักอักนิษฐ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ถึงแก่เฒ่า | สาวรัก | อักนิษฐ์,,,
เห็นเภตรามาทางนี้บ้างหรือไฉน,10,10 syllables — likely shatter/miscount,เห็นเภตรามาทางนี้บ้างหรือไฉน,,,
ถือไม้เท้าดาวบสจรดประจง,9,word straddles a beat boundary,ถือไม้เท้า | ดาวบสจรด | ประจง,,,
ด้วยพระชันษายี่สิบห้าปี,9,word straddles a beat boundary,ด้วยพระชันษา | ยี่ | สิบห้าปี,,,
อังคารถึงซึ่งพฤหัสบดี,9,word straddles a beat boundary,อังคารถึง | ซึ่งพฤหัสบดี | ,,,
พี่เลี้ยงเหล่าสาวสุรางค์นางกำนัล,10,10 syllables — likely shatter/miscount,พี่เลี้ยงเหล่าสาวสุรางค์นางกำนัล,,,
ฝ่ายนงเยาว์เสาวคนธ์วิมลสมร,10,10 syllables — likely shatter/miscount,ฝ่ายนงเยาว์เสาวคนธ์วิมลสมร,,,
ว่าองค์พระอนันตนาคราช,9,word straddles a beat boundary,ว่าองค์พระ | อนันตนาคราช | ,,,
จะเป็นศัตรูตรึกนึกไฉน,8,word straddles a beat boundary,จะเป็นศัตรู | ตรึก | นึกไฉน,,,
แต่ใจพี่เป็นคฤหัสถ์อยู่อัตรา,10,10 syllables — likely shatter/miscount,แต่ใจพี่เป็นคฤหัสถ์อยู่อัตรา,,,
นางหลับลืมหลงเล่ห์เสนหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",นางหลับลืม | หลงเล่ห์ | เสนหา,,,
ถนอมสนิทแนบทรวงดวงสมร,9,word straddles a beat boundary,ถนอมสนิท | แนบทรวง | ดวงสมร,,,
ต่างหัวร่อต่อกระซิกขิกขิกไป,9,4-syllable word not at วรรค edge,ต่างหัวร่อต่อกระซิกขิกขิกไป,,,
มาภิเษกเสียตัวกับผัวเขา,9,word straddles a beat boundary,มาภิเษก | เสียตัว | กับผัวเขา,,,
ฉลาดพร้อมพูดเพราะเสนาะสนอง,9,word straddles a beat boundary,ฉลาดพร้อม | พูดเพราะเสนาะ | สนอง,,,
พระบิตุราชมาตุรงค์ทรงกำสรด,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์ทรงกำสรด,,,
ที่โทษกรณ์ก็รู้จักว่าหนักหนา,10,10 syllables — likely shatter/miscount,ที่โทษกรณ์ก็รู้จักว่าหนักหนา,,,
