wak,syllables,flag,guess,a,b,c
ไปเดี๋ยวนี้ให้กองทัพแล้วกลับมา,10,10 syllables — likely shatter/miscount,ไปเดี๋ยวนี้ให้กองทัพแล้วกลับมา,,,
คือพระจอมนครินทร์รมจักร,8,word straddles a beat boundary,คือพระจอม | นครินทร์ | รมจักร,,,
พระลูกรักในประยูรสกูลหงส์,10,10 syllables — likely shatter/miscount,พระลูกรักในประยูรสกูลหงส์,,,
พลง้าวหลาวโล่โตมรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลง้าวหลาว | โล่โต | มรา,,,
พอเหลือบเห็นสกุณินบินมาจับ,10,10 syllables — likely shatter/miscount,พอเหลือบเห็นสกุณินบินมาจับ,,,
ฟังกิตติศัพท์หลากพระทัยตรัสไต่ถาม,10,10 syllables — likely shatter/miscount,ฟังกิตติศัพท์หลากพระทัยตรัสไต่ถาม,,,
สกุณินมิได้บินไปจากที่,10,10 syllables — likely shatter/miscount,สกุณินมิได้บินไปจากที่,,,
เห็นเสนีเดินผงกนกยกหัว,9,word straddles a beat boundary,เห็นเสนี | เดินผงกนก | ยกหัว,,,
พระคุณนั้นเหลือลบภพไตร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระคุณนั้น | เหลือลบ | ภพไตร,,,
ฝ่ายตำมะหงงเสนาที่กล้าหาญ,10,10 syllables — likely shatter/miscount,ฝ่ายตำมะหงงเสนาที่กล้าหาญ,,,
เห็นจัตุรงค์คุมเสบียงเดินเรียงราย,10,10 syllables — likely shatter/miscount,เห็นจัตุรงค์คุมเสบียงเดินเรียงราย,,,
ให้มาตีเอาให้ได้ดั่งใจประสงค์,10,10 syllables — likely shatter/miscount,ให้มาตีเอาให้ได้ดั่งใจประสงค์,,,
ฝ่ายสี่นายกราบถวายบังคมเสร็จ,9,4-syllable word not at วรรค edge,ฝ่ายสี่นายกราบถวายบังคมเสร็จ,,,
ก็พากันแตกยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ก็พากัน | แตกยับ | อัปรา,,,
เห็นสมปรารถนาจิตจะคิดหนี,10,10 syllables — likely shatter/miscount,เห็นสมปรารถนาจิตจะคิดหนี,,,
ตามภาษามลายูทูลภูธร,9,4-syllable word not at วรรค edge,ตามภาษามลายูทูลภูธร,,,
เอาไม้ขว้างไปในค่ายดั่งใจประสงค์,10,10 syllables — likely shatter/miscount,เอาไม้ขว้างไปในค่ายดั่งใจประสงค์,,,
พลปืนโตมรศรกำซาบ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลปืนโต | มรศร | กำซาบ,,,
ฝ่ายพระจอมนครามหากษัตริย์,10,10 syllables — likely shatter/miscount,ฝ่ายพระจอมนครามหากษัตริย์,,,
ควบกัณฐัศว์ตรงเข้ามาไม่ฝ่าฝืน,10,10 syllables — likely shatter/miscount,ควบกัณฐัศว์ตรงเข้ามาไม่ฝ่าฝืน,,,
ฤทธิรุทรต่อแย้งต่างแข็งขัน,10,10 syllables — likely shatter/miscount,ฤทธิรุทรต่อแย้งต่างแข็งขัน,,,
ชักปีกกาสองข้างสล้างสลับ,9,word straddles a beat boundary,ชักปีกกา | สองข้างสล้าง | สลับ,,,
ตรงเข้ามากราบประณตบทบงสุ์,8,word straddles a beat boundary,ตรงเข้ามา | กราบประณต | บทบงสุ์,,,
ฝ่ายท่านครูผู้ประสิทธิ์ฤทธิเวท,10,10 syllables — likely shatter/miscount,ฝ่ายท่านครูผู้ประสิทธิ์ฤทธิเวท,,,
การที่คิดไว้ไม่สมปรารถนา,10,10 syllables — likely shatter/miscount,การที่คิดไว้ไม่สมปรารถนา,,,
พวกในกรุงกลับเข้าเขตประเทศสถาน,10,10 syllables — likely shatter/miscount,พวกในกรุงกลับเข้าเขตประเทศสถาน,,,
จงไปตามหากันให้ทันที,8,word straddles a beat boundary,จงไปตามหา | กัน | ให้ทันที,,,
จึงต้องเอาของบูราณออกต้านต่อ,10,10 syllables — likely shatter/miscount,จึงต้องเอาของบูราณออกต้านต่อ,,,
เอาให้สมปรารถนาเหมือนยาแก้,10,10 syllables — likely shatter/miscount,เอาให้สมปรารถนาเหมือนยาแก้,,,
ที่บาดแผลใส่จำเพาะให้เหมาะเหมง,10,10 syllables — likely shatter/miscount,ที่บาดแผลใส่จำเพาะให้เหมาะเหมง,,,
ปัญญามีอยู่กับตัวอย่ากลัวเกรง,10,10 syllables — likely shatter/miscount,ปัญญามีอยู่กับตัวอย่ากลัวเกรง,,,
