wak,syllables,flag,guess,a,b,c
เหมือนสินสมุทรเนตรแดงดังแสงฝาง,9,word straddles a beat boundary,เหมือนสินสมุทร | เนตรแดง | ดังแสงฝาง,,,
การภิเษกขัดข้องไม่ผ่องใส,9,word straddles a beat boundary,การภิเษก | ขัดข้อง | ไม่ผ่องใส,,,
นิจจาเอ๋ยเคยหอมถนอมสนิท,9,word straddles a beat boundary,นิจจาเอ๋ย | เคยหอมถนอม | สนิท,,,
จนใช้เหล่าสาวสุรางค์นางกำนัล,10,10 syllables — likely shatter/miscount,จนใช้เหล่าสาวสุรางค์นางกำนัล,,,
พร้อมด้วยเหล่าสาวสุรางค์นารีศรี,9,reading chosen by meter: นารี 2->1,พร้อมด้วยเหล่า | สาวสุ | รางค์นารีศรี,,,
ขอถวายบังคมลาฝ่ายุคล,9,4-syllable word not at วรรค edge,ขอถวายบังคมลาฝ่ายุคล,,,
พระชลเนตรนองตกซกซกไหล,9,word straddles a beat boundary,พระชลเนตร | นองตก | ซกซกไหล,,,
ครั้นรุ่งแจ้งแสงสูรย์จำรูญจำรัส,9,word straddles a beat boundary,ครั้นรุ่งแจ้ง | แสงสูรย์จำรูญ | จำรัส,,,
เสนาะสำเนียงเซงแซ่ทั้งแตรสังข์,10,10 syllables — likely shatter/miscount,เสนาะสำเนียงเซงแซ่ทั้งแตรสังข์,,,
ทั้งเหล้าข้าวเครื่องสังเวยนมเนยขนม,10,10 syllables — likely shatter/miscount,ทั้งเหล้าข้าวเครื่องสังเวยนมเนยขนม,,,
ทั้งกุ้งกั้งมังกรสลอนสล้าง,9,word straddles a beat boundary,ทั้งกุ้งกั้ง | มังกรสลอน | สล้าง,,,
พระนั่งเล่นเย็มลมชมอากาศ,8,word straddles a beat boundary,พระนั่งเล่น | เย็มลมชม | อากาศ,,,
ดูดาวเดือนเกลื่นสว่างกลางโพยม,10,10 syllables — likely shatter/miscount,ดูดาวเดือนเกลื่นสว่างกลางโพยม,,,
แล้วตรัสถามตามทำนองถึงสองกษัตริย์,10,10 syllables — likely shatter/miscount,แล้วตรัสถามตามทำนองถึงสองกษัตริย์,,,
