wak,syllables,flag,guess,a,b,c
ยุรยาตรเสด็จไปพระทัยประสงค์,10,10 syllables — likely shatter/miscount,ยุรยาตรเสด็จไปพระทัยประสงค์,,,
ฝ่ายพระองค์ผู้ดำรงรมจักร,8,word straddles a beat boundary,ฝ่ายพระองค์ | ผู้ดำรง | รมจักร,,,
บรรเทาทุกข์จะตามไปดั่งใจถวิล,10,10 syllables — likely shatter/miscount,บรรเทาทุกข์จะตามไปดั่งใจถวิล,,,
เรือที่นั่งจัดไว้สมอารมณ์ถวิล,10,10 syllables — likely shatter/miscount,เรือที่นั่งจัดไว้สมอารมณ์ถวิล,,,
เรียกให้มารับพระองค์ทรงธรณิน,10,10 syllables — likely shatter/miscount,เรียกให้มารับพระองค์ทรงธรณิน,,,
ทั้งอัสดรรถรัตน์ชัชวาล,9,word straddles a beat boundary,ทั้งอัสดร | รถรัตน์ | ชัชวาล,,,
เสด็จราชรถใหญ่รีบผายผัน,9,word straddles a beat boundary,เสด็จราชรถ | ใหญ่ | รีบผายผัน,,,
กระบวนแห่เดินคลอจรจัล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กระบวนแห่ | เดินคลอ | จรจัล,,,
ถึงจังหวัดหยุดราชรถา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ถึงจังหวัด | หยุดรา | ชรถา,,,
เสด็จที่ปรางค์มาศปวาสาทชัย,10,10 syllables — likely shatter/miscount,เสด็จที่ปรางค์มาศปวาสาทชัย,,,
ทั้งกฤษณาตรีพลำนางคำนับ,9,word straddles a beat boundary,ทั้งกฤษณา | ตรีพลำ | นางคำนับ,,,
ชื่อบุษบงกัลยาสุมาลัย,10,10 syllables — likely shatter/miscount,ชื่อบุษบงกัลยาสุมาลัย,,,
จงเปรมปรีดิ์ในสมบัติให้วัฒนา,10,10 syllables — likely shatter/miscount,จงเปรมปรีดิ์ในสมบัติให้วัฒนา,,,
ครองพาราอย่ารู้ตกระหกระเหิน,10,10 syllables — likely shatter/miscount,ครองพาราอย่ารู้ตกระหกระเหิน,,,
อภิวาทรับพระพรถาวรถวิล,10,10 syllables — likely shatter/miscount,อภิวาทรับพระพรถาวรถวิล,,,
อย่าให้ข้องเคืองขัดอัธยา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อย่าให้ข้อง | เคืองขัด | อัธยา,,,
เลี้ยงพลขันธ์ไพร่นายทั้งซ้ายขวา,9,word straddles a beat boundary,เลี้ยงพลขันธ์ | ไพร่นาย | ทั้งซ้ายขวา,,,
ในที่ถิ่นกายสิทธิ์ฤทธิรอน,10,10 syllables — likely shatter/miscount,ในที่ถิ่นกายสิทธิ์ฤทธิรอน,,,
มะเฟืองมะไฟโศกสนุ่นขนุนขนัน,11,11 syllables — likely shatter/miscount,มะเฟืองมะไฟโศกสนุ่นขนุนขนัน,,,
มะทรางไทรไกรกุ่มกระทุ่มกระถิน,10,10 syllables — likely shatter/miscount,มะทรางไทรไกรกุ่มกระทุ่มกระถิน,,,
กระแบกกระบากซากซึกสมีสมอ,10,10 syllables — likely shatter/miscount,กระแบกกระบากซากซึกสมีสมอ,,,
มยุรเหยียบยางเรี่ยงคียงสลอน,12,12 syllables — likely shatter/miscount,มยุรเหยียบยางเรี่ยงคียงสลอน,,,
กระทุงทองจับกระทุ่มบนพุ่มไสว,10,10 syllables — likely shatter/miscount,กระทุงทองจับกระทุ่มบนพุ่มไสว,,,
หกกษัตริย์ทอดทัศนามา,8,word straddles a beat boundary,หกกษัตริย์ | ทอดทัศนา | มา,,,
ว่าเหล็กวิเศษเกิดในธารละหานหิน,10,10 syllables — likely shatter/miscount,ว่าเหล็กวิเศษเกิดในธารละหานหิน,,,
ต่อสุริยงเย็นพยับเสร็จกลับมา,10,10 syllables — likely shatter/miscount,ต่อสุริยงเย็นพยับเสร็จกลับมา,,,
แต่เรื่องต้นท่านได้รู้แต่บูราณ,10,10 syllables — likely shatter/miscount,แต่เรื่องต้นท่านได้รู้แต่บูราณ,,,
เฝ้าบิตุราชมาตุรงค์ให้ทรงทราบ,10,10 syllables — likely shatter/miscount,เฝ้าบิตุราชมาตุรงค์ให้ทรงทราบ,,,
เรียกสามกษัตริย์มาแจ้งแถลงไข,9,word straddles a beat boundary,เรียกสามกษัตริย์ | มาแจ้ง | แถลงไข,,,
พระบิตุรงค์ให้รักษาอาณาเขต,10,10 syllables — likely shatter/miscount,พระบิตุรงค์ให้รักษาอาณาเขต,,,
เอามาแต่รมจักรนัครัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เอามาแต่ | รมจักร | นัครัง,,,
ฝังมรกตเพชรรัตน์ประภัสสร,9,word straddles a beat boundary,ฝังมรกต | เพชรรัตน์ | ประภัสสร,,,
แล้วทั้งนุชบุษบงอนงค์สมร,10,10 syllables — likely shatter/miscount,แล้วทั้งนุชบุษบงอนงค์สมร,,,
ฝูงปลาวาฬอยู่ในวนพ่นธารา,10,10 syllables — likely shatter/miscount,ฝูงปลาวาฬอยู่ในวนพ่นธารา,,,
หกกษัตริย์เสด็จสบายบนท้ายเรือ,10,10 syllables — likely shatter/miscount,หกกษัตริย์เสด็จสบายบนท้ายเรือ,,,
ทุกเช้าเย็นสถิตอาสน์ว่าราชการ,10,10 syllables — likely shatter/miscount,ทุกเช้าเย็นสถิตอาสน์ว่าราชการ,,,
ทั้งลูกไม้ผักปลาผลาผล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทั้งลูกไม้ | ผักปลา | ผลาผล,,,
ให้จรจรัลขึ้นไปในเภตรา,10,10 syllables — likely shatter/miscount,ให้จรจรัลขึ้นไปในเภตรา,,,
เสด็จขึ้นไปบนกำปั่นด้วยทันที,10,10 syllables — likely shatter/miscount,เสด็จขึ้นไปบนกำปั่นด้วยทันที,,,
ในจังหวัดนัคเรศประเทศสถาน,10,10 syllables — likely shatter/miscount,ในจังหวัดนัคเรศประเทศสถาน,,,
เห็นราชบุตรมาบังคมก้มเกศา,10,10 syllables — likely shatter/miscount,เห็นราชบุตรมาบังคมก้มเกศา,,,
ชวนพระญาติบพิตรอดิศร,9,word straddles a beat boundary,ชวนพระญาติ | บพิตร | อดิศร,,,
แลเป็นทิ้วธงทวนล้วนทหาร,8,word straddles a beat boundary,แลเป็นทิ้วธง | ทวน | ล้วนทหาร,,,
วายุพัฒน์เชิญปวะเวศเสร็จข้างใน,10,10 syllables — likely shatter/miscount,วายุพัฒน์เชิญปวะเวศเสร็จข้างใน,,,
ให้นุชนาฏศศิธรจรจรัล,10,10 syllables — likely shatter/miscount,ให้นุชนาฏศศิธรจรจรัล,,,
ไปอภิวันท์ภูวนาถพระญาติวงศ์,11,11 syllables — likely shatter/miscount,ไปอภิวันท์ภูวนาถพระญาติวงศ์,,,
ว่าเกศรีให้ระบมเป็นลมตะกัง,10,10 syllables — likely shatter/miscount,ว่าเกศรีให้ระบมเป็นลมตะกัง,,,
ก็ผ่องแผ้วแสนโสมนัสา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ก็ผ่องแผ้ว | แสนโส | มนัส,,,
ให้เชิญพระขรรค์ไปถวายในบูรี,10,10 syllables — likely shatter/miscount,ให้เชิญพระขรรค์ไปถวายในบูรี,,,
พระอัยกีอัยกาดั่งว่าวอน,10,10 syllables — likely shatter/miscount,พระอัยกีอัยกาดั่งว่าวอน,,,
ก็สมดั่งปราถนาเหมือนว่าไว้,10,10 syllables — likely shatter/miscount,ก็สมดั่งปราถนาเหมือนว่าไว้,,,
