wak,syllables,flag,guess,a,b,c
ให้กระสับกระส่ายจิตคิดหม่นหมอง,9,4-syllable word not at วรรค edge,ให้กระสับกระส่ายจิตคิดหม่นหมอง,,,
พลางปราศรัยโดยจิตสนิทสนอง,9,word straddles a beat boundary,พลางปราศรัย | โดยจิตสนิท | สนอง,,,
หาไม่จะดันเอากับปราชญ์ตาบาทหลวง,10,10 syllables — likely shatter/miscount,หาไม่จะดันเอากับปราชญ์ตาบาทหลวง,,,
แกจึ่งให้สบถทศฐาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แกจึ่งให้ | สบถ | ทศฐาน,,,
กูเจ็บใจควรหรือศิษย์สนิทสนม,10,10 syllables — likely shatter/miscount,กูเจ็บใจควรหรือศิษย์สนิทสนม,,,
กับราชบุตรพลผลึกเคยฝึกสอน,10,10 syllables — likely shatter/miscount,กับราชบุตรพลผลึกเคยฝึกสอน,,,
ไปพร้อมพรั่งตั้งกระบวนพยุหบาตร,10,10 syllables — likely shatter/miscount,ไปพร้อมพรั่งตั้งกระบวนพยุหบาตร,,,
ไหม้ยูงยางแดงป่าพฤกษาไสว,9,word straddles a beat boundary,ไหม้ยูงยาง | แดงป่าพฤกษา | ไสว,,,
พลไพร่ถึงกันฟันประดา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลไพร่ถึง | กันฟัน | ประดา,,,
ทหารเคียงคั่งคับสลับสลอน,9,word straddles a beat boundary,ทหารเคียง | คั่งคับสลับ | สลอน,,,
ช่วยแก้ไขพอให้พ้นทนทรมาน,10,10 syllables — likely shatter/miscount,ช่วยแก้ไขพอให้พ้นทนทรมาน,,,
จะตั้งสรวงสารพัดทำบัดพลี,9,reading chosen by meter: พลี 2->1,จะตั้งสรวง | สารพัด | ทำบัดพลี,,,
ต่อเทวดายกไปดั่งใจปอง,9,word straddles a beat boundary,ต่อเทวดา | ยกไป | ดั่งใจปอง,,,
จงรอรั้งอย่างทูลมูลเหตุ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จงรอรั้ง | อย่างทูล | มูลเหตุ,,,
ได้ทรงฟังครูพักตร์จักรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ได้ทรงฟัง | ครูพักตร์ | จักรา,,,
ไปโดยกิจขาดเหลือได้เกี้อหนุน,10,10 syllables — likely shatter/miscount,ไปโดยกิจขาดเหลือได้เกี้อหนุน,,,
