wak,syllables,flag,guess,a,b,c
พ่อเปรื่องปราดจงนำกลับเป็นทัพหนุน,10,10 syllables — likely shatter/miscount,พ่อเปรื่องปราดจงนำกลับเป็นทัพหนุน,,,
พลไพร่ถ้วนทั่วตัวทหาร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลไพร่ถ้วน | ทั่วตัว | ทหาร,,,
คอยจอมนครินทร์ปิ่นเวียงชัย,8,word straddles a beat boundary,คอยจอมนครินทร์ | ปิ่น | เวียงชัย,,,
เสด็จประทับเกยชลาหน้าบุรินทร์,10,10 syllables — likely shatter/miscount,เสด็จประทับเกยชลาหน้าบุรินทร์,,,
พลโหมโห่เร้าจะเอาชัย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลโหมโห่ | เร้าจะ | เอาชัย,,,
จะอุบายเอาให้สมอารมณ์ประสงค์,10,10 syllables — likely shatter/miscount,จะอุบายเอาให้สมอารมณ์ประสงค์,,,
กับอาจารย์พรหมพักตร์จักรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กับอาจารย์ | พรหมพักตร์ | จักรา,,,
กับท่านครูผู้ประสิทธิ์ฤทธิไกร,10,10 syllables — likely shatter/miscount,กับท่านครูผู้ประสิทธิ์ฤทธิไกร,,,
ขวานญี่ปุ่นทัพชเลยเคยอาสา,10,10 syllables — likely shatter/miscount,ขวานญี่ปุ่นทัพชเลยเคยอาสา,,,
ถอยเข้าด่านชานชลาละล้าละลัง,10,10 syllables — likely shatter/miscount,ถอยเข้าด่านชานชลาละล้าละลัง,,,
เป็นควันพลุ่งรุ่งโรจน์โชตินา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เป็นควันพลุ่ง | รุ่งโรจน์ | โชตินา,,,
