wak,syllables,flag,guess,a,b,c
ไปรับเหล่าชาวบ้านสิกคารนำ,10,10 syllables — likely shatter/miscount,ไปรับเหล่าชาวบ้านสิกคารนำ,,,
พระชนนีพี่ผกาพากันหนี,10,10 syllables — likely shatter/miscount,พระชนนีพี่ผกาพากันหนี,,,
เรียกศรีสุวรรณสินสมุทรสุดสาคร,10,10 syllables — likely shatter/miscount,เรียกศรีสุวรรณสินสมุทรสุดสาคร,,,
นางเสาวคนธ์พลน้อยก็ถอยรบ,9,word straddles a beat boundary,นางเสาวคนธ์ | พลน้อย | ก็ถอยรบ,,,
ทหารจุดคบกระจ่างสว่างไสว,10,10 syllables — likely shatter/miscount,ทหารจุดคบกระจ่างสว่างไสว,,,
เคยไสยาสน์อาสน์อ่อนบรรจถรณ์แท่น,9,word straddles a beat boundary,เคยไสยาสน์ | อาสน์อ่อนบรรจถรณ์ | แท่น,,,
เห็นแต่ห้องหิมวาพฤกษาไสว,9,word straddles a beat boundary,เห็นแต่ห้อง | หิมวาพฤกษา | ไสว,,,
จึงบอกสังฆราชว่าเธอมารับ,9,word straddles a beat boundary,จึงบอกสังฆ | ราชว่า | เธอมารับ,,,
มีโทษกรณ์กฎหมายถึงวายวาง,9,word straddles a beat boundary,มีโทษกรณ์ | กฎหมาย | ถึงวายวาง,,,
ฝ่ายอัคเรศเกษราสุมาลี,11,11 syllables — likely shatter/miscount,ฝ่ายอัคเรศเกษราสุมาลี,,,
นางเกษราว่าสงสารพระผ่านเกล้า,10,10 syllables — likely shatter/miscount,นางเกษราว่าสงสารพระผ่านเกล้า,,,
เสาวคนธ์กับกษัตริย์หัสไชย,8,word straddles a beat boundary,เสาวคนธ์ | กับกษัตริย์ | หัสไชย,,,
ฝ่ายลูกสาวเจ้าลังการำภาสะหรี,11,11 syllables — likely shatter/miscount,ฝ่ายลูกสาวเจ้าลังการำภาสะหรี,,,
รมจักรจอมวังนรังสรรค์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",รมจักรจอม | วังน | รังสรรค์,,,
มาพร้อมพรั่งทั้งม้ารำภาสะหรี,10,10 syllables — likely shatter/miscount,มาพร้อมพรั่งทั้งม้ารำภาสะหรี,,,
ทั้งชนนีบิตุเรศเสด็จมา,10,10 syllables — likely shatter/miscount,ทั้งชนนีบิตุเรศเสด็จมา,,,
พระอัคเรศเกษราโศกาลัย,11,11 syllables — likely shatter/miscount,พระอัคเรศเกษราโศกาลัย,,,
