wak,syllables,flag,guess,a,b,c
ว่าพระองค์ผู้ดำรงรมจักร,8,word straddles a beat boundary,ว่าพระองค์ | ผู้ดำรง | รมจักร,,,
กษัตริย์ศักดิ์ครองพาราภาษาสยาม,10,10 syllables — likely shatter/miscount,กษัตริย์ศักดิ์ครองพาราภาษาสยาม,,,
อยู่ในราชอาณาจักรเป็นศักดิ์ศรี,10,10 syllables — likely shatter/miscount,อยู่ในราชอาณาจักรเป็นศักดิ์ศรี,,,
ป่างพระองค์ผู้ดำรงรมจักร,8,word straddles a beat boundary,ป่างพระองค์ | ผู้ดำรง | รมจักร,,,
พระภูธรรมจักรนครา,8,word straddles a beat boundary,พระภูธรรมจักร | นครา | ,,,
ไม่แจ้งจิตยังวิตกระหกระเหิน,10,10 syllables — likely shatter/miscount,ไม่แจ้งจิตยังวิตกระหกระเหิน,,,
ใช่กษัตริย์ในจังหวัดลังกาทวีป,10,10 syllables — likely shatter/miscount,ใช่กษัตริย์ในจังหวัดลังกาทวีป,,,
พลางกราบทูลรำพันบรรยาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลางกราบทูล | รำพัน | บรรยาย,,,
หัสไชยปีกขวาพวกกล้าเรือ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัสไชยปีก | ขวาพวก | กล้าเรือ,,,
สินสมุทรฤทธิรงค์ทรงกำลัง,10,10 syllables — likely shatter/miscount,สินสมุทรฤทธิรงค์ทรงกำลัง,,,
จำจะคิดผ่อนปรนพลไพร่,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จำจะคิด | ผ่อนปรน | พลไพร่,,,
นี่ประเทศเขตสุหรัดถัดออกไป,10,10 syllables — likely shatter/miscount,นี่ประเทศเขตสุหรัดถัดออกไป,,,
เมืองบุมไบสองพาราทำผ้าลาย,10,10 syllables — likely shatter/miscount,เมืองบุมไบสองพาราทำผ้าลาย,,,
ท้องทะเลก็ค่อยสร่างกระจ่างจันทร์,8,word straddles a beat boundary,ท้องทะเลก็ค่อย | สร่าง | กระจ่างจันทร์,,,
แล้วจะเสื่อมเกียรติยศหมดกำลัง,10,10 syllables — likely shatter/miscount,แล้วจะเสื่อมเกียรติยศหมดกำลัง,,,
บนเก้าอี้ลายปรุฉลุเฉลา,9,word straddles a beat boundary,บนเก้าอี้ | ลายปรุฉลุ | เฉลา,,,
ว่าอาทิตย์แจ่มกระจ่างสว่างไสว,10,10 syllables — likely shatter/miscount,ว่าอาทิตย์แจ่มกระจ่างสว่างไสว,,,
ประเทืองแสงรุ่งโรจน์โชตินา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ประเทืองแสง | รุ่งโรจน์ | โชตินา,,,
พอทินกรใสสว่างกระจ่างดวง,10,10 syllables — likely shatter/miscount,พอทินกรใสสว่างกระจ่างดวง,,,
บนบรรจถรณ์แท่นรัตน์ชัชวาล,9,word straddles a beat boundary,บนบรรจถรณ์ | แท่นรัตน์ | ชัชวาล,,,
ในสุบินว่าอาทิตย์ฤทธิไกร,10,10 syllables — likely shatter/miscount,ในสุบินว่าอาทิตย์ฤทธิไกร,,,
สำแดงบุพนิมิตประสิทธิ์ครัน,9,4-syllable word not at วรรค edge,สำแดงบุพนิมิตประสิทธิ์ครัน,,,
ฝรั่งพุ่งแหลนหลาวเอาง้าวฟาด,9,word straddles a beat boundary,ฝรั่งพุ่งแหลน | หลาว | เอาง้าวฟาด,,,
แทงด้วยกริชตายทับสลับสลอน,9,word straddles a beat boundary,แทงด้วยกริช | ตายทับสลับ | สลอน,,,
ว่าพวกเอ็งคนอุบาทว์ล้างศาสนา,10,10 syllables — likely shatter/miscount,ว่าพวกเอ็งคนอุบาทว์ล้างศาสนา,,,
จะกล่าวลำกำปั่นเทวสินธุ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะกล่าวลำ | กำปั่น | เทวสินธุ์,,,
เทพจินดาน้องค่อยผ่องใส,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เทพจินดา | น้องค่อย | ผ่องใส,,,
ทั้งราเมศสุริย์วงศ์ผู้ทรงชัย,10,10 syllables — likely shatter/miscount,ทั้งราเมศสุริย์วงศ์ผู้ทรงชัย,,,
