wak,syllables,flag,guess,a,b,c
บ้างตั้งเตาเอาลูกปรายกรวดทรายคั่ว,10,10 syllables — likely shatter/miscount,บ้างตั้งเตาเอาลูกปรายกรวดทรายคั่ว,,,
ตายดื่นดาดกลับมาอีกไม่หลีกหลบ,10,10 syllables — likely shatter/miscount,ตายดื่นดาดกลับมาอีกไม่หลีกหลบ,,,
พระเจ้าเมืองลังกานราสวรรค์,9,word straddles a beat boundary,พระเจ้าเมือง | ลังกานรา | สวรรค์,,,
แล้วกลับมาพากันเข้าเฝ้าทั้งสาม,10,10 syllables — likely shatter/miscount,แล้วกลับมาพากันเข้าเฝ้าทั้งสาม,,,
จะโอนอ่อนอัภิวาทบาทยุคล,10,10 syllables — likely shatter/miscount,จะโอนอ่อนอัภิวาทบาทยุคล,,,
ด้วยจงรักรู้คุณการุญสนอง,10,10 syllables — likely shatter/miscount,ด้วยจงรักรู้คุณการุญสนอง,,,
ทั้งม้าทรงองค์พระกฤษณาน้อง,9,word straddles a beat boundary,ทั้งม้าทรง | องค์พระกฤษณา | น้อง,,,
พระกฤษณาถาโถมเข้าโรมรัน,9,word straddles a beat boundary,พระกฤษณา | ถาโถม | เข้าโรมรัน,,,
พระกฤษณาม้าล้มลงสลบ,9,word straddles a beat boundary,พระกฤษณา | ม้าล้ม | ลงสลบ,,,
นางเสาวคนธ์ขับสิงห์วิ่งทะยาน,9,word straddles a beat boundary,นางเสาวคนธ์ | ขับสิงห์ | วิ่งทะยาน,,,
พวกคนธรรมพ์นั้นยังน้อยต้องถอยรบ,11,11 syllables — likely shatter/miscount,พวกคนธรรมพ์นั้นยังน้อยต้องถอยรบ,,,
นางเสาวคนธ์ทนประทังพอยั้งพยุด,12,12 syllables — likely shatter/miscount,นางเสาวคนธ์ทนประทังพอยั้งพยุด,,,
ยาชะโลมโซมสุคนธ์พระชนนี,10,10 syllables — likely shatter/miscount,ยาชะโลมโซมสุคนธ์พระชนนี,,,
พระนมถวายนมเสวยต่างเชยชม,10,10 syllables — likely shatter/miscount,พระนมถวายนมเสวยต่างเชยชม,,,
อุ้มพระกฤษณาน้องประคองถนอม,10,10 syllables — likely shatter/miscount,อุ้มพระกฤษณาน้องประคองถนอม,,,
เห็นพร้อมพรั่งพระสนมกรมใน,8,word straddles a beat boundary,เห็นพร้อมพรั่ง | พระสนม | กรมใน,,,
ดูกุมารแล้วมาเฝ้าปลอบเสาวคนธ์,10,10 syllables — likely shatter/miscount,ดูกุมารแล้วมาเฝ้าปลอบเสาวคนธ์,,,
ฝ่ายพระมังคลากลับมาค่าย,8,word straddles a beat boundary,ฝ่ายพระมัง | คลากลับมา | ค่าย,,,
ไม่สมหมายที่จะชิงเอาสิงหล,10,10 syllables — likely shatter/miscount,ไม่สมหมายที่จะชิงเอาสิงหล,,,
ยังพวกพ้องของท้าวรามเดช,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ยังพวกพ้อง | ของท้าว | รามเดช,,,
นางกฤษณาว่าเมื่อคราวผัวเก่าอยู่,10,10 syllables — likely shatter/miscount,นางกฤษณาว่าเมื่อคราวผัวเก่าอยู่,,,
เคยไปมาหาท้าวรามเดช,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เคยไปมา | หาท้าว | รามเดช,,,
ทั้งแว่นแคว้นแดนจังหวัดปฐพี,10,10 syllables — likely shatter/miscount,ทั้งแว่นแคว้นแดนจังหวัดปฐพี,,,
แล้วพาไปเฝ้าพระมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วพาไป | เฝ้าพระ | มังคลา,,,
เจ้าหัสกันนั้นกับพระวลายุดา,10,10 syllables — likely shatter/miscount,เจ้าหัสกันนั้นกับพระวลายุดา,,,
แต่พระมังคลาเธอการุญ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แต่พระมัง | คลาเธอ | การุญ,,,
