wak,syllables,flag,guess,a,b,c
เราตั้งมั่นกว่าจะสมอารมณ์ประสงค์,10,10 syllables — likely shatter/miscount,เราตั้งมั่นกว่าจะสมอารมณ์ประสงค์,,,
กายสิทธิ์ฤทธิรณทั้งทนคง,10,10 syllables — likely shatter/miscount,กายสิทธิ์ฤทธิรณทั้งทนคง,,,
เก็บโหราเท้าสุนัขผักบุ้งขัน,9,4-syllable word not at วรรค edge,เก็บโหราเท้าสุนัขผักบุ้งขัน,,,
แกใคร่ครวญในฉบับตำหรับตำรา,10,10 syllables — likely shatter/miscount,แกใคร่ครวญในฉบับตำหรับตำรา,,,
จึงทูลพระจอมวังมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จึงทูลพระ | จอมวัง | มังคลา,,,
แล้วถวายบังคมลาออกมาตรวจ,9,4-syllable word not at วรรค edge,แล้วถวายบังคมลาออกมาตรวจ,,,
ชาติจระเข้เนรคุณได้วุ่นกัน,10,10 syllables — likely shatter/miscount,ชาติจระเข้เนรคุณได้วุ่นกัน,,,
แต่ตัวนั้นกระจิ๋วหริวเท่านิ้วมือ,10,10 syllables — likely shatter/miscount,แต่ตัวนั้นกระจิ๋วหริวเท่านิ้วมือ,,,
จะเจื้อยแจ้วสกุณินก็บินปรื๋อ,10,10 syllables — likely shatter/miscount,จะเจื้อยแจ้วสกุณินก็บินปรื๋อ,,,
หรือจะเป็นกายสิทธิ์ฤทธิเวท,10,10 syllables — likely shatter/miscount,หรือจะเป็นกายสิทธิ์ฤทธิเวท,,,
กับท่านครูผู้ประสิทธิ์ฤทธิแรง,10,10 syllables — likely shatter/miscount,กับท่านครูผู้ประสิทธิ์ฤทธิแรง,,,
