w1,w2,w3,w4
มีเอกองค์ทรงนามประทุมทัศ,เสวยราชสมบัติเกษมศรี,มีพระราชธิดาล้ำนารี,ชื่อมณีสาครฉะอ้อนองค์
มีพระราชกุมารเสน่หา,อนุชาน้องถัดนวลหง,ชื่ออรุณกุมารชาญณรงค์,ทั้งสององค์ลูกเจ้ายังเยาว์ครัน
พระพี่ยาชันษาได้สิบทัศ,กุมารถัดเจ็ดขวบเกษมสันต์,บิตุรงค์ทรงรักดังชีวัน,สารพันมิได้ขัดเคืองระคาย
ครั้นอยู่มาตาพราหมณ์ประโรหิต,ครองโลภจิตนึกเจตนาหมาย,เฒ่าชรามีบุตรบุรุษชาย,เมียนั้นตายจากอกไปหลายปี
จึงมั่วสุมซุ่มคนไว้คับคั่ง,ได้พร้อมพรั่งหลายพันก็หรรษา,ธนูง้าวหลาวโล่แลปืนยา,เครื่องศาสตราครบถ้วนแลทวนแทง
ถึงวันดีเตรียมทัพเวลาดึก,อึกทึกฮึกหาญชาญกำแหง,เอาปืนใหญ่ยิงประดังพังกำแพง,จุดคบแดงให้ประดังเข้าวังใน
จับกระษัตริย์ตัดเศียรสิ้นชีวิต,ทวารปิดมิให้คนลอบหนีได้,จับพวกเหล่าสาวสรรค์กำนัลใน,มาคุมไว้กลางชาลาหน้าพระลาน
แสนสังเวชนางในใจจะขาด,ร้องกรีดกราดแซ่เสียงสำเนียงขาน,ผ้านุ่งห่มลุ่ยหลุดกระเซอซาน,บ้างคลำคลานออกมาทุกหน้านาง
แล้ววิ่งวงลงจากปราสาททิพ,ค่อยกระซิบสั่งสองโอรสา,อย่าร้องดังฟังแม่นะแก้วตา,แล้วก็พาลูกเลี้ยวเที่ยวเวียนวง
ชำเลืองดูที่ทวารบานก็ปิด,ดังชีวิตนางจะม้วยเป็นผุยผง,เห็นไม้พุ่มอุ้มลูกเข้าแอบองค์,กระซิบทรงเศร้ากำสรดระทดใจ
สายสมรสอนสั่งพระลูกแก้ว,พอรุ่งแล้วถ้าเขาจับแม่ไปได้,ทั้งพี่น้องสองราอย่าอาลัย,พากันไปเถิดนะลูกอย่าอยู่เลย
