w1,w2,w3,w4
พอโคบุตรสุริยาเหาะมาถึง,ได้ยินอึงหวั่นไหวทั้งไพรสณฑ์,พระลอยแลมาแต่โพยมบน,เห็นสายชลฟุ้งสายกระจายฟอง
สี่ยักษาไล่ทารกอยู่หมกมุ่น,นึกการุญสงสารเจ้าทั้งสอง,พระโถมลงตรงสระปทุมทอง,อุ้มเอาสองกุมารทะยานมา
ยักษ์พิโรธโกรธไล่กระชั้นชิด,พระทรงฤทธิ์หยุดยืนบนยอดผา,โบกพระหัตถ์ตรัสห้ามแล้วถามมา,อสุราโกรธกันด้วยอันใด
ยักษ์ทมิฬยินถามคำรามร้อง,มันจองหองลงชำระในสระใหญ่,เก็บโกมินกินฝักแล้วหักใบ,เราขัดใจจึ่งจะล้างให้วางวาย
พระพี่น้องสองเจ้าเล่าความหลัง,เป็นสัจจังข้าพเจ้าเล่าถวาย,ทินกรร้อนรนกระวนกระวาย,มาเห็นสายชลธีก็ดีใจ
จงเอาบุญเจ้าประคุณเอ็นดูด้วย,เหมือนโปรดช่วยลูกกำพร้าจะอาสัญ,พระทรงฟังสังเวชพระทัยครัน,จึงว่ากับกุมภัณฑ์ไปทันความ
นี่แน่นายฝ่ายเด็กไม่รู้แจ้ง,ใช่จะแกล้งมาข่มเหงไม่เกรงขาม,ถึงจะฆ่าทารกไม่ลือนาม,จะถือความไปทำไมไม่ต้องการ
พวกรากษสโกรธร้องอยู่ก้องกึก,จองหองฮึกเหิมนักทำหักหาญ,มิส่งมามึงจะพากันวายปราณ,มิใช่การของเอ็งไม่เกรงกัน
พระถอดเทพสังวาลโองการสั่ง,สังวาลระวังพี่น้องทั้งสองศรี,ยักษ์พิโรธโลดไล่เป็นสิงคลี,กระโดดตีตึงตังประดังมา
พระลองแรงแผลงฤทธิ์เข้ารบรับ,พระหัตถ์จับข้างละสองสี่ยักษา,เผ่นผงาดฝาดผางกลางศิลา,อสุราดิ้นกระเดือกลงเสือกกาย
จึงโอมอ่านอาคมพรหมประสิทธิ์,ก็เปลื้องปลิดเจ็บปวดนั้นสูญหาย,เข้ากลาดกลุ้มรุมรบอยู่รอบกาย,ดังเสียงสายสุนีลั่นสนั่นดัง
ด้วยเดชะเครื่องประดับสำหรับศึก,แล่นพิลึกโลดไล่ไม่ถอยหลัง,ได้กินนมราชสีห์มีกำลัง,ไม่พลาดพลั้งติดพันประจัญบาน
ต่างกำแหงแรงเริงในเชิงรบ,ไม่หลีกหลบโลดไล่ด้วยใจหาญ,ยักษ์จะจับพี่น้องสองกุมาร,พระสังวาลป้องกันไม่อันตราย
ด้วยฤทธิ์เทพอาวุธสุดจะแก้,ไม่หายแผลม้วยมุดสุดถวิล,ราพณ์ร้ายตายกลาดลงดาษดิน,พระนรินทร์เหาะลงเนินคิรี
จึงเรียกสองกุมาราเข้ามาชิด,พลางพินิจพี่น้องทั้งสองศรี,งามเจริญกิริยากุมารี,ดังมณีเมขลาวิไลทรง
นี่แน่น้องสองเจ้าจงเล่าเรื่อง,อยู่บ้านเมืองแห่งหนตำบลไหน,ยังเด็กนักหักหาญมาเดินไพร,บุญเจ้าไม่มรณาพี่มาทัน
พระโปรดช่วยจึงไม่ม้วยชีวาวาตม์,ขอรองบาทยุคลจนสังขาร์,ข้าชื่อมณีสาครแต่ก่อนมา,อนุชาชื่ออรุณร่วมท้องกัน
จะช่วยน้องให้ได้ครองคืนสถาน,จงสำราญเถิดนะน้องอย่าหมองไหม้,พี่จะชุบกุมภัณฑ์ที่บรรลัย,จึ่งจะไม่เป็นกรรมประจำกาย
พระหยิบยามาเคี้ยวแล้วเที่ยวพ่น,กุมภัณฑ์พลได้กลิ่นก็กลับหาย,หมอบประนมก้มตัวด้วยกลัวตาย,ต่างถวายอภิวันท์รำพันความ
