wak,syllables,flag,guess,a,b,c
ฝ่ายกษัตริย์รายาชวาฉวี,9,word straddles a beat boundary,ฝ่ายกษัตริย์ | รายาชวา | ฉวี,,,
พระเทวสินธุ์ตามตรงมาลงเรือ,9,word straddles a beat boundary,พระเทวสินธุ์ | ตามตรง | มาลงเรือ,,,
บ้างผุดดำโตยิ่งกว่าสิงขร,8,word straddles a beat boundary,บ้างผุดดำ | โตยิ่งกว่า | สิงขร,,,
บ้างบ่นไปเพราะว่ากลัวจนตัวงอ,10,10 syllables — likely shatter/miscount,บ้างบ่นไปเพราะว่ากลัวจนตัวงอ,,,
คิดว่าจะมาเป็นสุขสนุกสนาน,10,10 syllables — likely shatter/miscount,คิดว่าจะมาเป็นสุขสนุกสนาน,,,
ไม่ยักกลัวมีท้องจะดองยา,9,word straddles a beat boundary,ไม่ยักกลัว | มีท้อง | จะดองยา,,,
จนพลบค่ำย่ำสุริโยทัย,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",จนพลบค่ำ | ย่ำสุริโยทัย,,,
บ้างโงกเหงาเมาคลื่นยืนเซซวน,9,word straddles a beat boundary,บ้างโงกเหงา | เมาคลื่น | ยืนเซซวน,,,
จะกลับมาครองประเทศเขตกำพล,10,10 syllables — likely shatter/miscount,จะกลับมาครองประเทศเขตกำพล,,,
ท่านรู้เหตอยู่หรือไม่อย่างไรหนา,10,10 syllables — likely shatter/miscount,ท่านรู้เหตอยู่หรือไม่อย่างไรหนา,,,
โอรสราชพระอภัยครองไอศวรรย์,10,10 syllables — likely shatter/miscount,โอรสราชพระอภัยครองไอศวรรย์,,,
เธอครองขัณฑเสมาในธานี,9,word straddles a beat boundary,เธอครองขัณฑ | เสมา | ในธานี,,,
เป็นเพื่อนม้วยเหมือนดังจิตคิดประสงค์,10,10 syllables — likely shatter/miscount,เป็นเพื่อนม้วยเหมือนดังจิตคิดประสงค์,,,
ตาก็คงช่วยกันเหมือนสัญญา,9,word straddles a beat boundary,ตาก็คง | ช่วยกันเหมือน | สัญญา,,,
เหมือนหลานลูกของพระคุณอุ่นเกศี,10,10 syllables — likely shatter/miscount,เหมือนหลานลูกของพระคุณอุ่นเกศี,,,
ไว้เป็นที่อัยกาเหมือนวาจัง,10,10 syllables — likely shatter/miscount,ไว้เป็นที่อัยกาเหมือนวาจัง,,,
