wak,syllables,flag,guess,a,b,c
บำรุงราษฎร์เจริญจิตทุกทิศา,11,11 syllables — likely shatter/miscount,บำรุงราษฎร์เจริญจิตทุกทิศา,,,
เจ้ากระบวนนี่กระไรใครจะเหมือน,10,10 syllables — likely shatter/miscount,เจ้ากระบวนนี่กระไรใครจะเหมือน,,,
ส่งให้เจ้าพนักงานใส่พานทอง,9,4-syllable word not at วรรค edge,ส่งให้เจ้าพนักงานใส่พานทอง,,,
อุปมาเหมือนหนึ่งไก่อยู่ในมือ,10,10 syllables — likely shatter/miscount,อุปมาเหมือนหนึ่งไก่อยู่ในมือ,,,
มาทรงราชยานรัตนจำรัสไข,11,11 syllables — likely shatter/miscount,มาทรงราชยานรัตนจำรัสไข,,,
ฝูงกรอดพลอดเพรียกร้องเรียกคู่,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝูงกรอดพลอด | เพรียกร้อง | เรียกคู่,,,
เสียงหึ่งหึ่งผึ้งภุมรินร้อง,8,word straddles a beat boundary,เสียงหึ่งหึ่ง | ผึ้งภุมริน | ร้อง,,,
พอผันแปรแลเห็นพระอภัยมณี,10,10 syllables — likely shatter/miscount,พอผันแปรแลเห็นพระอภัยมณี,,,
ไม่คลาดเคลื่อนเหมือนหนึ่งเห็นอยู่เย็นเช้า,10,10 syllables — likely shatter/miscount,ไม่คลาดเคลื่อนเหมือนหนึ่งเห็นอยู่เย็นเช้า,,,
มิตรจิตมิตรใจอาลัยวรณ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มิตรจิตมิตร | ใจอา | ลัยวรณ์,,,
เมื่อแก่เฒ่าเล่าจึงกลับมาบรรพชา,11,11 syllables — likely shatter/miscount,เมื่อแก่เฒ่าเล่าจึงกลับมาบรรพชา,,,
นางดาบสอตส่าห์กลั้นกระสันสวาท,10,10 syllables — likely shatter/miscount,นางดาบสอตส่าห์กลั้นกระสันสวาท,,,
กับสินสมุทรมุนีผู้พี่ยา,9,word straddles a beat boundary,กับสินสมุทร | มุนี | ผู้พี่ยา,,,
เขาจะว่าเจ้าเมืองผลึกสึกฤๅษี,10,10 syllables — likely shatter/miscount,เขาจะว่าเจ้าเมืองผลึกสึกฤๅษี,,,
อย่าให้มีมลทินที่นินทา,8,word straddles a beat boundary,อย่าให้มีมลทิน | ที่ | นินทา,,,
จะกลัวคนครหาว่ากระไร,10,10 syllables — likely shatter/miscount,จะกลัวคนครหาว่ากระไร,,,
ใครบวชสึกสิ้นวิบัติปัถไหม,8,word straddles a beat boundary,ใครบวชสึก | สิ้นวิบัติ | ปัถไหม,,,
จะอุ้มไปกระนั้นดอกบอกจริงจริง,10,10 syllables — likely shatter/miscount,จะอุ้มไปกระนั้นดอกบอกจริงจริง,,,
สึกเข้าไปอยู่ในวังเหมือนอย่างเคย,10,10 syllables — likely shatter/miscount,สึกเข้าไปอยู่ในวังเหมือนอย่างเคย,,,
ทำจริตเหมือนจะกลั้นพระกันแสง,10,10 syllables — likely shatter/miscount,ทำจริตเหมือนจะกลั้นพระกันแสง,,,
จะผ่อนตามสามวันเหมือนมั่นหมาย,9,word straddles a beat boundary,จะผ่อนตาม | สามวันเหมือน | มั่นหมาย,,,
แล้วแกล้งทำอ้ำอึ้งเหมือนขึ้งโกรธ,9,word straddles a beat boundary,แล้วแกล้งทำ | อ้ำอึ้งเหมือน | ขึ้งโกรธ,,,
พระอภัยไสยาสน์เหนืออาสน์อ่อน,9,word straddles a beat boundary,พระอภัย | ไสยาสน์เหนือ | อาสน์อ่อน,,,
อันเอมโอชโภชนากระยาเสวย,10,10 syllables — likely shatter/miscount,อันเอมโอชโภชนากระยาเสวย,,,
ทั้งลืมเหล่าสาวสุรางค์นางอยู่งาน,10,10 syllables — likely shatter/miscount,ทั้งลืมเหล่าสาวสุรางค์นางอยู่งาน,,,
ฝ่ายวาลีที่เข้ามาสามิภักดิ์,10,10 syllables — likely shatter/miscount,ฝ่ายวาลีที่เข้ามาสามิภักดิ์,,,
เป็นเอกอัครสนมขวาอัชฌาสัย,10,10 syllables — likely shatter/miscount,เป็นเอกอัครสนมขวาอัชฌาสัย,,,
วันนี้กลับอับแสงไม่แจ้งแจ่ม,9,word straddles a beat boundary,วันนี้กลับ | อับแสง | ไม่แจ้งแจ่ม,,,
แสนวิโยคแยกนุชนางอุษา,9,word straddles a beat boundary,แสนวิโยค | แยกนุชนาง | อุษา,,,
เพราะพระไทรไพรพฤกษเทวา,8,word straddles a beat boundary,เพราะพระไทร | ไพรพฤกษ | เทวา,,,
โอ้อกพระอุณรุทภุชพงศ์,8,word straddles a beat boundary,โอ้อกพระ | อุณรุท | ภุชพงศ์,,,
ก็ยังมีศรีศุภลักษณ์ยักษ์,8,word straddles a beat boundary,ก็ยังมี | ศรีศุภ | ลักษณ์ยักษ์,,,
เหมือนจะมีศุภลักษณ์ช่วยชักจูง,10,10 syllables — likely shatter/miscount,เหมือนจะมีศุภลักษณ์ช่วยชักจูง,,,
ย่อมพราวแพรวแววหางเหมือนอย่างยูง,9,word straddles a beat boundary,ย่อมพราวแพรว | แววหางเหมือน | อย่างยูง,,,
งามกว่าฝูงวิหคาบรรดามี,10,10 syllables — likely shatter/miscount,งามกว่าฝูงวิหคาบรรดามี,,,
เอ็นดูด้วยช่วยชุบเหมือนศุภลักษณ์,10,10 syllables — likely shatter/miscount,เอ็นดูด้วยช่วยชุบเหมือนศุภลักษณ์,,,
ฝ่ายวาลีปรีชาปัญญาฉลาด,10,10 syllables — likely shatter/miscount,ฝ่ายวาลีปรีชาปัญญาฉลาด,,,
เป็นองค์เอกอัคราชเหมือนมาดหมาย,10,10 syllables — likely shatter/miscount,เป็นองค์เอกอัคราชเหมือนมาดหมาย,,,
จึงตรัสว่าถ้าเหมือนคำที่รำพัน,10,10 syllables — likely shatter/miscount,จึงตรัสว่าถ้าเหมือนคำที่รำพัน,,,
ในกำหนดเจ็ดวันเหมือนสัญญา,9,word straddles a beat boundary,ในกำหนด | เจ็ดวันเหมือน | สัญญา,,,
กับองค์เอกอัคเรศตามเพทไสย,10,10 syllables — likely shatter/miscount,กับองค์เอกอัคเรศตามเพทไสย,,,
มนตรีกราบทราบความรับสั่ง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มนตรีกราบ | ทราบความ | รับสั่ง,,,
เสียงถากฟันครั่นครึกจนดึกดื่น,9,word straddles a beat boundary,เสียงถากฟัน | ครั่นครึกจน | ดึกดื่น,,,
สายระโยงระยางเลือกเชือกน้ำมัน,9,4-syllable word not at วรรค edge,สายระโยงระยางเลือกเชือกน้ำมัน,,,
ไปถวายนางพระยามณฑาสวรรค์,10,10 syllables — likely shatter/miscount,ไปถวายนางพระยามณฑาสวรรค์,,,
ให้จัดสรรสาวสนมกรมใน,8,word straddles a beat boundary,ให้จัดสรร | สาวสนม | กรมใน,,,
ยังเฉยเมยเหมือนไม่รู้เลยดูเอา,10,10 syllables — likely shatter/miscount,ยังเฉยเมยเหมือนไม่รู้เลยดูเอา,,,
เร่งให้เจ้าพนักงานเตรียมการไว้,9,4-syllable word not at วรรค edge,เร่งให้เจ้าพนักงานเตรียมการไว้,,,
เหมือนสามานย์มิได้ฟังซึ่งสั่งสอน,10,10 syllables — likely shatter/miscount,เหมือนสามานย์มิได้ฟังซึ่งสั่งสอน,,,
หรือว่าพระจะภิเษกนางวาลี,10,10 syllables — likely shatter/miscount,หรือว่าพระจะภิเษกนางวาลี,,,
พระชนนีตีอกตกพระทัย,9,word straddles a beat boundary,พระชนนี | ตีอก | ตกพระทัย,,,
ภิเษกสองครองสมบัติขัตติยา,10,10 syllables — likely shatter/miscount,ภิเษกสองครองสมบัติขัตติยา,,,
สำเนียงฆ้องกลองสมโภชอุโฆษครึก,10,10 syllables — likely shatter/miscount,สำเนียงฆ้องกลองสมโภชอุโฆษครึก,,,
กับองค์เอกอัคเรศเกศสนม,10,10 syllables — likely shatter/miscount,กับองค์เอกอัคเรศเกศสนม,,,
เสวยสมบัติสบายมาหลายเดือน,9,word straddles a beat boundary,เสวยสมบัติ | สบาย | มาหลายเดือน,,,
เมื่อวันนั้นบรรทมบรรจถรณ์แท่น,9,word straddles a beat boundary,เมื่อวันนั้น | บรรทมบรรจถรณ์ | แท่น,,,
ครั้นตัวพี่นี้จะกลับมิรับศึก,10,10 syllables — likely shatter/miscount,ครั้นตัวพี่นี้จะกลับมิรับศึก,,,
เยี่ยมกรุงไกรกราบทูลมูลความ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เยี่ยมกรุงไกร | กราบทูล | มูลความ,,,
แล้วกลับมาถ้าข้างนี้มีสงคราม,10,10 syllables — likely shatter/miscount,แล้วกลับมาถ้าข้างนี้มีสงคราม,,,
ถึงพาราแล้วจะไปเสียไกลกัน,10,10 syllables — likely shatter/miscount,ถึงพาราแล้วจะไปเสียไกลกัน,,,
ช่วยทูลฉลองสองชนกชนนี,10,10 syllables — likely shatter/miscount,ช่วยทูลฉลองสองชนกชนนี,,,
พระชลนาไหลหลั่งลงพรั่งพราย,9,word straddles a beat boundary,พระชลนา | ไหลหลั่ง | ลงพรั่งพราย,,,
อุตส่าห์ฝืนพักตร์ชวนนวลหง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อุตส่าห์ฝืน | พักตร์ชวน | นวลหง,,,
ตรงดาวศีรษะจระเข้ในเวหา,10,10 syllables — likely shatter/miscount,ตรงดาวศีรษะจระเข้ในเวหา,,,
ไปเดือนหนึ่งถึงจังหวัดกรุงรัตนา,10,10 syllables — likely shatter/miscount,ไปเดือนหนึ่งถึงจังหวัดกรุงรัตนา,,,
ตลอดลืออื้ออึงอึกทึก,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ตลอดลือ | อื้ออึง | อึกทึก,,,
ทิ้งเหย้าเรือนรีบอพยพหนี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทิ้งเหย้าเรือน | รีบอพ | ยพหนี,,,
พระชนนีดีใจจะใคร่ฟัง,9,word straddles a beat boundary,พระชนนี | ดีใจ | จะใคร่ฟัง,,,
นี่อรุณรัศมีบุตรีหม่อมฉัน,10,10 syllables — likely shatter/miscount,นี่อรุณรัศมีบุตรีหม่อมฉัน,,,
พระอัยกาอัยกียินดีครัน,10,10 syllables — likely shatter/miscount,พระอัยกาอัยกียินดีครัน,,,
ล้วนละม้ายคล้ายพ่อนรลักษณ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ล้วนละม้าย | คล้ายพ่อ | นรลักษณ์,,,
ด้วยนัดดาโอรสยศยง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ด้วยนัดดา | โอรส | ยศยง,,,
