wak,syllables,flag,guess,a,b,c
ไปสืบเรื่องเมืองลังกากลับมาแจ้ง,10,10 syllables — likely shatter/miscount,ไปสืบเรื่องเมืองลังกากลับมาแจ้ง,,,
พระปิตุราชมาตุรงค์ดำรงวัง,10,10 syllables — likely shatter/miscount,พระปิตุราชมาตุรงค์ดำรงวัง,,,
แล้วได้ข่าวเจ้าวลายุดานุชา,10,10 syllables — likely shatter/miscount,แล้วได้ข่าวเจ้าวลายุดานุชา,,,
เป็นอุปราชเมืองเซ็นเป็นเขยไข,9,word straddles a beat boundary,เป็นอุปราช | เมืองเซ็น | เป็นเขยไข,,,
พลรบเริงราญทหารเสือ,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",พลรบเริง | ราญทหาร | เสือ,,,
พวกเรือใช้ไปลังกากลับมาเล่า,10,10 syllables — likely shatter/miscount,พวกเรือใช้ไปลังกากลับมาเล่า,,,
ถึงพระอภัยไม่อยู่ในบูรี,9,word straddles a beat boundary,ถึงพระอภัย | ไม่อยู่ | ในบูรี,,,
รำภายุพานางสุลารักษาอยู่,10,10 syllables — likely shatter/miscount,รำภายุพานางสุลารักษาอยู่,,,
จึ่งทานทัดหน่อนาถเหมือนมาดหมาย,9,word straddles a beat boundary,จึ่งทานทัด | หน่อนาถเหมือน | มาดหมาย,,,
บาทหลวงเฒ่าเจ้าโมโหทำโอหัง,10,10 syllables — likely shatter/miscount,บาทหลวงเฒ่าเจ้าโมโหทำโอหัง,,,
เสียลังกาก็เหมือนสูญประยูรวงศ์,10,10 syllables — likely shatter/miscount,เสียลังกาก็เหมือนสูญประยูรวงศ์,,,
ขอทูลลาฝ่าพระบาทปิตุเรศ,10,10 syllables — likely shatter/miscount,ขอทูลลาฝ่าพระบาทปิตุเรศ,,,
ในเมืองเราเล่าทหารนับล้านโกฏิ์,10,10 syllables — likely shatter/miscount,ในเมืองเราเล่าทหารนับล้านโกฏิ์,,,
ให้ลือชาปรากฏยศไกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้ลือชา | ปรากฏ | ยศไกร,,,
สายระโยงระยางเสือกเชือกน้ำมัน,9,4-syllable word not at วรรค edge,สายระโยงระยางเสือกเชือกน้ำมัน,,,
คืนเอากรุงลังกามหาสถาน,9,word straddles a beat boundary,คืนเอากรุง | ลังกามหา | สถาน,,,
ได้แก้แค้นแทนที่จับให้อัประมาณ,10,10 syllables — likely shatter/miscount,ได้แก้แค้นแทนที่จับให้อัประมาณ,,,
จะคิดหักหาญพ่อเหมือนทรชน,10,10 syllables — likely shatter/miscount,จะคิดหักหาญพ่อเหมือนทรชน,,,
จึ่งได้มรดกตกถึงเหลนหลาน,9,word straddles a beat boundary,จึ่งได้มรดก | ตก | ถึงเหลนหลาน,,,
อันช้างงาสามารถเหมือนชาติชาย,9,word straddles a beat boundary,อันช้างงา | สามารถเหมือน | ชาติชาย,,,
ตามแต่พระจะประสงค์จำนงไฉน,10,10 syllables — likely shatter/miscount,ตามแต่พระจะประสงค์จำนงไฉน,,,
จึงว่าพระจะเสด็จจรจรัล,10,10 syllables — likely shatter/miscount,จึงว่าพระจะเสด็จจรจรัล,,,
กว่าชีวิตจะวายวางกลางสนาม,10,10 syllables — likely shatter/miscount,กว่าชีวิตจะวายวางกลางสนาม,,,
