wak,syllables,flag,guess,a,b,c
จะกล่าวต่อหน่อกษัตริย์หัสกัน,8,word straddles a beat boundary,จะกล่าวต่อ | หน่อกษัตริย์ | หัสกัน,,,
รู้ดูทั้งรู้ผ่าหยูกยาขยัน,10,10 syllables — likely shatter/miscount,รู้ดูทั้งรู้ผ่าหยูกยาขยัน,,,
อยู่พร้อมพรั่งทั้งสนมกรมใน,8,word straddles a beat boundary,อยู่พร้อมพรั่ง | ทั้งสนม | กรมใน,,,
ทำมะรงลงเหล็กลากขึ้นคุก,9,word straddles a beat boundary,ทำมะรง | ลงเหล็ก | ลากขึ้นคุก,,,
แจกให้ทั่วทำมะรงจงเมตตา,10,10 syllables — likely shatter/miscount,แจกให้ทั่วทำมะรงจงเมตตา,,,
เห็นแต่ครูคู่ชีวิตเหมือนบิดา,10,10 syllables — likely shatter/miscount,เห็นแต่ครูคู่ชีวิตเหมือนบิดา,,,
แก้ให้กลับฟื้นขึ้นได้ต่างไต่ถาม,10,10 syllables — likely shatter/miscount,แก้ให้กลับฟื้นขึ้นได้ต่างไต่ถาม,,,
ฝ่ายพระหัสกันสุบันเย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายพระหัส | กันสุ | บันเย,,,
มีบ่อน้ำลำธารสะอ้านสะอาด,9,word straddles a beat boundary,มีบ่อน้ำ | ลำธารสะอ้าน | สะอาด,,,
ขอเทพเจ้าจงพิทักษ์ช่วยรักษา,10,10 syllables — likely shatter/miscount,ขอเทพเจ้าจงพิทักษ์ช่วยรักษา,,,
อาจารย์ฟังสังรเสริญเจริญใจ,11,11 syllables — likely shatter/miscount,อาจารย์ฟังสังรเสริญเจริญใจ,,,
นิยมอยากยิ้มแย้มเหมือนแก้มหญิง,9,word straddles a beat boundary,นิยมอยาก | ยิ้มแย้มเหมือน | แก้มหญิง,,,
ผลไม้ใกล้ทางม่วงปรางปริง,10,10 syllables — likely shatter/miscount,ผลไม้ใกล้ทางม่วงปรางปริง,,,
หางปีกงอนงามกระจ่างเหมือนอย่างเขียน,10,10 syllables — likely shatter/miscount,หางปีกงอนงามกระจ่างเหมือนอย่างเขียน,,,
ชันษาข้านี้สิบสี่น้อง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ชันษาข้า | นี้สิบ | สี่น้อง,,,
พระน้องนั้นชื่อวันชายากุมารี,10,10 syllables — likely shatter/miscount,พระน้องนั้นชื่อวันชายากุมารี,,,
เหมือนวงศาอย่ากลัวอย่ามัวหมอง,10,10 syllables — likely shatter/miscount,เหมือนวงศาอย่ากลัวอย่ามัวหมอง,,,
ฉันเหมือนบุตรสุดแต่ท่านจะกรุณา,11,11 syllables — likely shatter/miscount,ฉันเหมือนบุตรสุดแต่ท่านจะกรุณา,,,
สมยศศักดิ์สุภาพไม่หยาบหยาม,9,word straddles a beat boundary,สมยศศักดิ์ | สุภาพ | ไม่หยาบหยาม,,,
ออกจัดแจงให้พี่น้องทั้งสองเสวย,10,10 syllables — likely shatter/miscount,ออกจัดแจงให้พี่น้องทั้งสองเสวย,,,
ฤทธิรุทรเรี่ยวแรงแข็งขยัน,10,10 syllables — likely shatter/miscount,ฤทธิรุทรเรี่ยวแรงแข็งขยัน,,,
เป็นไมตรีมิได้กลับมารับรบ,10,10 syllables — likely shatter/miscount,เป็นไมตรีมิได้กลับมารับรบ,,,
หยิบแผนที่คลี่ดูทางต่างสังเกต,10,10 syllables — likely shatter/miscount,หยิบแผนที่คลี่ดูทางต่างสังเกต,,,
ฝ่ายท่านครูสุบันเยอุ้มเวชายัน,10,10 syllables — likely shatter/miscount,ฝ่ายท่านครูสุบันเยอุ้มเวชายัน,,,
พระหน่อหนุ่มอุ้มวันชายา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระหน่อหนุ่ม | อุ้มวัน | ชายา,,,
เสียงหวิวหวอดฉอดเพราะเสนาะสนอง,9,word straddles a beat boundary,เสียงหวิวหวอด | ฉอดเพราะเสนาะ | สนอง,,,
ตะกรุมไต่ไม้อุโลกชะโงกชะแง้,10,10 syllables — likely shatter/miscount,ตะกรุมไต่ไม้อุโลกชะโงกชะแง้,,,
พระพี่น้องสองชมพนมพนัส,9,word straddles a beat boundary,พระพี่น้อง | สองชมพนม | พนัส,,,
กระเพิดกระพัดสกุณินบินหนีปรื๋อ,11,11 syllables — likely shatter/miscount,กระเพิดกระพัดสกุณินบินหนีปรื๋อ,,,
เหมือนวงศาสุจริตสนิทสนม,11,11 syllables — likely shatter/miscount,เหมือนวงศาสุจริตสนิทสนม,,,
เนาวเสนเห็นแจ้งแถลงเล่า,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",เนาวเสนเห็น | แจ้งแถลง | เล่า,,,
จะคิดอ่านการณรงค์ทำสงคราม,10,10 syllables — likely shatter/miscount,จะคิดอ่านการณรงค์ทำสงคราม,,,
เมื่อถึงจึงเราจะเข้าไป,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เมื่อถึงจึง | เราจะ | เข้าไป,,,
ให้สิ้นโคตรโทษที่ทำจะชำระ,10,10 syllables — likely shatter/miscount,ให้สิ้นโคตรโทษที่ทำจะชำระ,,,
จัดข้าวปลาอาหารคาวหวานพร้อม,9,4-syllable word not at วรรค edge,จัดข้าวปลาอาหารคาวหวานพร้อม,,,
เสนาในให้เข้าเฝ้าเหมือนเจ้านาย,10,10 syllables — likely shatter/miscount,เสนาในให้เข้าเฝ้าเหมือนเจ้านาย,,,
มีห้ามแหนแสนสุรางค์เหมือนอย่างหุ่น,10,10 syllables — likely shatter/miscount,มีห้ามแหนแสนสุรางค์เหมือนอย่างหุ่น,,,
ภาษีส่วยสมพัตสรอากรกำนัล,10,10 syllables — likely shatter/miscount,ภาษีส่วยสมพัตสรอากรกำนัล,,,
ทั้งเมลิกันภรรยาอากุมาร,10,10 syllables — likely shatter/miscount,ทั้งเมลิกันภรรยาอากุมาร,,,
ฆ่าลูกเมียเสียทั้งญาติตามอาชญา,10,10 syllables — likely shatter/miscount,ฆ่าลูกเมียเสียทั้งญาติตามอาชญา,,,
รีบยกทัพขับทหารสะท้านสะทึก,10,10 syllables — likely shatter/miscount,รีบยกทัพขับทหารสะท้านสะทึก,,,
อายาแมงแฝงตัวกลัวสง่า,9,word straddles a beat boundary,อายาแมง | แฝงตัวกลัว | สง่า,,,
จูงเมลิกันภรรยาพากันหนี,10,10 syllables — likely shatter/miscount,จูงเมลิกันภรรยาพากันหนี,,,
จะภิเษกเอกฉัตรกำจัดภัย,9,word straddles a beat boundary,จะภิเษก | เอกฉัตร | กำจัดภัย,,,
คำนับน้อมยอมจิตเหมือนคิดหวัง,9,word straddles a beat boundary,คำนับน้อม | ยอมจิตเหมือน | คิดหวัง,,,
พระเวชายันนั้นลงมาหน้าบัลลังก์,10,10 syllables — likely shatter/miscount,พระเวชายันนั้นลงมาหน้าบัลลังก์,,,
ก้มกราบทั้งครูพระหัสกัน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ก้มกราบทั้ง | ครูพระ | หัสกัน,,,
เป็นที่ราชโอรสมียศถา,9,word straddles a beat boundary,เป็นที่ราช | โอรสมี | ยศถา,,,
ได้อุ้มพามาสนิทเหมือนบิดร,10,10 syllables — likely shatter/miscount,ได้อุ้มพามาสนิทเหมือนบิดร,,,
ทรงสัตยธรรม์กรุณาสถาวร,11,11 syllables — likely shatter/miscount,ทรงสัตยธรรม์กรุณาสถาวร,,,
ฝ่ายสุบันเยฟังสังรเสริญ,10,10 syllables — likely shatter/miscount,ฝ่ายสุบันเยฟังสังรเสริญ,,,
ซึ่งยศศักดิ์สมบัติพัสถาน,9,word straddles a beat boundary,ซึ่งยศศักดิ์ | สม | บัติพัสถาน,,,
จะไปตามความสบายเหมือนหมายใจ,10,10 syllables — likely shatter/miscount,จะไปตามความสบายเหมือนหมายใจ,,,
พ่อรับที่ภิเษกเอกฉัตร,8,word straddles a beat boundary,พ่อรับที่ | ภิเษก | เอกฉัตร,,,
ฉันคิดจักแทนคุณการุญสนอง,9,word straddles a beat boundary,ฉันคิดจัก | แทนคุณการุญ | สนอง,,,
ให้แล้วกลับรับสมบัติเสียสัจจา,10,10 syllables — likely shatter/miscount,ให้แล้วกลับรับสมบัติเสียสัจจา,,,
ที่สมรักศักดิ์กษัตริย์หัสกัน,8,word straddles a beat boundary,ที่สมรัก | ศักดิ์กษัตริย์ | หัสกัน,,,
เหมือนพงศ์พันธุ์ผ่านสมบัติขัตติยา,10,10 syllables — likely shatter/miscount,เหมือนพงศ์พันธุ์ผ่านสมบัติขัตติยา,,,
แล้วปรึกษาข้าบาทญาติวงศ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วปรึกษา | ข้าบาท | ญาติวงศ์,,,
พระเวชายันนั้นเป็นหน่อเจ้าธรณี,11,11 syllables — likely shatter/miscount,พระเวชายันนั้นเป็นหน่อเจ้าธรณี,,,
ให้เป็นที่อุปราชราชวัง,8,word straddles a beat boundary,ให้เป็นที่ | อุปราช | ราชวัง,,,
ไม่มีเหล่าสาวสุรางค์นางกำนัล,10,10 syllables — likely shatter/miscount,ไม่มีเหล่าสาวสุรางค์นางกำนัล,,,
รักสุบันเยสนิทเหมือนบิดร,10,10 syllables — likely shatter/miscount,รักสุบันเยสนิทเหมือนบิดร,,,
เนตรขนงวงพักตร์ลักขณา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เนตรขนงวง | พักตร์ลัก | ขณา,,,
นางนอนแอบแนบข้างเหมือนอย่างเคย,9,word straddles a beat boundary,นางนอนแอบ | แนบข้างเหมือน | อย่างเคย,,,
ค่อยเลิกสไบไม่ให้ตึงตะลึงเล็ง,10,10 syllables — likely shatter/miscount,ค่อยเลิกสไบไม่ให้ตึงตะลึงเล็ง,,,
เห็นนางขยับกลับขยดหดพระหัตถ์,11,11 syllables — likely shatter/miscount,เห็นนางขยับกลับขยดหดพระหัตถ์,,,
หยิบพัดจันทน์นั้นมาถือกระพือพัด,10,10 syllables — likely shatter/miscount,หยิบพัดจันทน์นั้นมาถือกระพือพัด,,,
ยิ่งกลุ้มกลัดอัดอั้นคันคันมือ,10,10 syllables — likely shatter/miscount,ยิ่งกลุ้มกลัดอัดอั้นคันคันมือ,,,
ไม่เหมือนหมายอายฝรั่งสิ้นทั้งปวง,10,10 syllables — likely shatter/miscount,ไม่เหมือนหมายอายฝรั่งสิ้นทั้งปวง,,,
อันเรื่องราวกล่าวกษัตริย์หัสกัน,8,word straddles a beat boundary,อันเรื่องราว | กล่าวกษัตริย์ | หัสกัน,,,
