wak,syllables,flag,guess,a,b,c
เหมือนบิดาประหนึ่งหล่อลออองค์,10,10 syllables — likely shatter/miscount,เหมือนบิดาประหนึ่งหล่อลออองค์,,,
เหมือนมารดรแต่พระเกศเนตรขนง,11,11 syllables — likely shatter/miscount,เหมือนมารดรแต่พระเกศเนตรขนง,,,
เหมือนทรงยศศรีสุวรรณกรรณหัตถา,10,10 syllables — likely shatter/miscount,เหมือนทรงยศศรีสุวรรณกรรณหัตถา,,,
เหมือนสินสมุทรเนตรแดงดังแสงฝาง,10,10 syllables — likely shatter/miscount,เหมือนสินสมุทรเนตรแดงดังแสงฝาง,,,
ทั้งเอวบางร่างรัดชื่อหัสกัน,9,word straddles a beat boundary,ทั้งเอวบาง | ร่างรัด | ชื่อหัสกัน,,,
จะกลับกล่าวเจ้าพาราการะเวก,10,10 syllables — likely shatter/miscount,จะกลับกล่าวเจ้าพาราการะเวก,,,
การภิเษกขัดข้องไม่ผ่องใส,9,word straddles a beat boundary,การภิเษก | ขัดข้อง | ไม่ผ่องใส,,,
เสียดายมาถึงแล้วกลับแคล้วกัน,9,word straddles a beat boundary,เสียดายมา | ถึงแล้วกลับ | แคล้วกัน,,,
นิจจาเอ๋ยเคยหอมถนอมสนิท,9,word straddles a beat boundary,นิจจาเอ๋ย | เคยหอมถนอม | สนิท,,,
เมื่อกระนั้นน้อยหรือใจไม่ไยดี,10,10 syllables — likely shatter/miscount,เมื่อกระนั้นน้อยหรือใจไม่ไยดี,,,
แม้รักใคร่ในนางเหมือนอย่างนี้,9,word straddles a beat boundary,แม้รักใคร่ | ในนางเหมือน | อย่างนี้,,,
เหมาะเบาบันหรือช่างเฉาเจียวเราเอ๋ย,10,10 syllables — likely shatter/miscount,เหมาะเบาบันหรือช่างเฉาเจียวเราเอ๋ย,,,
พระมารดายกให้เหมือนใจคิด,9,word straddles a beat boundary,พระมารดา | ยกให้เหมือน | ใจคิด,,,
จนใช้เหล่าสาวสุรางค์นางกำนัล,10,10 syllables — likely shatter/miscount,จนใช้เหล่าสาวสุรางค์นางกำนัล,,,
พร้อมด้วยเหล่าสาวสุรางค์นารีศรี,10,10 syllables — likely shatter/miscount,พร้อมด้วยเหล่าสาวสุรางค์นารีศรี,,,
ขอถวายบังคมลาฝ่ายุคล,9,4-syllable word not at วรรค edge,ขอถวายบังคมลาฝ่ายุคล,,,
พระชลเนตรนองตกซกซกไหล,9,word straddles a beat boundary,พระชลเนตร | นองตก | ซกซกไหล,,,
ครั้นสั่งเสร็จเสด็จกลับผู้รับสั่ง,10,10 syllables — likely shatter/miscount,ครั้นสั่งเสร็จเสด็จกลับผู้รับสั่ง,,,
ครั้นรุ่งแจ้งแสงสูรย์จำรูญจำรัส,9,word straddles a beat boundary,ครั้นรุ่งแจ้ง | แสงสูรย์จำรูญ | จำรัส,,,
เสนาะสำเนียงเซงแซ่ทั้งแตรสังข์,10,10 syllables — likely shatter/miscount,เสนาะสำเนียงเซงแซ่ทั้งแตรสังข์,,,
ทั้งเหล้าข้าวเครื่องสังเวยนมเนยขนม,10,10 syllables — likely shatter/miscount,ทั้งเหล้าข้าวเครื่องสังเวยนมเนยขนม,,,
ทั้งกุ้งกั้งมังกรสลอนสล้าง,9,word straddles a beat boundary,ทั้งกุ้งกั้ง | มังกรสลอน | สล้าง,,,
บ้างตัวเหมือนวัวควายมีหลายอย่าง,9,word straddles a beat boundary,บ้างตัวเหมือน | วัวควาย | มีหลายอย่าง,,,
ครั้นเยี่ยมหน้าออกเหมือนหมีต่างชี้ดู,10,10 syllables — likely shatter/miscount,ครั้นเยี่ยมหน้าออกเหมือนหมีต่างชี้ดู,,,
ดูน่าเกรงกลัวปลาในสาชล,9,word straddles a beat boundary,ดูน่าเกรงกลัว | ปลาใน | สาชล,,,
เหมือนน้ำในสระซึ้งอั้นอึ้งลม,10,10 syllables — likely shatter/miscount,เหมือนน้ำในสระซึ้งอั้นอึ้งลม,,,
พระนั่งเล่นเย็มลมชมอากาศ,8,word straddles a beat boundary,พระนั่งเล่น | เย็มลมชม | อากาศ,,,
ดูดาวเดือนเกลื่นสว่างกลางโพยม,10,10 syllables — likely shatter/miscount,ดูดาวเดือนเกลื่นสว่างกลางโพยม,,,
ดูเรือช้ากว่าทุกครั้งสั่งคนใช้,10,10 syllables — likely shatter/miscount,ดูเรือช้ากว่าทุกครั้งสั่งคนใช้,,,
แล้วตรัสถามตามทำนองถึงสองกษัตริย์,10,10 syllables — likely shatter/miscount,แล้วตรัสถามตามทำนองถึงสองกษัตริย์,,,
