wak,syllables,flag,guess,a,b,c
ชาวเมืองพุ่งแหลนหลาวทั้งง้าวปืน,9,word straddles a beat boundary,ชาวเมืองพุ่งแหลน | หลาว | ทั้งง้าวปืน,,,
ไปพารากราบทูลมูลความ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ไปพารา | กราบทูล | มูลความ,,,
จะเสียทีข้าศึกเหมือนตรึกตรอง,9,word straddles a beat boundary,จะเสียที | ข้าศึกเหมือน | ตรึกตรอง,,,
สู้กรำกรากมาในป่าพนาสัณฑ์,10,10 syllables — likely shatter/miscount,สู้กรำกรากมาในป่าพนาสัณฑ์,,,
ขึ้นปรางค์มาศที่ประทมภิรมย์สงวน,10,10 syllables — likely shatter/miscount,ขึ้นปรางค์มาศที่ประทมภิรมย์สงวน,,,
โหรคำนวณทายทิศไม่ผิดเลย,9,word straddles a beat boundary,โหรคำนวณ | ทายทิศ | ไม่ผิดเลย,,,
พระตรัสเรียกเสาวคนธ์วิมลสมร,10,10 syllables — likely shatter/miscount,พระตรัสเรียกเสาวคนธ์วิมลสมร,,,
ข้าถือสัตย์วัจนังเหมือนยังคำ,9,word straddles a beat boundary,ข้าถือสัตย์ | วัจนังเหมือน | ยังคำ,,,
ทรงกัณฐัศว์ม้ามังกรอาวรณ์ถวิล,11,11 syllables — likely shatter/miscount,ทรงกัณฐัศว์ม้ามังกรอาวรณ์ถวิล,,,
ทั้งเงินทองใส่กระบุงพะรุงพะรัง,10,10 syllables — likely shatter/miscount,ทั้งเงินทองใส่กระบุงพะรุงพะรัง,,,
กลัวฝรั่งมันจะฆ่าปรึกษาเมีย,10,10 syllables — likely shatter/miscount,กลัวฝรั่งมันจะฆ่าปรึกษาเมีย,,,
ลงไปนอนคุดคู้เหมือนหนูพุก,9,word straddles a beat boundary,ลงไปนอน | คุดคู้เหมือน | หนูพุก,,,
จะกล่าวกลับทัพสุดสาครราช,9,word straddles a beat boundary,จะกล่าวกลับ | ทัพสุด | สาครราช,,,
ก็แตกย่นย่อยยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ก็แตกย่น | ย่อยยับ | อัปรา,,,
ราวกับได้พรประสิทธิ์พระอิศรา,10,10 syllables — likely shatter/miscount,ราวกับได้พรประสิทธิ์พระอิศรา,,,
เปรียบเหมือนเสือรีบไปเหมือนใจหวัง,9,word straddles a beat boundary,เปรียบเหมือนเสือ | รีบไปเหมือน | ใจหวัง,,,
ทำแต่แขนแกว่งกวักคล้ายปักษิณ,10,10 syllables — likely shatter/miscount,ทำแต่แขนแกว่งกวักคล้ายปักษิณ,,,
เหมือนปรารภแห่งพระปิ่นบดินทร์สูร,10,10 syllables — likely shatter/miscount,เหมือนปรารภแห่งพระปิ่นบดินทร์สูร,,,
ป่างพระปิ่นนคราลังกาทวีป,10,10 syllables — likely shatter/miscount,ป่างพระปิ่นนคราลังกาทวีป,,,
ได้ผันผ่อนเสียเหมือนอย่างป่างประถม,10,10 syllables — likely shatter/miscount,ได้ผันผ่อนเสียเหมือนอย่างป่างประถม,,,
พลางลุกไปที่ในห้องหยิบของดี,10,10 syllables — likely shatter/miscount,พลางลุกไปที่ในห้องหยิบของดี,,,
อย่ารบเลยเหมือนเอาไข่ไปใส่หิน,10,10 syllables — likely shatter/miscount,อย่ารบเลยเหมือนเอาไข่ไปใส่หิน,,,
จึงออกมาตั้งศาลการพลี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จึงออกมา | ตั้งศาล | การพลี,,,
ชอุ่มชอ่ำคล้ำฟ้าเวหาหาว,9,word straddles a beat boundary,ชอุ่มชอ่ำ | คล้ำฟ้า | เวหาหาว,,,
คงจะสมปรารถนาไม่ช้านาน,10,10 syllables — likely shatter/miscount,คงจะสมปรารถนาไม่ช้านาน,,,
ไปลักพยนต์ที่มันล้อมป้อมกำแพง,10,10 syllables — likely shatter/miscount,ไปลักพยนต์ที่มันล้อมป้อมกำแพง,,,
บินไปทางอากาศกลาดไสว,8,word straddles a beat boundary,บินไปทางอากาศ | กลาด | ไสว,,,
ถึงฝนตกสักเท่าไรก็ไม่กลัว,10,10 syllables — likely shatter/miscount,ถึงฝนตกสักเท่าไรก็ไม่กลัว,,,
สุริย์จรไขสีรวิวรรณ,9,word straddles a beat boundary,สุริย์จร | ไขสี | รวิวรรณ,,,
ประจุสมัยเกือบจะได้เวลาฤกษ์,10,10 syllables — likely shatter/miscount,ประจุสมัยเกือบจะได้เวลาฤกษ์,,,
เอิกเกริกคั่งคับล้วนทัพขัน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เอิกเกริกคั่ง | คับล้วน | ทัพขัน,,,
ทั้งครูจักรราศีชุลีคัล,9,4-syllable word not at วรรค edge,ทั้งครูจักรราศีชุลีคัล,,,
ไปว่าขานตามกระทู้ดูสักหน,10,10 syllables — likely shatter/miscount,ไปว่าขานตามกระทู้ดูสักหน,,,
ให้มันจนความคิดเหมือนติดกรง,9,word straddles a beat boundary,ให้มันจน | ความคิดเหมือน | ติดกรง,,,
นอกกว่านั้นจริงหนะหวาฆ่าให้หมด,11,11 syllables — likely shatter/miscount,นอกกว่านั้นจริงหนะหวาฆ่าให้หมด,,,
พวกขบถเอาให้ยับเหมือนสับสี,10,10 syllables — likely shatter/miscount,พวกขบถเอาให้ยับเหมือนสับสี,,,
ให้แก่เจ้านคราลังกาทวีป,10,10 syllables — likely shatter/miscount,ให้แก่เจ้านคราลังกาทวีป,,,
แล้วเอ็งรีบกลับมาด่านดั่งขานไข,10,10 syllables — likely shatter/miscount,แล้วเอ็งรีบกลับมาด่านดั่งขานไข,,,
เอ็งอย่าได้พูดจาเหมือนวาจัง,9,word straddles a beat boundary,เอ็งอย่าได้ | พูดจาเหมือน | วาจัง,,,
เป็นหน่อนาถปิ่นลังกาภาษาสยาม,10,10 syllables — likely shatter/miscount,เป็นหน่อนาถปิ่นลังกาภาษาสยาม,,,
ไม่พอที่พวกอาณาประชาราษฎร์,10,10 syllables — likely shatter/miscount,ไม่พอที่พวกอาณาประชาราษฎร์,,,
อันลังกาตาลุงบำรุงราษฎร์,10,10 syllables — likely shatter/miscount,อันลังกาตาลุงบำรุงราษฎร์,,,
เธอก็ไปบรรชิตใช่กิจการ,10,10 syllables — likely shatter/miscount,เธอก็ไปบรรชิตใช่กิจการ,,,
ก็จะต้องรบราเหมือนว่าขาน,9,word straddles a beat boundary,ก็จะต้อง | รบราเหมือน | ว่าขาน,,,
กว่าชีวาข้าจะตายทำลายลาญ,10,10 syllables — likely shatter/miscount,กว่าชีวาข้าจะตายทำลายลาญ,,,
เป็นผู้ใหญ่เหมือนหนึ่งก้างมาขวางคอ,10,10 syllables — likely shatter/miscount,เป็นผู้ใหญ่เหมือนหนึ่งก้างมาขวางคอ,,,
มาก่อกิจการชั่วยั่วโทโส,9,word straddles a beat boundary,มาก่อกิจการ | ชั่ว | ยั่วโทโส,,,
พระชนนีโปรดเกล้าให้เราครอง,9,word straddles a beat boundary,พระชนนี | โปรดเกล้า | ให้เราครอง,,,
ก็มีอยู่นคราภาษาสยาม,10,10 syllables — likely shatter/miscount,ก็มีอยู่นคราภาษาสยาม,,,
เธออนุญาตเหมือนอย่างจิตคิดถวิล,11,11 syllables — likely shatter/miscount,เธออนุญาตเหมือนอย่างจิตคิดถวิล,,,
ที่จะปล้นเอาอย่างนี้เรามิกลัว,10,10 syllables — likely shatter/miscount,ที่จะปล้นเอาอย่างนี้เรามิกลัว,,,
ใครนับโคตรนับวงศ์ที่ตรงไหน,9,word straddles a beat boundary,ใครนับโคตร | นับวงศ์ | ที่ตรงไหน,,,
เพราะแม่มึงเป็นสะพานเหมือนร้านผัก,10,10 syllables — likely shatter/miscount,เพราะแม่มึงเป็นสะพานเหมือนร้านผัก,,,
ทั้งปืนใหญ่ในกำปั่นสักพันกระบอก,10,10 syllables — likely shatter/miscount,ทั้งปืนใหญ่ในกำปั่นสักพันกระบอก,,,
