wak,syllables,flag,guess,a,b,c
เหมือนอยู่แต่กายสิ้นซึ่งวิญญาณ์,10,10 syllables — likely shatter/miscount,เหมือนอยู่แต่กายสิ้นซึ่งวิญญาณ์,,,
อึกทึกแต่งกายทั้งซ้ายขวา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อึกทึกแต่ง | กายทั้ง | ซ้ายขวา,,,
ขึ้นทรงราชรถแก้วแววเวหา,9,word straddles a beat boundary,ขึ้นทรงราชรถ | แก้ว | แววเวหา,,,
สั่งกุมารหน่อกษัตริย์หัสไชย,8,word straddles a beat boundary,สั่งกุมาร | หน่อกษัตริย์ | หัสไชย,,,
ลงจากราชรถเสด็จไม่เข็ดขาม,10,10 syllables — likely shatter/miscount,ลงจากราชรถเสด็จไม่เข็ดขาม,,,
พลางหยิกเพลาเป่ามนต์ดลคาถา,9,word straddles a beat boundary,พลางหยิกเพลา | เป่ามนต์ | ดลคาถา,,,
ข้าหลวงเหล่าเจ้าคารมมานมนาน,10,10 syllables — likely shatter/miscount,ข้าหลวงเหล่าเจ้าคารมมานมนาน,,,
คาดเข็มขัดเพชรพริ้งเหมือนหิ่งห้อย,9,word straddles a beat boundary,คาดเข็มขัด | เพชรพริ้งเหมือน | หิ่งห้อย,,,
กรรเจียกเก็จนกอย่างเช่นหางหงส์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กรรเจียกเก็จ | นกอย่าง | เช่นหางหงส์,,,
ทองกรเพชรเตร็จตรัจกระหวัดวง,10,10 syllables — likely shatter/miscount,ทองกรเพชรเตร็จตรัจกระหวัดวง,,,
ตามจริตศักราชพระศาสนา,10,10 syllables — likely shatter/miscount,ตามจริตศักราชพระศาสนา,,,
อร่ามเรืองเครื่องสำหรับประดับประดา,10,10 syllables — likely shatter/miscount,อร่ามเรืองเครื่องสำหรับประดับประดา,,,
พระชลนาแนวนองจะร้องทัก,9,word straddles a beat boundary,พระชลนา | แนวนอง | จะร้องทัก,,,
ฝ่ายโฉมยงนงลักษณ์อัคเรศ,9,word straddles a beat boundary,ฝ่ายโฉมยง | นงลักษณ์อัค | เรศ,,,
