wak,syllables,flag,guess,a,b,c
ให้แค้นใจสังฆราชไม่ปรารถนา,10,10 syllables — likely shatter/miscount,ให้แค้นใจสังฆราชไม่ปรารถนา,,,
ค่อยล่องลอยรีบไปทอดจอดข้างเหนือ,10,10 syllables — likely shatter/miscount,ค่อยล่องลอยรีบไปทอดจอดข้างเหนือ,,,
เดินไปเหนือด่านท่าชายสาคร,9,word straddles a beat boundary,เดินไปเหนือ | ด่านท่า | ชายสาคร,,,
จะปรารถนาบุษบงอนงค์นาง,10,10 syllables — likely shatter/miscount,จะปรารถนาบุษบงอนงค์นาง,,,
พร้อมกันหมดโดยทำนองประคองสงวน,10,10 syllables — likely shatter/miscount,พร้อมกันหมดโดยทำนองประคองสงวน,,,
ได้เจ็บใจแล้วไม่กลัวถึงตัวตาย,10,10 syllables — likely shatter/miscount,ได้เจ็บใจแล้วไม่กลัวถึงตัวตาย,,,
แต่เขาก่อแล้วต้องสานเป็นการแม่น,9,4-syllable word not at วรรค edge,แต่เขาก่อแล้วต้องสานเป็นการแม่น,,,
จะตอบแทนกว่าจะสิ้นดินกระสุน,10,10 syllables — likely shatter/miscount,จะตอบแทนกว่าจะสิ้นดินกระสุน,,,
ถึงเป็นหญิงสิ่งซึ่งกลศึก,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ถึงเป็นหญิง | สิ่งซึ่ง | กลศึก,,,
มิให้ข้องเคืองขัดหัทยา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มิให้ข้อง | เคืองขัด | หัทยา,,,
ตามระบอบในตำราภาษาสยาม,10,10 syllables — likely shatter/miscount,ตามระบอบในตำราภาษาสยาม,,,
จะมีผู้อุปถัมภ์ช่วยค้ำชู,9,4-syllable word not at วรรค edge,จะมีผู้อุปถัมภ์ช่วยค้ำชู,,,
ได้ฝึกสอนให้ชำนาญการณรงค์,10,10 syllables — likely shatter/miscount,ได้ฝึกสอนให้ชำนาญการณรงค์,,,
ให้อาวรณ์แค้นคั่งมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้อาวรณ์ | แค้นคั่ง | มังคลา,,,
บาทหลวงว่ากูไม่กลัวช่างหัวมัน,10,10 syllables — likely shatter/miscount,บาทหลวงว่ากูไม่กลัวช่างหัวมัน,,,
ยัดเป็นพื้นตามสบายไม่วายถวิล,10,10 syllables — likely shatter/miscount,ยัดเป็นพื้นตามสบายไม่วายถวิล,,,
แกสั่งเสร็จกลับเข้าไปที่ในห้อง,10,10 syllables — likely shatter/miscount,แกสั่งเสร็จกลับเข้าไปที่ในห้อง,,,
แล้วคำนับเชิญขึ้นไปดั่งใจถวิล,10,10 syllables — likely shatter/miscount,แล้วคำนับเชิญขึ้นไปดั่งใจถวิล,,,
ไปแผ้วกวาดจัดไว้ที่ในสวน,10,10 syllables — likely shatter/miscount,ไปแผ้วกวาดจัดไว้ที่ในสวน,,,
แล้วตรองตรึกการณรงค์จะสงคราม,10,10 syllables — likely shatter/miscount,แล้วตรองตรึกการณรงค์จะสงคราม,,,
อย่าให้ขาดแห่ไปพักตำหนักสวน,11,11 syllables — likely shatter/miscount,อย่าให้ขาดแห่ไปพักตำหนักสวน,,,
บาทหลวงเอนกายอิงแล้วนิ่งตรอง,9,word straddles a beat boundary,บาทหลวงเอนกาย | อิง | แล้วนิ่งตรอง,,,
ภาณุมาศแย้มเยี่ยมเห่ลียมไศล,10,10 syllables — likely shatter/miscount,ภาณุมาศแย้มเยี่ยมเห่ลียมไศล,,,
กระเหว่าแว่วร้องจำเรียงเสียงประสาน,10,10 syllables — likely shatter/miscount,กระเหว่าแว่วร้องจำเรียงเสียงประสาน,,,
พระสุริย์แสงแจ้งจำรัสชัชวาล,10,10 syllables — likely shatter/miscount,พระสุริย์แสงแจ้งจำรัสชัชวาล,,,
ก็ยุรยาตรนาดกรายรีบผายผัน,9,word straddles a beat boundary,ก็ยุรยาตร | นาดกราย | รีบผายผัน,,,
ในสวนขวัญให้ขึ้นพักตำหนักทอง,11,11 syllables — likely shatter/miscount,ในสวนขวัญให้ขึ้นพักตำหนักทอง,,,
พูดเอาใจจะให้ชิดสนิทสนอง,10,10 syllables — likely shatter/miscount,พูดเอาใจจะให้ชิดสนิทสนอง,,,
มันพูดจาน่าฟังเห็นยั่งยืน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มันพูดจา | น่าฟัง | เห็นยั่งยืน,,,
พระมังคลาว่าเจ้าคุณการุญสนอง,10,10 syllables — likely shatter/miscount,พระมังคลาว่าเจ้าคุณการุญสนอง,,,
อ้ายแขกยกมาคั่งคับสลับสลอน,10,10 syllables — likely shatter/miscount,อ้ายแขกยกมาคั่งคับสลับสลอน,,,
ได้ปรึกษาการณรงค์ข้างสงคราม,10,10 syllables — likely shatter/miscount,ได้ปรึกษาการณรงค์ข้างสงคราม,,,
แล้วจึ่งว่าสุริยนจะสนธยา,10,10 syllables — likely shatter/miscount,แล้วจึ่งว่าสุริยนจะสนธยา,,,
ว่าสมความไหมเจ้าคุณการุญสนอง,10,10 syllables — likely shatter/miscount,ว่าสมความไหมเจ้าคุณการุญสนอง,,,
แม้นได้สมปรารถนาเองอย่ากลัว,11,11 syllables — likely shatter/miscount,แม้นได้สมปรารถนาเองอย่ากลัว,,,
การทั้งปวงจะให้สมอารมณ์ประสงค์,10,10 syllables — likely shatter/miscount,การทั้งปวงจะให้สมอารมณ์ประสงค์,,,
พยายามหมายล้างมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พยายาม | หมายล้าง | มังคลา,,,
ให้ร้อนรุ่มกลุ้มกลัดอัดอุรา,10,10 syllables — likely shatter/miscount,ให้ร้อนรุ่มกลุ้มกลัดอัดอุรา,,,
แค้นสังฆราชในพระทัยดังไฟโหม,10,10 syllables — likely shatter/miscount,แค้นสังฆราชในพระทัยดังไฟโหม,,,
มันพร้อมเพรียงจะเข้ากลุ้มตะลุมบอน,10,10 syllables — likely shatter/miscount,มันพร้อมเพรียงจะเข้ากลุ้มตะลุมบอน,,,
ที่ข้อนั้นพร้อมกันทั่วอย่ากลัวเกรง,10,10 syllables — likely shatter/miscount,ที่ข้อนั้นพร้อมกันทั่วอย่ากลัวเกรง,,,
พระทรงฟังสังรเสริญแสนฉลาด,11,11 syllables — likely shatter/miscount,พระทรงฟังสังรเสริญแสนฉลาด,,,
สมเป็นปราชญ์ฟังเพราะล้วนเหมาะเหมง,10,10 syllables — likely shatter/miscount,สมเป็นปราชญ์ฟังเพราะล้วนเหมาะเหมง,,,
จะขวนขวายต่อติดสนิทสนอม,9,word straddles a beat boundary,จะขวนขวาย | ต่อติดสนิท | สนอม,,,
พระมังคลาว่าจริงเหมือนท้าวตรัส,9,word straddles a beat boundary,พระมังคลา | ว่าจริงเหมือน | ท้าวตรัส,,,
แกเสียสัตย์ดูหน้าเหมือนบ้าหลัง,9,word straddles a beat boundary,แกเสียสัตย์ | ดูหน้าเหมือน | บ้าหลัง,,,
แล้วตรัสสั่งสนทนากับอาจารย์,9,4-syllable word not at วรรค edge,แล้วตรัสสั่งสนทนากับอาจารย์,,,
คงสำเร็จโดยประสงค์จำนงเหมือน,10,10 syllables — likely shatter/miscount,คงสำเร็จโดยประสงค์จำนงเหมือน,,,
เชิญภูวไนยโปรดให้สมอารมณ์ประสงค์,11,11 syllables — likely shatter/miscount,เชิญภูวไนยโปรดให้สมอารมณ์ประสงค์,,,
ครั้นทราบเสร็จมันมาตั้งสังรเสริญ,11,11 syllables — likely shatter/miscount,ครั้นทราบเสร็จมันมาตั้งสังรเสริญ,,,
เหมือนญาติกานับเนื้อดั่งเชื้อวงศ์,10,10 syllables — likely shatter/miscount,เหมือนญาติกานับเนื้อดั่งเชื้อวงศ์,,,
ไม่เดียดฉันท์รักกันเหมือนญาติวงศ์,9,word straddles a beat boundary,ไม่เดียดฉันท์ | รักกันเหมือน | ญาติวงศ์,,,
ไม่เกี่ยงงอนซื่อตรงเหมือนวงศา,9,word straddles a beat boundary,ไม่เกี่ยงงอน | ซื่อตรงเหมือน | วงศา,,,
กูไม่กลัวบุญญาบารมี,9,word straddles a beat boundary,กูไม่กลัว | บุญญาบารมี,,,
ฝ่ายท่านครูผู้ประสิทธิ์ฤทธิเวท,10,10 syllables — likely shatter/miscount,ฝ่ายท่านครูผู้ประสิทธิ์ฤทธิเวท,,,
เรามั่นไว้มันอยู่เรือเหมือนเสือขัง,10,10 syllables — likely shatter/miscount,เรามั่นไว้มันอยู่เรือเหมือนเสือขัง,,,
ออกมาจูบเล่นเป็นสุขสนุกสนาน,10,10 syllables — likely shatter/miscount,ออกมาจูบเล่นเป็นสุขสนุกสนาน,,,
การจะชิงนางในเหมือนใจหมาย,9,word straddles a beat boundary,การจะชิง | นางในเหมือน | ใจหมาย,,,
จำต้องแก้ไขให้มันคลาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จำต้องแก้ | ไขให้ | มันคลาย,,,
แกหยิบยาที่ประสมให้ดมไป,10,10 syllables — likely shatter/miscount,แกหยิบยาที่ประสมให้ดมไป,,,
คงจะเหมือนถ้อยคำท่านทำนาย,9,word straddles a beat boundary,คงจะเหมือน | ถ้อยคำ | ท่านทำนาย,,,
ถึงศึกใหญ่เราอยู่บกเหมือนนกบิน,10,10 syllables — likely shatter/miscount,ถึงศึกใหญ่เราอยู่บกเหมือนนกบิน,,,
กองให้หนากว่ากำแพงสักสี่เท่า,10,10 syllables — likely shatter/miscount,กองให้หนากว่ากำแพงสักสี่เท่า,,,
มาคั่งคับในวารินกระสินธุ์สาย,10,10 syllables — likely shatter/miscount,มาคั่งคับในวารินกระสินธุ์สาย,,,
ทั้งใต้เหนือจะได้ดูรู้สำคัญ,10,10 syllables — likely shatter/miscount,ทั้งใต้เหนือจะได้ดูรู้สำคัญ,,,
เอาเหตุการณ์บอกพระยาท่ากระสินธุ์,10,10 syllables — likely shatter/miscount,เอาเหตุการณ์บอกพระยาท่ากระสินธุ์,,,
ตรัสประภาษเกิดศึกเหมือนนึกหวัง,9,word straddles a beat boundary,ตรัสประภาษ | เกิดศึกเหมือน | นึกหวัง,,,
พลดาบดาบสายสะพายแล่ง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลดาบดาบ | สายสะ | พายแล่ง,,,
พลหอกหอกแซงเคียงสลอน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลหอกหอก | แซงเคียง | สลอน,,,
พลง้าวง้าวรายล้วนปลายงอน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลง้าวง้าว | รายล้วน | ปลายงอน,,,
พลโล่ถือโล่มือกุมดาบ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลโล่ถือ | โล่มือ | กุมดาบ,,,
เป็นใบแพลงพลิ้วพลิกนกจิกพลอย,10,10 syllables — likely shatter/miscount,เป็นใบแพลงพลิ้วพลิกนกจิกพลอย,,,
บุษบกกระจกบังฝังสายลั่น,10,10 syllables — likely shatter/miscount,บุษบกกระจกบังฝังสายลั่น,,,
พระทรงนั่งอลังกตบนรถแก้ว,10,10 syllables — likely shatter/miscount,พระทรงนั่งอลังกตบนรถแก้ว,,,
เอาปืนใหญ่ไว้ตรงกลางรางชนวน,10,10 syllables — likely shatter/miscount,เอาปืนใหญ่ไว้ตรงกลางรางชนวน,,,
เชิญเสด็จไปพลับพลาริมสาชล,10,10 syllables — likely shatter/miscount,เชิญเสด็จไปพลับพลาริมสาชล,,,
พราหมณ์สุทัตจัดพหลพลไกร,8,word straddles a beat boundary,พราหมณ์สุทัต | จัดพหล | พลไกร,,,
