wak,syllables,flag,guess,a,b,c
ขอกล่าวกลับจับเรื่องสังฆราช,9,word straddles a beat boundary,ขอกล่าวกลับ | จับเรื่อง | สังฆราช,,,
ไม่เห็นแสงตะวันเดือนเหมือนกลางคืน,10,10 syllables — likely shatter/miscount,ไม่เห็นแสงตะวันเดือนเหมือนกลางคืน,,,
เป็นเงาช่วงร่วงดำเหมือนน้ำนิล,9,word straddles a beat boundary,เป็นเงาช่วง | ร่วงดำเหมือน | น้ำนิล,,,
สักครู่หนึ่งเสียงก้องเหมือนกลองศึก,9,word straddles a beat boundary,สักครู่หนึ่ง | เสียงก้องเหมือน | กลองศึก,,,
แล้วสีเหมือนอย่างรุ้งพุ่งลงมา,10,10 syllables — likely shatter/miscount,แล้วสีเหมือนอย่างรุ้งพุ่งลงมา,,,
เป็นแว่นแคว้นที่สำนักยักขินี,10,10 syllables — likely shatter/miscount,เป็นแว่นแคว้นที่สำนักยักขินี,,,
ให้ทราบเหตุเสียคนรจนาอ่อนหู,10,10 syllables — likely shatter/miscount,ให้ทราบเหตุเสียคนรจนาอ่อนหู,,,
อันอยู่ที่เกาะกาวินกระสินธุ์ใส,10,10 syllables — likely shatter/miscount,อันอยู่ที่เกาะกาวินกระสินธุ์ใส,,,
พวกแขกว่าข้าเจ้ามาค้าขาย,9,word straddles a beat boundary,พวกแขกว่า | ข้าเจ้า | มาค้าขาย,,,
เราขอบใจแล้วจะเพียรเรียนวิชา,10,10 syllables — likely shatter/miscount,เราขอบใจแล้วจะเพียรเรียนวิชา,,,
ไปพากันเข้ามานี่แม้นดีเหมือน,10,10 syllables — likely shatter/miscount,ไปพากันเข้ามานี่แม้นดีเหมือน,,,
ให้ได้เหมือนถ้อยคำเจ้ารำพัน,9,word straddles a beat boundary,ให้ได้เหมือน | ถ้อยคำ | เจ้ารำพัน,,,
ดูกิริยาเห็นวิเศษข้างเวทมนตร์,10,10 syllables — likely shatter/miscount,ดูกิริยาเห็นวิเศษข้างเวทมนตร์,,,
เรียกให้นั่งแล้วจึ่งถามด้วยความฉงน,10,10 syllables — likely shatter/miscount,เรียกให้นั่งแล้วจึ่งถามด้วยความฉงน,,,
จะกลับหลังยังนครก็อ่อนใจ,10,10 syllables — likely shatter/miscount,จะกลับหลังยังนครก็อ่อนใจ,,,
ฝรั่งใหญ่มุระหงิดอดิศร,11,11 syllables — likely shatter/miscount,ฝรั่งใหญ่มุระหงิดอดิศร,,,
ให้ราษฎรเฝ้าแหนแสนสบาย,9,word straddles a beat boundary,ให้ราษฎร | เฝ้าแหน | แสนสบาย,,,
ไม่เคืองเข็ญเป็นสุขสนุกสบาย,9,word straddles a beat boundary,ไม่เคืองเข็ญ | เป็นสุขสนุก | สบาย,,,
บาทหลวงจึ่งหยิบจินดาราคามาก,10,10 syllables — likely shatter/miscount,บาทหลวงจึ่งหยิบจินดาราคามาก,,,
ไม่ลืมคุณแม่นมั่นเหมือนสัญญา,9,word straddles a beat boundary,ไม่ลืมคุณ | แม่นมั่นเหมือน | สัญญา,,,
ถึงบ้านถิ่นสิ้นกังขาพะว้าพะวัง,10,10 syllables — likely shatter/miscount,ถึงบ้านถิ่นสิ้นกังขาพะว้าพะวัง,,,
ทั้งเทวดารูปคนจนสตรี,9,word straddles a beat boundary,ทั้งเทวดา | รูปคน | จนสตรี,,,
แล้วก้มลงคำนับเหมือนกราบกราน,9,word straddles a beat boundary,แล้วก้มลง | คำนับเหมือน | กราบกราน,,,
บาทหลวงฟังสังรเสริญเจริญยศ,11,11 syllables — likely shatter/miscount,บาทหลวงฟังสังรเสริญเจริญยศ,,,
แต่หนักใจโตยิ่งกว่าสิงขร,8,word straddles a beat boundary,แต่หนักใจ | โตยิ่งกว่า | สิงขร,,,
แล้วก็กลับจากนิเวศน์ขอบเขตขัณฑ์,10,10 syllables — likely shatter/miscount,แล้วก็กลับจากนิเวศน์ขอบเขตขัณฑ์,,,
พระเป็นเจ้าจะมารับที่บาปกรรม,10,10 syllables — likely shatter/miscount,พระเป็นเจ้าจะมารับที่บาปกรรม,,,
จะทรมานเอาไว้ใช้ทั้งไพร่พล,10,10 syllables — likely shatter/miscount,จะทรมานเอาไว้ใช้ทั้งไพร่พล,,,
จงกลับใจเสียให้ดีจะมีคุณ,10,10 syllables — likely shatter/miscount,จงกลับใจเสียให้ดีจะมีคุณ,,,
ไม่ช้านานจะมารับซึ่งบาปกรรม,10,10 syllables — likely shatter/miscount,ไม่ช้านานจะมารับซึ่งบาปกรรม,,,
แล้วจะนำไปสวรรค์ถึงชั้นบน,10,10 syllables — likely shatter/miscount,แล้วจะนำไปสวรรค์ถึงชั้นบน,,,
เหมือนถ้อยคำเราแสดงแจ้งยุบล,10,10 syllables — likely shatter/miscount,เหมือนถ้อยคำเราแสดงแจ้งยุบล,,,
ไม่ช้าทีคงจะเห็นดั่งเจรจา,10,10 syllables — likely shatter/miscount,ไม่ช้าทีคงจะเห็นดั่งเจรจา,,,
แม้นเหมือนว่าแล้วเจ้าคุณฉันอุ่นใจ,10,10 syllables — likely shatter/miscount,แม้นเหมือนว่าแล้วเจ้าคุณฉันอุ่นใจ,,,
คงประจักษ์เหมือนเราแจ้งแถลงไข,10,10 syllables — likely shatter/miscount,คงประจักษ์เหมือนเราแจ้งแถลงไข,,,
ฝ่ายท้าวไทได้ฟังสังรเสริญ,10,10 syllables — likely shatter/miscount,ฝ่ายท้าวไทได้ฟังสังรเสริญ,,,
แล้วจึงเชิญให้ไปพักตำหนักสวน,11,11 syllables — likely shatter/miscount,แล้วจึงเชิญให้ไปพักตำหนักสวน,,,
ความคิดกูรู้ทำเหมือนน้ำตาล,9,word straddles a beat boundary,ความคิดกู | รู้ทำเหมือน | น้ำตาล,,,
เอาแต่การที่จะใช้เหมือนควายวัว,10,10 syllables — likely shatter/miscount,เอาแต่การที่จะใช้เหมือนควายวัว,,,
แล้วเป่าลงตรงหัวหยิบตัวขว้าง,9,word straddles a beat boundary,แล้วเป่าลง | ตรงหัวหยิบ | ตัวขว้าง,,,
ด้วยอำนาจกายสิทธิ์ฤทธิรณ,10,10 syllables — likely shatter/miscount,ด้วยอำนาจกายสิทธิ์ฤทธิรณ,,,
ตัวเรานี้จะมารับซึ่งบาปกรรม,10,10 syllables — likely shatter/miscount,ตัวเรานี้จะมารับซึ่งบาปกรรม,,,
พวกที่กลับใจได้ไม่กระทำ,8,word straddles a beat boundary,พวกที่กลับใจ | ได้ | ไม่กระทำ,,,
เรื่องบาปกรรมทำไว้ที่ในตัว,9,word straddles a beat boundary,เรื่องบาปกรรม | ทำไว้ | ที่ในตัว,,,
มีวิชาพยายามเหมือนตามโคม,10,10 syllables — likely shatter/miscount,มีวิชาพยายามเหมือนตามโคม,,,
พระคุณล้ำเลิศลบภพไตร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระคุณล้ำ | เลิศลบ | ภพไตร,,,
ข้าขอเป็นศิษย์หากว่าจะตาย,8,word straddles a beat boundary,ข้าขอเป็น | ศิษย์หากว่า | จะตาย,,,
บาททลวงว่าจะเอาบุญอย่าวุ่นวาย,10,10 syllables — likely shatter/miscount,บาททลวงว่าจะเอาบุญอย่าวุ่นวาย,,,
จรจรัลกลับเข้าไปในบุรินทร์,11,11 syllables — likely shatter/miscount,จรจรัลกลับเข้าไปในบุรินทร์,,,
