wak,syllables,flag,guess,a,b,c
ล่วงลีลาศตามวารินกระสินธุ์สาย,10,10 syllables — likely shatter/miscount,ล่วงลีลาศตามวารินกระสินธุ์สาย,,,
ในสาชลคลื่นซัดเสียงฉัดฉาน,9,word straddles a beat boundary,ในสาชล | คลื่นซัด | เสียงฉัดฉาน,,,
วิ่งตะโกรงลากขึ้นฝั่งไม่รั้งรอ,10,10 syllables — likely shatter/miscount,วิ่งตะโกรงลากขึ้นฝั่งไม่รั้งรอ,,,
ยักขีนีมันลงมาจับปลาวาฬ,10,10 syllables — likely shatter/miscount,ยักขีนีมันลงมาจับปลาวาฬ,,,
ฝ่ายสุดสาครอาวรณ์หวัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายสุดสา | ครอา | วรณ์หวัง,,,
แล้วไต่ถามตามกลมารยา,9,word straddles a beat boundary,แล้วไต่ถาม | ตามกลมารยา,,,
จึ่งว่าเหวยยักขินีผีตะกลาม,10,10 syllables — likely shatter/miscount,จึ่งว่าเหวยยักขินีผีตะกลาม,,,
กูกินคนในเภตราเสียกว่าพัน,10,10 syllables — likely shatter/miscount,กูกินคนในเภตราเสียกว่าพัน,,,
ฝ่ายอัสดรเผ่นผงาดแล้วฟาดหาง,10,10 syllables — likely shatter/miscount,ฝ่ายอัสดรเผ่นผงาดแล้วฟาดหาง,,,
ไม่เห็นหนสนธยาเหมือนราตรี,10,10 syllables — likely shatter/miscount,ไม่เห็นหนสนธยาเหมือนราตรี,,,
เอาดาบกวัดแกว่งลั่นสนั่นหู,8,word straddles a beat boundary,เอาดาบกวัดแกว่ง | ลั่น | สนั่นหู,,,
ลุกวามวู่เห็นตลอดยอดคิรินทร์,10,10 syllables — likely shatter/miscount,ลุกวามวู่เห็นตลอดยอดคิรินทร์,,,
ขอเป็นข้ากว่าจะตายวายชีวี,10,10 syllables — likely shatter/miscount,ขอเป็นข้ากว่าจะตายวายชีวี,,,
เพราะไม่กลัวบาปใหญ่มาให้ผล,9,word straddles a beat boundary,เพราะไม่กลัว | บาปใหญ่ | มาให้ผล,,,
ให้ทรงธรรม์เคืองขัดหัทยา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้ทรงธรรม์ | เคืองขัด | หัทยา,,,
จะอาสากว่าชีวันจะบรรลัย,10,10 syllables — likely shatter/miscount,จะอาสากว่าชีวันจะบรรลัย,,,
ข้าจะขอแทนพระคุณการุญสนอง,10,10 syllables — likely shatter/miscount,ข้าจะขอแทนพระคุณการุญสนอง,,,
จะขอรองมุลิกากว่าจะตาย,10,10 syllables — likely shatter/miscount,จะขอรองมุลิกากว่าจะตาย,,,
