wak,syllables,flag,guess,a,b,c
จะขอกลับจับความถึงสามทัพ,9,word straddles a beat boundary,จะขอกลับ | จับความ | ถึงสามทัพ,,,
จะรบเร้าเอาให้สมอารมณ์ถวิล,10,10 syllables — likely shatter/miscount,จะรบเร้าเอาให้สมอารมณ์ถวิล,,,
เหมือนทรงศิลป์มาบำราบปราบกุมภัณฑ์,10,10 syllables — likely shatter/miscount,เหมือนทรงศิลป์มาบำราบปราบกุมภัณฑ์,,,
ในสวนขวัญสักเมื่อไรคงได้มา,11,11 syllables — likely shatter/miscount,ในสวนขวัญสักเมื่อไรคงได้มา,,,
ฟังกระทู้เขาจะไปอย่างไรหรือ,10,10 syllables — likely shatter/miscount,ฟังกระทู้เขาจะไปอย่างไรหรือ,,,
เสนากลับมาเรียกพหลทหาร,10,10 syllables — likely shatter/miscount,เสนากลับมาเรียกพหลทหาร,,,
สั่งเสนียกเครื่องเนื่องกันมา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สั่งเสนียก | เครื่องเนื่อง | กันมา,,,
สามกษัตริย์เสวยพลางทางสนทนา,10,10 syllables — likely shatter/miscount,สามกษัตริย์เสวยพลางทางสนทนา,,,
อย่าว่าแต่ท้าวพระยามหากษัตริย์,10,10 syllables — likely shatter/miscount,อย่าว่าแต่ท้าวพระยามหากษัตริย์,,,
ด้วยข้าศึกยังไม่สิ้นเหมือนริ้นไร,10,10 syllables — likely shatter/miscount,ด้วยข้าศึกยังไม่สิ้นเหมือนริ้นไร,,,
ให้อัปราชัยไปไม่ได้หรือ,9,4-syllable word not at วรรค edge,ให้อัปราชัยไปไม่ได้หรือ,,,
ขอรองบาทภูวไนยดั่งในประสงค์,10,10 syllables — likely shatter/miscount,ขอรองบาทภูวไนยดั่งในประสงค์,,,
ลูกอาสากว่าชีวิตจะปลิดปลง,10,10 syllables — likely shatter/miscount,ลูกอาสากว่าชีวิตจะปลิดปลง,,,
อย่าได้ทรงพระวิตกสะทกสะท้าน,10,10 syllables — likely shatter/miscount,อย่าได้ทรงพระวิตกสะทกสะท้าน,,,
มิให้ร้อนถึงอาณาประชาราษฎร์,10,10 syllables — likely shatter/miscount,มิให้ร้อนถึงอาณาประชาราษฎร์,,,
พระทรงฟังสังรเสริญเจริญยศ,11,11 syllables — likely shatter/miscount,พระทรงฟังสังรเสริญเจริญยศ,,,
ฝ่ายนิกรมพรหเมศรู้เหตุสิ้น,10,10 syllables — likely shatter/miscount,ฝ่ายนิกรมพรหเมศรู้เหตุสิ้น,,,
กราบถวายบังคมตามกันสามที,9,4-syllable word not at วรรค edge,กราบถวายบังคมตามกันสามที,,,
เครื่องสักการบัดพลีพลีกรรม,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เครื่องสักการ | บัดพลี | พลีกรรม,,,
