wak,syllables,flag,a,b,c
จะกล่าวถึงพระอภัยมณีนาถ,9,4-syllable word not at วรรค edge,จะกล่าวถึงพระอภัยมณีนาถ,,
จะโดยสารก็ไม่สมอารมณ์คะเน,10,10 syllables — likely shatter/miscount,จะโดยสารก็ไม่สมอารมณ์คะเน,,
เราเกิดมาอาภัพอัปภาคย์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เราเกิดมา,อาภัพ,อัปภาคย์
กุมารว่าข้าจะบวชกับบิตุเรศ,10,10 syllables — likely shatter/miscount,กุมารว่าข้าจะบวชกับบิตุเรศ,,
ประคำซัดสวมมือเหมือนฤๅษี,9,word straddles a beat boundary,ประคำซัด,สวมมือเหมือน,ฤๅษี
พระโยคีขัดสมาธิบนอาสน์รัตน์,10,10 syllables — likely shatter/miscount,พระโยคีขัดสมาธิบนอาสน์รัตน์,,
ฉนวนนั้นกั้นขึ้นมาถึงหน้าพระลาน,10,10 syllables — likely shatter/miscount,ฉนวนนั้นกั้นขึ้นมาถึงหน้าพระลาน,,
ขึ้นจากเรือพระที่นั่งสะพรั่งพร้อม,9,4-syllable word not at วรรค edge,ขึ้นจากเรือพระที่นั่งสะพรั่งพร้อม,,
ไปตามทางหว่างสวนฉนวนกั้น,10,10 syllables — likely shatter/miscount,ไปตามทางหว่างสวนฉนวนกั้น,,
อันพวงผลผลาสารพัด,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",อันพวงผล,ผลาสารพัด,
นั่นกุมารสินสมุทรบุตรพระอภัย,10,10 syllables — likely shatter/miscount,นั่นกุมารสินสมุทรบุตรพระอภัย,,
พาโฉมยงองค์ราชธิดา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พาโฉมยง,องค์ราช,ธิดา
จะคืนนครก็ไม่ได้ดังใจหมาย,10,10 syllables — likely shatter/miscount,จะคืนนครก็ไม่ได้ดังใจหมาย,,
ผ่านสมบัติรัตนามหาสถาน,10,10 syllables — likely shatter/miscount,ผ่านสมบัติรัตนามหาสถาน,,
ชวนพูดเล่นเจรจาประสาสบาย,10,10 syllables — likely shatter/miscount,ชวนพูดเล่นเจรจาประสาสบาย,,
พอนางผีเสื้อสมุทรมาฉุดลาก,9,4-syllable word not at วรรค edge,พอนางผีเสื้อสมุทรมาฉุดลาก,,
ทั้งพวกเหล่าสาวสุรางค์นางชาววัง,10,10 syllables — likely shatter/miscount,ทั้งพวกเหล่าสาวสุรางค์นางชาววัง,,
กลัวทรงยศจะบรรทมไม่สมประดี,11,11 syllables — likely shatter/miscount,กลัวทรงยศจะบรรทมไม่สมประดี,,
เหมือนที่องค์พระธิดาสารพัน,10,10 syllables — likely shatter/miscount,เหมือนที่องค์พระธิดาสารพัน,,
องค์ท่านท้าวสาวสุรางค์ต่างหัวร่อ,11,11 syllables — likely shatter/miscount,องค์ท่านท้าวสาวสุรางค์ต่างหัวร่อ,,
มีอยู่ครบเครื่องกษัตริย์จะจัดถวาย,10,10 syllables — likely shatter/miscount,มีอยู่ครบเครื่องกษัตริย์จะจัดถวาย,,
เห็นสองกษัตริย์ไสยาสน์ไม่หวาดไหว,9,word straddles a beat boundary,เห็นสองกษัตริย์,ไสยาสน์,ไม่หวาดไหว
หวังสวาทว่าจะโลมนางโฉมฉาย,10,10 syllables — likely shatter/miscount,หวังสวาทว่าจะโลมนางโฉมฉาย,,
