wak,syllables,flag,a,b,c
วลายุดาวายุพัฒน์กษัตริย์สี่,10,10 syllables — likely shatter/miscount,วลายุดาวายุพัฒน์กษัตริย์สี่,,
เป็นทัพหลวงเร่งพหลพลรบ,8,word straddles a beat boundary,เป็นทัพหลวง,เร่งพหล,พลรบ
หัสกันเดินตรวจทุกหมวดกอง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัสกันเดิน,ตรวจทุก,หมวดกอง
ไม่รั้งรอรบรับสลับสลอน,9,word straddles a beat boundary,ไม่รั้งรอ,รบรับสลับ,สลอน
กับวายุพัฒน์ราชบุตรวุฒิไกร,10,10 syllables — likely shatter/miscount,กับวายุพัฒน์ราชบุตรวุฒิไกร,,
คนสกปรกตีต้อนให้อ่อนหู,9,word straddles a beat boundary,คนสกปรก,ตีต้อน,ให้อ่อนหู
มึงเป็นคนทุจริตเหมือนพิษงู,10,10 syllables — likely shatter/miscount,มึงเป็นคนทุจริตเหมือนพิษงู,,
กระนั้นหรือพระอาจารย์ชาญฉลาด,10,10 syllables — likely shatter/miscount,กระนั้นหรือพระอาจารย์ชาญฉลาด,,
เอ็งอย่ากลัวเอาสิหวาดาประดัง,10,10 syllables — likely shatter/miscount,เอ็งอย่ากลัวเอาสิหวาดาประดัง,,
ทำเดินวนเหมือนจะล่าเอายาโรย,10,10 syllables — likely shatter/miscount,ทำเดินวนเหมือนจะล่าเอายาโรย,,
พอสุริยนสนธยาลงสายัณห์,10,10 syllables — likely shatter/miscount,พอสุริยนสนธยาลงสายัณห์,,
รายรักษานั่งยามเหมือนตามเดิม,9,word straddles a beat boundary,รายรักษา,นั่งยามเหมือน,ตามเดิม
อย่าวางใจศัตรูเหมือนงูพิษ,9,word straddles a beat boundary,อย่าวางใจ,ศัตรูเหมือน,งูพิษ
พลางพลิกดูในฉบับตำหรับตำรา,10,10 syllables — likely shatter/miscount,พลางพลิกดูในฉบับตำหรับตำรา,,
จนศาสนาอับปางเสียอย่างเยี่ยง,9,word straddles a beat boundary,จนศาสนา,อับปาง,เสียอย่างเยี่ยง
จะขอสู้กว่าชีวิตจะปลิดปลง,10,10 syllables — likely shatter/miscount,จะขอสู้กว่าชีวิตจะปลิดปลง,,
เอาให้คงคืนมาเหมือนวาจัง,9,word straddles a beat boundary,เอาให้คง,คืนมาเหมือน,วาจัง
เรียนตำหรับตำราเหมือนวาจัง,9,word straddles a beat boundary,เรียนตำหรับ,ตำราเหมือน,วาจัง
อุปเท่ห์หมื่นแสนในแผ่นเขียน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อุปเท่ห์หมื่น,แสนใน,แผ่นเขียน
เป็นลูกศิษย์ซื่อตรงเหมือนวงศา,9,word straddles a beat boundary,เป็นลูกศิษย์,ซื่อตรงเหมือน,วงศา
แต่พอกลับลืมสิ้นดิ้นไม่ไหว,9,word straddles a beat boundary,แต่พอกลับ,ลืมสิ้น,ดิ้นไม่ไหว
เหมือนเอาแก้วออกมาล่อผูกคอหมา,10,10 syllables — likely shatter/miscount,เหมือนเอาแก้วออกมาล่อผูกคอหมา,,
ได้ท่าทางตีระดมเหมือนลมหวน,10,10 syllables — likely shatter/miscount,ได้ท่าทางตีระดมเหมือนลมหวน,,
ออกต้านทานคอยรับเหมือนทัพผี,9,word straddles a beat boundary,ออกต้านทาน,คอยรับเหมือน,ทัพผี
ฝ่ายพระองค์ผู้ดำรงรมจักร,8,word straddles a beat boundary,ฝ่ายพระองค์,ผู้ดำรง,รมจักร
จะกำเริบเติบใหญ่เหมือนไฟติด,9,word straddles a beat boundary,จะกำเริบ,เติบใหญ่เหมือน,ไฟติด
อันตัวอาครานี้เหมือนผีบิด,9,word straddles a beat boundary,อันตัวอา,ครานี้เหมือน,ผีบิด
แต่ขับเคี่ยวการณรงค์ทำสงคราม,10,10 syllables — likely shatter/miscount,แต่ขับเคี่ยวการณรงค์ทำสงคราม,,
เห็นจะได้สมประสงค์เหมือนทรงตรอง,10,10 syllables — likely shatter/miscount,เห็นจะได้สมประสงค์เหมือนทรงตรอง,,
เห็นรุบหรู่ยังไม่ชัดถนัดดวง,10,10 syllables — likely shatter/miscount,เห็นรุบหรู่ยังไม่ชัดถนัดดวง,,
พระจึ่งหยิบปี่แก้วอันแพรวพร้อย,9,word straddles a beat boundary,พระจึ่งหยิบ,ปี่แก้ว,อันแพรวพร้อย
ทศทิศที่ในเขตประเทศสถาน,10,10 syllables — likely shatter/miscount,ทศทิศที่ในเขตประเทศสถาน,,
แล้วแกวิ่งพากันกลับทั้งทัพชัย,10,10 syllables — likely shatter/miscount,แล้วแกวิ่งพากันกลับทั้งทัพชัย,,
ครั้นภาณุมาศส่องสว่างทางสวรรค์,10,10 syllables — likely shatter/miscount,ครั้นภาณุมาศส่องสว่างทางสวรรค์,,
ชวนพระนุชบุษบงสรงกระสินธุ์,10,10 syllables — likely shatter/miscount,ชวนพระนุชบุษบงสรงกระสินธุ์,,
น้ำกุหลาบซาบกระเซ็นเย็นทั้งองค์,10,10 syllables — likely shatter/miscount,น้ำกุหลาบซาบกระเซ็นเย็นทั้งองค์,,
มาหยุดพักแล้วจะไปในวิถี,10,10 syllables — likely shatter/miscount,มาหยุดพักแล้วจะไปในวิถี,,
แล้วจะกลับไปบุรีตีเอาเมือง,11,11 syllables — likely shatter/miscount,แล้วจะกลับไปบุรีตีเอาเมือง,,
แต่อย่าให้อื้ออึงเหมือนหนึ่งเคย,9,word straddles a beat boundary,แต่อย่าให้,อื้ออึงเหมือน,หนึ่งเคย
จงรีบเลยไปแต่ดึกเหมือนตรึกตรา,10,10 syllables — likely shatter/miscount,จงรีบเลยไปแต่ดึกเหมือนตรึกตรา,,
วันนี้เราก็จะกลับกองทัพไป,10,10 syllables — likely shatter/miscount,วันนี้เราก็จะกลับกองทัพไป,,
ถนอมชักชวนชิดสนิทถนอม,9,word straddles a beat boundary,ถนอมชัก,ชวนชิดสนิท,ถนอม
เหมือนแมลงผึ้งคลึงเกสรเฝ้าวอนตอม,11,11 syllables — likely shatter/miscount,เหมือนแมลงผึ้งคลึงเกสรเฝ้าวอนตอม,,
เมขลาโยนแก้วแววสว่าง,8,word straddles a beat boundary,เมขลาโยนแก้ว,แวว,สว่าง
ไม่ห่างอาสน์เฝ้ากระชิดสนิทสนอง,11,11 syllables — likely shatter/miscount,ไม่ห่างอาสน์เฝ้ากระชิดสนิทสนอง,,
ลมก็ส่งตรงมาเหมือนม้าห้อ,9,word straddles a beat boundary,ลมก็ส่ง,ตรงมาเหมือน,ม้าห้อ
แสนสำราญทั้งพหลพลไกร,8,word straddles a beat boundary,แสนสำราญ,ทั้งพหล,พลไกร
กลับไปเมืองโรมวิสัยคิดใคร่ครวญ,10,10 syllables — likely shatter/miscount,กลับไปเมืองโรมวิสัยคิดใคร่ครวญ,,
ว่ามังคลาพาพหลพลไกร,8,word straddles a beat boundary,ว่ามังคลา,พาพหล,พลไกร
พอใช้ใบเกิดพายุระบุระบัด,10,10 syllables — likely shatter/miscount,พอใช้ใบเกิดพายุระบุระบัด,,
กำปั่นซัดไปข้างใต้หรือฝ่ายเหนือ,10,10 syllables — likely shatter/miscount,กำปั่นซัดไปข้างใต้หรือฝ่ายเหนือ,,
ปล่อยให้ทำผิดฉบับตำหรับตำรา,10,10 syllables — likely shatter/miscount,ปล่อยให้ทำผิดฉบับตำหรับตำรา,,
ให้ชักเพลาติดรอกออกไสว,9,word straddles a beat boundary,ให้ชักเพลา,ติดรอก,ออกไสว
แลสล้างมิใช่น้อยกว่าร้อยพัน,9,word straddles a beat boundary,แลสล้าง,มิใช่น้อยกว่า,ร้อยพัน
ได้ข้าวกลอยเป็นเสบียงเลี้ยงพลขันธ์,10,10 syllables — likely shatter/miscount,ได้ข้าวกลอยเป็นเสบียงเลี้ยงพลขันธ์,,
ค่อยย่องเดินมิให้ดังระวังระไว,10,10 syllables — likely shatter/miscount,ค่อยย่องเดินมิให้ดังระวังระไว,,
เพราะไม่สมปรารถนาพยายาม,10,10 syllables — likely shatter/miscount,เพราะไม่สมปรารถนาพยายาม,,
มันกลับยาวไปเสียได้อย่างไรหนา,10,10 syllables — likely shatter/miscount,มันกลับยาวไปเสียได้อย่างไรหนา,,
ไม่รู้สิ้นเหมือนฉบับตำหรับตำรา,11,11 syllables — likely shatter/miscount,ไม่รู้สิ้นเหมือนฉบับตำหรับตำรา,,
แต่งแต่ทัพบกไว้เหมือนใจถวิล,10,10 syllables — likely shatter/miscount,แต่งแต่ทัพบกไว้เหมือนใจถวิล,,
พร้อมกันสิ้นโอรสยศยง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พร้อมกันสิ้น,โอรส,ยศยง
ขึ้นรถแก้วแววสว่างกระจ่างกระจก,11,11 syllables — likely shatter/miscount,ขึ้นรถแก้วแววสว่างกระจ่างกระจก,,
จะพรรณาไปก็รู้อยู่ด้วยกัน,10,10 syllables — likely shatter/miscount,จะพรรณาไปก็รู้อยู่ด้วยกัน,,
ทั่วขอบขัณฑเสมาประชาชน,9,word straddles a beat boundary,ทั่วขอบขัณฑ,เสมา,ประชาชน
คงจะแย่งเอาให้สมที่ปรารถนา,10,10 syllables — likely shatter/miscount,คงจะแย่งเอาให้สมที่ปรารถนา,,
ถ้าพบปะแล้วไม่ละอ้ายทรยศ,10,10 syllables — likely shatter/miscount,ถ้าพบปะแล้วไม่ละอ้ายทรยศ,,
แต่หน้านั้นแดงเขียวเหมือนเสี้ยวกาง,9,word straddles a beat boundary,แต่หน้านั้น,แดงเขียวเหมือน,เสี้ยวกาง
ฝูงปลาวาฬฉุดลากกระชากหาง,10,10 syllables — likely shatter/miscount,ฝูงปลาวาฬฉุดลากกระชากหาง,,
จำจะชักชวนมันไปดั่งใจถวิล,10,10 syllables — likely shatter/miscount,จำจะชักชวนมันไปดั่งใจถวิล,,
ท่านอย่าปรารมภ๊ไปในสิงหล,10,10 syllables — likely shatter/miscount,ท่านอย่าปรารมภ๊ไปในสิงหล,,
ตรงเข้าตีทำศึกเหมือนนึกหมาย,9,word straddles a beat boundary,ตรงเข้าตี,ทำศึกเหมือน,นึกหมาย
เพราะมันทำทุจริตอิศโร,8,word straddles a beat boundary,เพราะมันทำ,ทุจริต,อิศโร
เอาให้โซอยู่กับที่เหมือนตีงู,10,10 syllables — likely shatter/miscount,เอาให้โซอยู่กับที่เหมือนตีงู,,
มันไม่กลัวบาปกรรมอีซำสาม,10,10 syllables — likely shatter/miscount,มันไม่กลัวบาปกรรมอีซำสาม,,
อ้ายนี่ก็เหมือนแม่เฒ่าเหล่าตะกลาม,10,10 syllables — likely shatter/miscount,อ้ายนี่ก็เหมือนแม่เฒ่าเหล่าตะกลาม,,
บาทหลวงกลัวตัวสั่นหันเข้าห้อง,9,word straddles a beat boundary,บาทหลวงกลัว,ตัวสั่น,หันเข้าห้อง
กินอาหารก็ไม่ได้สวายสวิง,10,10 syllables — likely shatter/miscount,กินอาหารก็ไม่ได้สวายสวิง,,
ขอให้สมปรารถนาที่ข้าบน,10,10 syllables — likely shatter/miscount,ขอให้สมปรารถนาที่ข้าบน,,
มเหสีที่เอกภิเษกศักดิ์,9,word straddles a beat boundary,มเหสี,ที่เอกภิเษก,ศักดิ์
นางที่สี่บุษบาสุดากนิษฐ์,10,10 syllables — likely shatter/miscount,นางที่สี่บุษบาสุดากนิษฐ์,,
