wak,syllables,flag,guess,a,b,c
มาพร้อมในกระแสสินธุ์ทุกถิ่นฐาน,10,10 syllables — likely shatter/miscount,มาพร้อมในกระแสสินธุ์ทุกถิ่นฐาน,,,
คงสมเจตนาเตียนที่เสี้ยนหนาม,9,word straddles a beat boundary,คงสมเจตนา | เตียน | ที่เสี้ยนหนาม,,,
เรียกว่าพระบุษบงอนงค์สนม,10,10 syllables — likely shatter/miscount,เรียกว่าพระบุษบงอนงค์สนม,,,
โดยจำนงนึกหมายเหมือนรายฝัน,9,word straddles a beat boundary,โดยจำนง | นึกหมายเหมือน | รายฝัน,,,
อีกสองวันคงได้เห็นดั่งเจรจา,10,10 syllables — likely shatter/miscount,อีกสองวันคงได้เห็นดั่งเจรจา,,,
จึ่งชวนศิษย์ลงจากตึกเหมือนนึกหวัง,10,10 syllables — likely shatter/miscount,จึ่งชวนศิษย์ลงจากตึกเหมือนนึกหวัง,,,
เรียกทหารที่ไว้ใจระไวระวัง,10,10 syllables — likely shatter/miscount,เรียกทหารที่ไว้ใจระไวระวัง,,,
ชะสมเหมือนคำกล่าวท้าวโกสัย,9,word straddles a beat boundary,ชะสมเหมือน | คำกล่าว | ท้าวโกสัย,,,
จะมาช่วยทำศึกเหมือนนึกหวัง,9,word straddles a beat boundary,จะมาช่วย | ทำศึกเหมือน | นึกหวัง,,,
ปรึกษาราชการทัพนับดิถี,9,word straddles a beat boundary,ปรึกษาราชการ | ทัพ | นับดิถี,,,
ตีประจัญตั้งประดาเป็นหน้ากระดาน,10,10 syllables — likely shatter/miscount,ตีประจัญตั้งประดาเป็นหน้ากระดาน,,,
แล้วจะต้อนไพร่พหลพลทหาร,10,10 syllables — likely shatter/miscount,แล้วจะต้อนไพร่พหลพลทหาร,,,
แล้วมอบกิจการทัพให้ขับขัน,9,word straddles a beat boundary,แล้วมอบกิจการ | ทัพ | ให้ขับขัน,,,
สารพัดน้ำท่าผลาผล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สารพัด | น้ำท่า | ผลาผล,,,
อย่าให้ขาดศาสนาลังกาทวีป,10,10 syllables — likely shatter/miscount,อย่าให้ขาดศาสนาลังกาทวีป,,,
แกตั้งสวดอธิษฐานอ่านหนังสือ,10,10 syllables — likely shatter/miscount,แกตั้งสวดอธิษฐานอ่านหนังสือ,,,
จงกรุณาวงศ์วานในว่านเครือ,9,word straddles a beat boundary,จงกรุณา | วงศ์วาน | ในว่านเครือ,,,
กับขุนนางทางแถลงแห่งอุบล,8,word straddles a beat boundary,กับขุนนาง | ทางแถลง | แห่งอุบล,,,
พระทรงทราบอนุสนธิ์จนพระทัย,10,10 syllables — likely shatter/miscount,พระทรงทราบอนุสนธิ์จนพระทัย,,,
ได้สิทธิ์ขาดเคยใช้เหมือนใจถวิล,10,10 syllables — likely shatter/miscount,ได้สิทธิ์ขาดเคยใช้เหมือนใจถวิล,,,
การที่ตรองไว้คงสมปรารถนา,10,10 syllables — likely shatter/miscount,การที่ตรองไว้คงสมปรารถนา,,,
แล้วสั่งให้กราบทูลมูลความ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วสั่งให้ | กราบทูล | มูลความ,,,
ครั้นจะห้ามมิให้เฝ้าเหมือนเรากลัว,11,11 syllables — likely shatter/miscount,ครั้นจะห้ามมิให้เฝ้าเหมือนเรากลัว,,,
อาลักษณ์ซุดลงคำนับแล้วรับสาร,9,word straddles a beat boundary,อาลักษณ์ซุดลง | คำนับ | แล้วรับสาร,,,
ฝ่ายขุนนางข้างฝ่ายกรมท่า,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายขุนนาง | ข้างฝ่าย | กรมท่า,,,
เก็บจนสิ้นแล้วจะเถือเอาเนื้อหนัง,10,10 syllables — likely shatter/miscount,เก็บจนสิ้นแล้วจะเถือเอาเนื้อหนัง,,,
จะได้กลับวิ่งวกไปตกถัง,9,word straddles a beat boundary,จะได้กลับ | วิ่งวก | ไปตกถัง,,,
ทูตคำนับรับสาราทูลลากลับ,10,10 syllables — likely shatter/miscount,ทูตคำนับรับสาราทูลลากลับ,,,
รมจักรจอมเจิมเฉลิมวัง,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",รมจักรจอม | เจิมเฉลิม | วัง,,,
เจ้าก็กลับจับจ้วงมาล่วงกล่าว,9,word straddles a beat boundary,เจ้าก็กลับ | จับจ้วง | มาล่วงกล่าว,,,
อันพงศ์เผ่าใช่จะกลัวเอาตัวหนี,10,10 syllables — likely shatter/miscount,อันพงศ์เผ่าใช่จะกลัวเอาตัวหนี,,,
ตั้งกระทู้จะให้กลับไปนับถือ,10,10 syllables — likely shatter/miscount,ตั้งกระทู้จะให้กลับไปนับถือ,,,
