wak,syllables,flag,a,b,c
ขึ้นพลับพลาที่องค์พระทรงยศ,10,10 syllables — likely shatter/miscount,ขึ้นพลับพลาที่องค์พระทรงยศ,,
เนื้อความพาดถึงผการำภาสะหรี,11,11 syllables — likely shatter/miscount,เนื้อความพาดถึงผการำภาสะหรี,,
ฉบับสามถามนุชาด้วยปรานี,10,10 syllables — likely shatter/miscount,ฉบับสามถามนุชาด้วยปรานี,,
นุ่งลายอย่างช่างจีบกลีบสลับ,9,word straddles a beat boundary,นุ่งลายอย่าง,ช่างจีบกลีบ,สลับ
ช่วยห้ามปรามให้เขากลับกองทัพไป,10,10 syllables — likely shatter/miscount,ช่วยห้ามปรามให้เขากลับกองทัพไป,,
เขามาถึงทูนหัวกลัวเขาหรือ,9,word straddles a beat boundary,เขามาถึง,ทูนหัวกลัว,เขาหรือ
เป็นขาดญาติขาดมิตรเหมือนปลิดปลด,9,word straddles a beat boundary,เป็นขาดญาติ,ขาดมิตรเหมือน,ปลิดปลด
ว่าด้านดื้อได้มาเห็นเหมือนเช่นมึง,10,10 syllables — likely shatter/miscount,ว่าด้านดื้อได้มาเห็นเหมือนเช่นมึง,,
ราชการกูเป็นสูญจะทูลเฉลย,10,10 syllables — likely shatter/miscount,ราชการกูเป็นสูญจะทูลเฉลย,,
หยิบหนังสือถือเอาไปกูไม่เคย,10,10 syllables — likely shatter/miscount,หยิบหนังสือถือเอาไปกูไม่เคย,,
อย่าประมาทชาติฝรั่งใส่กังเกง,10,10 syllables — likely shatter/miscount,อย่าประมาทชาติฝรั่งใส่กังเกง,,
ต่างกล่าวโทษทูลตามความทั้งหลาย,9,word straddles a beat boundary,ต่างกล่าวโทษ,ทูลตาม,ความทั้งหลาย
สั่งขรัวนายช่วยประกอบให้ชอบที,10,10 syllables — likely shatter/miscount,สั่งขรัวนายช่วยประกอบให้ชอบที,,
หรือไม่ให้จะได้ขับเจ้ากลับไป,10,10 syllables — likely shatter/miscount,หรือไม่ให้จะได้ขับเจ้ากลับไป,,
ดูมัวเมามึนตึงเหมือนหึงผัว,9,word straddles a beat boundary,ดูมัวเมา,มึนตึงเหมือน,หึงผัว
อุปเท่ห์ร้อยแปดยาแฝดแฝง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อุปเท่ห์ร้อย,แปดยา,แฝดแฝง
ถึงปลอมแปลงเปลี่ยนหน้าสารยำ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ถึงปลอมแปลง,เปลี่ยนหน้า,สารยำ
ต้องระยำยุ่งเก๋เหมือนเทครัว,9,word straddles a beat boundary,ต้องระยำ,ยุ่งเก๋เหมือน,เทครัว
ใครจะเป็นปิ่นกษัตริย์ในปัถพี,10,10 syllables — likely shatter/miscount,ใครจะเป็นปิ่นกษัตริย์ในปัถพี,,
แม้โปรดเกล้ากลับไปอยู่ชมพูศรี,10,10 syllables — likely shatter/miscount,แม้โปรดเกล้ากลับไปอยู่ชมพูศรี,,
แม้เมตตาแล้วจงกลับกองทัพไป,10,10 syllables — likely shatter/miscount,แม้เมตตาแล้วจงกลับกองทัพไป,,
จะกลับหลังแล้วพะวงให้หลงใหล,10,10 syllables — likely shatter/miscount,จะกลับหลังแล้วพะวงให้หลงใหล,,
ไม่สงสารอัคเรศเกษรา,10,10 syllables — likely shatter/miscount,ไม่สงสารอัคเรศเกษรา,,
จะบอกไปรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะบอกไป,รมจักร,นัครา
ตกพระทัยกลัวจะขาดพระศาสนา,11,11 syllables — likely shatter/miscount,ตกพระทัยกลัวจะขาดพระศาสนา,,
