wak,syllables,flag,guess,a,b,c
นามกรบุษบันกัลยา,8,word straddles a beat boundary,นามกรบุษบัน | กัลยา,,,
ชื่อบุษบงทรงเทพเลขา,8,word straddles a beat boundary,ชื่อบุษบง | ทรง | เทพเลขา,,,
จัดเอาแต่ลูกผู้ดีมีตระกูล,10,10 syllables — likely shatter/miscount,จัดเอาแต่ลูกผู้ดีมีตระกูล,,,
พร้อมประยูรญาติวงศ์ดำรงวัง,9,4-syllable word not at วรรค edge,พร้อมประยูรญาติวงศ์ดำรงวัง,,,
เอาให้ได้เมืองลังกาเหมือนอาวรณ์,10,10 syllables — likely shatter/miscount,เอาให้ได้เมืองลังกาเหมือนอาวรณ์,,,
เพราะมีความเวทนาในสามัญ,9,4-syllable word not at วรรค edge,เพราะมีความเวทนาในสามัญ,,,
ก็รีบไปแจ้งคดีขมีขมัน,10,10 syllables — likely shatter/miscount,ก็รีบไปแจ้งคดีขมีขมัน,,,
มันชาติคนงอแงเหมือนแหพาน,9,word straddles a beat boundary,มันชาติคน | งอแงเหมือน | แหพาน,,,
เราไม่กลัวฝรั่งสังฆราช,9,word straddles a beat boundary,เราไม่กลัว | ฝรั่ง | สังฆราช,,,
ก็ยุรยาตรกระบวนบกยกพหล,10,10 syllables — likely shatter/miscount,ก็ยุรยาตรกระบวนบกยกพหล,,,
จัตุรงค์เสนาพลางพล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จัตุรงค์ | เสนา | พลางพล,,,
บาทหลวงเฒ่าเจ้าอุบายเหมือนควายเชื่อง,10,10 syllables — likely shatter/miscount,บาทหลวงเฒ่าเจ้าอุบายเหมือนควายเชื่อง,,,
แม้นนานไปพลาดท่าเหมือนปลานก,9,word straddles a beat boundary,แม้นนานไป | พลาดท่าเหมือน | ปลานก,,,
ถึงจะดีมาอย่างไรกูไม่กลัว,10,10 syllables — likely shatter/miscount,ถึงจะดีมาอย่างไรกูไม่กลัว,,,
ทั้งในนอกคิดไว้เหมือนใจหวัง,9,word straddles a beat boundary,ทั้งในนอก | คิดไว้เหมือน | ใจหวัง,,,
แต่พอถือศาสนาพาสบาย,9,4-syllable word not at วรรค edge,แต่พอถือศาสนาพาสบาย,,,
มาแต่ครั้งอุศเรนเจนณรงค์,10,10 syllables — likely shatter/miscount,มาแต่ครั้งอุศเรนเจนณรงค์,,,
จนถึงเมืองท้าวไทเหมือนใจหวัง,9,word straddles a beat boundary,จนถึงเมือง | ท้าวไทเหมือน | ใจหวัง,,,
ตั้งน้ำฉันใช้มีไว้พอ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ตั้งน้ำฉัน | ใช้มี | ไว้พอ,,,
ฝ่ายไทท้าวเจ้าพาราก็ลากลับ,10,10 syllables — likely shatter/miscount,ฝ่ายไทท้าวเจ้าพาราก็ลากลับ,,,
เหมือนหยิบยกเขาเขินเนินไศล,9,word straddles a beat boundary,เหมือนหยิบยก | เขาเขิน | เนินไศล,,,
เราคิดตัดเอาให้ได้ทั้งใต้เหนือ,10,10 syllables — likely shatter/miscount,เราคิดตัดเอาให้ได้ทั้งใต้เหนือ,,,
แล้วจะลาจากประเทศเขตไศล,10,10 syllables — likely shatter/miscount,แล้วจะลาจากประเทศเขตไศล,,,
เชิญท่านอยู่ให้เป็นสุขสนุกสนาน,10,10 syllables — likely shatter/miscount,เชิญท่านอยู่ให้เป็นสุขสนุกสนาน,,,
กลับนครคืนหลังเข้าวังใน,9,word straddles a beat boundary,กลับนคร | คืนหลัง | เข้าวังใน,,,
เป็นขบถเหมือนอย่างจิตกูคิดเห็น,10,10 syllables — likely shatter/miscount,เป็นขบถเหมือนอย่างจิตกูคิดเห็น,,,
จึงตรัสสั่งเสนามหาอำมาตย์,9,word straddles a beat boundary,จึงตรัสสั่ง | เสนามหา | อำมาตย์,,,
ก็ขึ้นไปบนตึกเหมือนนึกหวัง,9,word straddles a beat boundary,ก็ขึ้นไป | บนตึกเหมือน | นึกหวัง,,,
บาทหลวงฟังสังรเสริญเจริญยศ,11,11 syllables — likely shatter/miscount,บาทหลวงฟังสังรเสริญเจริญยศ,,,
ฝ่ายเสนาเมื่อจะลาบาทหลวงกลับ,10,10 syllables — likely shatter/miscount,ฝ่ายเสนาเมื่อจะลาบาทหลวงกลับ,,,
ที่จะเป็นเหมือนเขาว่าข้าสงสัย,10,10 syllables — likely shatter/miscount,ที่จะเป็นเหมือนเขาว่าข้าสงสัย,,,
การขบถมันคงคิดสถิตเสถียร,10,10 syllables — likely shatter/miscount,การขบถมันคงคิดสถิตเสถียร,,,
พลไพร่สารพัดจะหัดสอน,8,word straddles a beat boundary,พลไพร่สารพัด | จะ | หัดสอน,,,
ตกพระทัยเสด็จออกมาเห็นฟ้าเหลือง,10,10 syllables — likely shatter/miscount,ตกพระทัยเสด็จออกมาเห็นฟ้าเหลือง,,,
พระองค์สั่นรัวรัวกลัวจะตาย,9,word straddles a beat boundary,พระองค์สั่น | รัวรัวกลัว | จะตาย,,,
พระยากลัวขวัญหนีไม่มีใจ,9,word straddles a beat boundary,พระยากลัว | ขวัญหนี | ไม่มีใจ,,,
เห็นสามีหมองมัวกลัวนักหนา,9,word straddles a beat boundary,เห็นสามี | หมองมัวกลัว | นักหนา,,,
นางจึงทูลมูลคดีด้วยปรีชา,10,10 syllables — likely shatter/miscount,นางจึงทูลมูลคดีด้วยปรีชา,,,
ถึงบุญหนักจักทำไมเหมือนไก่แก้ว,10,10 syllables — likely shatter/miscount,ถึงบุญหนักจักทำไมเหมือนไก่แก้ว,,,
เป็นเขยเราเหมือนเจ้าว่าจะปรากฏ,10,10 syllables — likely shatter/miscount,เป็นเขยเราเหมือนเจ้าว่าจะปรากฏ,,,
เหมือนไปเล่นตามกระบวนที่สวนศรี,12,12 syllables — likely shatter/miscount,เหมือนไปเล่นตามกระบวนที่สวนศรี,,,
ว่าดูก่อนอัคเรศเกศสุรางค์,10,10 syllables — likely shatter/miscount,ว่าดูก่อนอัคเรศเกศสุรางค์,,,
เก็บกรวดทรายชายน้ำในลำคลอง,9,word straddles a beat boundary,เก็บกรวดทราย | ชายน้ำ | ในลำคลอง,,,
ขึ้นบรรจถรณ์เรืองอร่ามทั้งสามองค์,10,10 syllables — likely shatter/miscount,ขึ้นบรรจถรณ์เรืองอร่ามทั้งสามองค์,,,
ราวกับองค์นางฟ้าสุราลัย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ราวกับองค์ | นางฟ้าสุ | ราลัย,,,
แต่เห็นหญิงมาทุกแดนไม่แม้นเหมือน,10,10 syllables — likely shatter/miscount,แต่เห็นหญิงมาทุกแดนไม่แม้นเหมือน,,,
ฝ่ายโฉมยงองค์ชนนีนาฏ,8,word straddles a beat boundary,ฝ่ายโฉมยง | องค์ชนนี | นาฏ,,,
คงจะกวดเอาให้สิ้นเหมือนดินหู,10,10 syllables — likely shatter/miscount,คงจะกวดเอาให้สิ้นเหมือนดินหู,,,
เหมือนยอดเพชรเจ็ดกะรัตคงจัดทอง,10,10 syllables — likely shatter/miscount,เหมือนยอดเพชรเจ็ดกะรัตคงจัดทอง,,,
ฝ่ายโฉมนุชบุษบงอนงค์นาฏ,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมนุชบุษบงอนงค์นาฏ,,,
ให้มีความเสน่หาทั้งปรานี,9,4-syllable word not at วรรค edge,ให้มีความเสน่หาทั้งปรานี,,,
ฝ่ายไทท้าวเจ้าพาราจะลากลับ,10,10 syllables — likely shatter/miscount,ฝ่ายไทท้าวเจ้าพาราจะลากลับ,,,
เป็นที่รักในพระองค์ดำรงสนอง,10,10 syllables — likely shatter/miscount,เป็นที่รักในพระองค์ดำรงสนอง,,,
กลับเข้าวังยังประเทศขอบเขตคัน,10,10 syllables — likely shatter/miscount,กลับเข้าวังยังประเทศขอบเขตคัน,,,
จะจรดลเข้าไปหาบิดานาง,10,10 syllables — likely shatter/miscount,จะจรดลเข้าไปหาบิดานาง,,,
แล้วสอนเวทวิทยามหาเสน่ห์,10,10 syllables — likely shatter/miscount,แล้วสอนเวทวิทยามหาเสน่ห์,,,
อุปเท่ห์ผูกในน้ำใจเขา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อุปเท่ห์ผูก | ในน้ำ | ใจเขา,,,
เสนาออกมารับไปดั่งใจถวิล,10,10 syllables — likely shatter/miscount,เสนาออกมารับไปดั่งใจถวิล,,,
