wak,syllables,flag,guess,a,b,c
ให้กระสับกระส่ายจิตคิดหม่นหมอง,9,4-syllable word not at วรรค edge,ให้กระสับกระส่ายจิตคิดหม่นหมอง,,,
ออกจากถิ่นรังเร่พเนจร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ออกจากถิ่น | รังเร่ | พเนจร,,,
ก็ครั่นคร้ามกลัวจะตายวายพระชนม์,10,10 syllables — likely shatter/miscount,ก็ครั่นคร้ามกลัวจะตายวายพระชนม์,,,
ต้องดั้นด้นไปแต่ตัวเพราะกลัวภัย,10,10 syllables — likely shatter/miscount,ต้องดั้นด้นไปแต่ตัวเพราะกลัวภัย,,,
แกพาตรงขึ้นตึกเหมือนนึกปอง,9,word straddles a beat boundary,แกพาตรง | ขึ้นตึกเหมือน | นึกปอง,,,
พลางปราศรัยโดยจิตสนิทสนอง,9,word straddles a beat boundary,พลางปราศรัย | โดยจิตสนิท | สนอง,,,
หาไม่จะดันเอากับปราชญ์ตาบาทหลวง,10,10 syllables — likely shatter/miscount,หาไม่จะดันเอากับปราชญ์ตาบาทหลวง,,,
แกจึ่งให้สบถทศฐาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แกจึ่งให้ | สบถ | ทศฐาน,,,
ให้หนีเลยลับไวเหมือนใจหวัง,9,word straddles a beat boundary,ให้หนีเลย | ลับไวเหมือน | ใจหวัง,,,
ให้ตามึงบอดมิดเหมือนติดตัง,9,word straddles a beat boundary,ให้ตามึง | บอดมิดเหมือน | ติดตัง,,,
ให้เห็นจริงเหมือนกูว่าอีตาผี,10,10 syllables — likely shatter/miscount,ให้เห็นจริงเหมือนกูว่าอีตาผี,,,
สบถได้เหมือนอย่างว่าสารพัน,10,10 syllables — likely shatter/miscount,สบถได้เหมือนอย่างว่าสารพัน,,,
กูเจ็บใจควรหรือศิษย์สนิทสนม,10,10 syllables — likely shatter/miscount,กูเจ็บใจควรหรือศิษย์สนิทสนม,,,
ไม่เป็นการจริงละเหวยลูกเขยมึง,10,10 syllables — likely shatter/miscount,ไม่เป็นการจริงละเหวยลูกเขยมึง,,,
เหมือนลูกไก่อยู่ในมือไม่ดื้อดึง,10,10 syllables — likely shatter/miscount,เหมือนลูกไก่อยู่ในมือไม่ดื้อดึง,,,
จงเร่งกลับไปเภตราอย่าช้าที,10,10 syllables — likely shatter/miscount,จงเร่งกลับไปเภตราอย่าช้าที,,,
ลาไปเรือรีบไปเหมือนใจหวัง,9,word straddles a beat boundary,ลาไปเรือ | รีบไปเหมือน | ใจหวัง,,,
บาทหลวงขึ้นรถระย้าฝากระจก,10,10 syllables — likely shatter/miscount,บาทหลวงขึ้นรถระย้าฝากระจก,,,
กับราชบุตรพลผลึกเคยฝึกสอน,10,10 syllables — likely shatter/miscount,กับราชบุตรพลผลึกเคยฝึกสอน,,,
ไปพร้อมพรั่งตั้งกระบวนพยุหบาตร,10,10 syllables — likely shatter/miscount,ไปพร้อมพรั่งตั้งกระบวนพยุหบาตร,,,
ไหม้ยูงยางแดงป่าพฤกษาไสว,9,word straddles a beat boundary,ไหม้ยูงยาง | แดงป่าพฤกษา | ไสว,,,
พลไพร่ถึงกันฟันประดา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลไพร่ถึง | กันฟัน | ประดา,,,
ทหารเคียงคั่งคับสลับสลอน,9,word straddles a beat boundary,ทหารเคียง | คั่งคับสลับ | สลอน,,,
กลับเข้าด่านชานชลาขึ้นหน้าป้อม,10,10 syllables — likely shatter/miscount,กลับเข้าด่านชานชลาขึ้นหน้าป้อม,,,
ช่วยแก้ไขพอให้พ้นทนทรมาน,10,10 syllables — likely shatter/miscount,ช่วยแก้ไขพอให้พ้นทนทรมาน,,,
ให้ฝนมีมาในดึกเหมือนนึกปอง,10,10 syllables — likely shatter/miscount,ให้ฝนมีมาในดึกเหมือนนึกปอง,,,
เหมือนนัดหมายเร่งพหลพลเภตรา,10,10 syllables — likely shatter/miscount,เหมือนนัดหมายเร่งพหลพลเภตรา,,,
ต่อเทวดายกไปดั่งใจปอง,9,word straddles a beat boundary,ต่อเทวดา | ยกไป | ดั่งใจปอง,,,
จงรอรั้งอย่างทูลมูลเหตุ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จงรอรั้ง | อย่างทูล | มูลเหตุ,,,
ขออ่านเวทวิทยาเหมือนว่าขาน,10,10 syllables — likely shatter/miscount,ขออ่านเวทวิทยาเหมือนว่าขาน,,,
ได้ทรงฟังครูพักตร์จักรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ได้ทรงฟัง | ครูพักตร์ | จักรา,,,
ไปโดยกิจขาดเหลือได้เกี้อหนุน,10,10 syllables — likely shatter/miscount,ไปโดยกิจขาดเหลือได้เกี้อหนุน,,,
