wak,syllables,flag,guess,a,b,c
จะโศกศัลย์หรือจะสุขสนุกสบาย,10,10 syllables — likely shatter/miscount,จะโศกศัลย์หรือจะสุขสนุกสบาย,,,
พระฟังโหรเฒ่าทายทำนายฝัน,9,word straddles a beat boundary,พระฟังโหร | เฒ่าทาย | ทำนายฝัน,,,
มีปืนรายรอบข้างสล้างสลับ,9,word straddles a beat boundary,มีปืนราย | รอบข้างสล้าง | สลับ,,,
แหนบตะไกรกระจกหวีใส่กลี่งา,10,10 syllables — likely shatter/miscount,แหนบตะไกรกระจกหวีใส่กลี่งา,,,
สาวสุรางค์นางสนมสมคะเน,10,10 syllables — likely shatter/miscount,สาวสุรางค์นางสนมสมคะเน,,,
พร้อมบรรดาสาวสุรางค์นางกำนัล,10,10 syllables — likely shatter/miscount,พร้อมบรรดาสาวสุรางค์นางกำนัล,,,
พอออกอ่าวลมอุตรามาเพลาเพลา,11,11 syllables — likely shatter/miscount,พอออกอ่าวลมอุตรามาเพลาเพลา,,,
เหล่าละเมาะเกาะเกียนเหมือนเขียนไว้,9,word straddles a beat boundary,เหล่าละเมาะ | เกาะเกียนเหมือน | เขียนไว้,,,
เสียงดังโครมใหญ่ไม่กระเทื้อม,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เสียงดังโครม | ใหญ่ไม่ | กระเทื้อม,,,
นั่งพินิจนึกเห็นเหมือนเช่นฝัน,9,word straddles a beat boundary,นั่งพินิจ | นึกเห็นเหมือน | เช่นฝัน,,,
เครื่องบูชาสารพัดทั้งบัตรพลี,10,10 syllables — likely shatter/miscount,เครื่องบูชาสารพัดทั้งบัตรพลี,,,
พลีกรรมภูตพรายทั้งซ้ายขวา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลีกรรมภูต | พรายทั้ง | ซ้ายขวา,,,
เชิญมารับเครื่องมัจฉะมังสา,8,word straddles a beat boundary,เชิญมารับ | เครื่องมัจฉะ | มังสา,,,
ลุกถลันเหลือกตาเหมือนบ้าหลัง,9,word straddles a beat boundary,ลุกถลัน | เหลือกตาเหมือน | บ้าหลัง,,,
