wak,syllables,flag,a,b,c
ถวายบรรณาการทั้งสารตรา,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",ถวายบรรณาการ,ทั้ง,สารตรา
ฝ่ายโฉมยงองค์ละเวงวัณฬาพะงา,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมยงองค์ละเวงวัณฬาพะงา,,
ขอเชิญพระอนุชากรุงการะเวก,10,10 syllables — likely shatter/miscount,ขอเชิญพระอนุชากรุงการะเวก,,
ช่วยภิเษกพูนเพิ่มเฉลิมศรี,9,word straddles a beat boundary,ช่วยภิเษก,พูนเพิ่ม,เฉลิมศรี
สามบุรีร่วมจิตเหมือนบิตุรงค์,10,10 syllables — likely shatter/miscount,สามบุรีร่วมจิตเหมือนบิตุรงค์,,
อำมาตย์รับอภิวาทบาทยุคล,10,10 syllables — likely shatter/miscount,อำมาตย์รับอภิวาทบาทยุคล,,
จึงบอกองค์อัคเรศว่าเชษฐา,10,10 syllables — likely shatter/miscount,จึงบอกองค์อัคเรศว่าเชษฐา,,
กระแจะจันทน์หวีกระจกปิดปกไป,10,10 syllables — likely shatter/miscount,กระแจะจันทน์หวีกระจกปิดปกไป,,
พร้อมห้ามแหนแสนสนมกรมใน,8,word straddles a beat boundary,พร้อมห้ามแหน,แสนสนม,กรมใน
กระเดื่องกระโดงโงงเงงโคลงเคลงคลอน,10,10 syllables — likely shatter/miscount,กระเดื่องกระโดงโงงเงงโคลงเคลงคลอน,,
เขยื้อนขย่อนผู้หญิงร้องก้องสำเนียง,10,10 syllables — likely shatter/miscount,เขยื้อนขย่อนผู้หญิงร้องก้องสำเนียง,,
เข้าคลอเคียงเคล้าคู่ดูคล่ำไป,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เข้าคลอเคียงเคล้า,คู่ดู,คล่ำไป
ฝูงฉนากปากมันเหมือนฟันเลื่อย,9,word straddles a beat boundary,ฝูงฉนาก,ปากมันเหมือน,ฟันเลื่อย
กับสองอัครชายามารศรี,9,4-syllable word not at วรรค edge,กับสองอัครชายามารศรี,,
พวกพาราการะเวกโหยกเหยกครัน,11,11 syllables — likely shatter/miscount,พวกพาราการะเวกโหยกเหยกครัน,,
มารวมรอมอยู่ลังกามหาสวรรค์,10,10 syllables — likely shatter/miscount,มารวมรอมอยู่ลังกามหาสวรรค์,,
ฝ่ายองค์อัครชายาเมืองการะเวก,10,10 syllables — likely shatter/miscount,ฝ่ายองค์อัครชายาเมืองการะเวก,,
ขอภิเษกเสาวคนธ์วิมลสมร,11,11 syllables — likely shatter/miscount,ขอภิเษกเสาวคนธ์วิมลสมร,,
ให้หัสไชยไปบำรุงกรุงการะเวก,10,10 syllables — likely shatter/miscount,ให้หัสไชยไปบำรุงกรุงการะเวก,,
ปลูกโรงราชพิธีสิบสี่ห้อง,9,4-syllable word not at วรรค edge,ปลูกโรงราชพิธีสิบสี่ห้อง,,
เอาทองคำธรรมชาติทำราชวัติ,10,10 syllables — likely shatter/miscount,เอาทองคำธรรมชาติทำราชวัติ,,
พระชนนีทรงเครื่องให้เรืองรอง,9,word straddles a beat boundary,พระชนนี,ทรงเครื่อง,ให้เรืองรอง
เข้าโรงราชพิธีทั้งพี่น้อง,9,4-syllable word not at วรรค edge,เข้าโรงราชพิธีทั้งพี่น้อง,,
ฝ่ายโยคีชีพราหมณ์รามราช,8,word straddles a beat boundary,ฝ่ายโยคี,ชีพราหมณ์,รามราช
โหมพิณพาทย์ฆาตฆ้องก้องลังกา,9,word straddles a beat boundary,โหมพิณพาทย์,ฆาตฆ้อง,ก้องลังกา
พระบิตุราชมาตุรงค์เผ่าพงศ์พันธุ์,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์เผ่าพงศ์พันธุ์,,
เป็นสำเร็จเสร็จภิเษกเอกกษัตริย์,10,10 syllables — likely shatter/miscount,เป็นสำเร็จเสร็จภิเษกเอกกษัตริย์,,
พ้นโทษกรณ์อยู่บำรุงกรุงลังกา,10,10 syllables — likely shatter/miscount,พ้นโทษกรณ์อยู่บำรุงกรุงลังกา,,
