wak,syllables,flag,guess,a,b,c
ดูจิ้มลิ้มพริ้มพร้อมละม่อมละเมียน,10,10 syllables — likely shatter/miscount,ดูจิ้มลิ้มพริ้มพร้อมละม่อมละเมียน,,,
สวนสำอางดังยุพินกินรี,11,11 syllables — likely shatter/miscount,สวนสำอางดังยุพินกินรี,,,
ให้รุมรึงในอุรามารศรี,10,10 syllables — likely shatter/miscount,ให้รุมรึงในอุรามารศรี,,,
พอม่อยหลับกลับนิมิตว่านาคี,10,10 syllables — likely shatter/miscount,พอม่อยหลับกลับนิมิตว่านาคี,,,
รวบกระหวัดรัดนางทั้งปรางค์มาศ,9,word straddles a beat boundary,รวบกระหวัด | รัดนาง | ทั้งปรางค์มาศ,,,
ว่ากำปั่นที่ไปทัพนั้นกลับมา,10,10 syllables — likely shatter/miscount,ว่ากำปั่นที่ไปทัพนั้นกลับมา,,,
พลพายรายเรียงเคียงขนัด,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลพายราย | เรียงเคียง | ขนัด,,,
ให้นำทางไปกำปั่นเหมือนสัญญา,10,10 syllables — likely shatter/miscount,ให้นำทางไปกำปั่นเหมือนสัญญา,,,
แล้วจึ่งสั่งสอนศิษย์เหมือนคิดตรอง,9,word straddles a beat boundary,แล้วจึ่งสั่ง | สอนศิษย์เหมือน | คิดตรอง,,,
เพชรรัตน์พลอยพร่างกระจ่างฉาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เพชรรัตน์พลอย | พร่างกระ | จ่างฉาย,,,
ฝ่ายโฉมยงองค์มังคลาราช,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายโฉมยง | องค์มัง | คลาราช,,,
รถกระจกยกให้พระมังคลา,9,word straddles a beat boundary,รถกระจก | ยกให้ | พระมังคลา,,,
ขอพึ่งบุญกรุณาเหมือนข้าไท,10,10 syllables — likely shatter/miscount,ขอพึ่งบุญกรุณาเหมือนข้าไท,,,
เหมือนทองเกิดเป็นตะกั่วย่อมมัวหมอง,10,10 syllables — likely shatter/miscount,เหมือนทองเกิดเป็นตะกั่วย่อมมัวหมอง,,,
เหมือนเพลงร้องว่าสิบนิ้วต้องพลิ้วเอา,10,10 syllables — likely shatter/miscount,เหมือนเพลงร้องว่าสิบนิ้วต้องพลิ้วเอา,,,
กว่าชีวีนั้นจะวายทำลายลาญ,10,10 syllables — likely shatter/miscount,กว่าชีวีนั้นจะวายทำลายลาญ,,,
แม้นมีเรื่องเคืองขัดหัทยา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แม้นมีเรื่อง | เคืองขัด | หัทยา,,,
บาหหลวงว่าแต่เท่านี้สิขี้ขลาด,10,10 syllables — likely shatter/miscount,บาหหลวงว่าแต่เท่านี้สิขี้ขลาด,,,
มาสั่งฉันแล้วจะบาดเข้าพาดพิง,10,10 syllables — likely shatter/miscount,มาสั่งฉันแล้วจะบาดเข้าพาดพิง,,,
แล้วก็บอกหยูกยามหาเสน่ห์,10,10 syllables — likely shatter/miscount,แล้วก็บอกหยูกยามหาเสน่ห์,,,
อุปเทห์สารพัดไม่ขัดขวาง,8,word straddles a beat boundary,อุปเทห์สารพัด | ไม่ | ขัดขวาง,,,
อุตส่าห์บ่นสนธยายที่ไว้วาง,10,10 syllables — likely shatter/miscount,อุตส่าห์บ่นสนธยายที่ไว้วาง,,,
แล้วสำเร็จนางคำนับแล้วกลับหลัง,10,10 syllables — likely shatter/miscount,แล้วสำเร็จนางคำนับแล้วกลับหลัง,,,
