wak,syllables,flag,guess,a,b,c
พ่อเปรื่องปราดจงนำกลับเป็นทัพหนุน,10,10 syllables — likely shatter/miscount,พ่อเปรื่องปราดจงนำกลับเป็นทัพหนุน,,,
พลไพร่ถ้วนทั่วตัวทหาร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลไพร่ถ้วน | ทั่วตัว | ทหาร,,,
แกสั่งเสร็จกลับเข้าไปท้ายบาหลี,10,10 syllables — likely shatter/miscount,แกสั่งเสร็จกลับเข้าไปท้ายบาหลี,,,
คอยจอมนครินทร์ปิ่นเวียงชัย,8,word straddles a beat boundary,คอยจอมนครินทร์ | ปิ่น | เวียงชัย,,,
เสด็จประทับเกยชลาหน้าบุรินทร์,10,10 syllables — likely shatter/miscount,เสด็จประทับเกยชลาหน้าบุรินทร์,,,
พลโหมโห่เร้าจะเอาชัย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลโหมโห่ | เร้าจะ | เอาชัย,,,
ฝ่ายชาวเมืองเปลืองกำลังถอยหลังกลับ,10,10 syllables — likely shatter/miscount,ฝ่ายชาวเมืองเปลืองกำลังถอยหลังกลับ,,,
ต้องกลับหันเข้าในด่านชานบุรี,10,10 syllables — likely shatter/miscount,ต้องกลับหันเข้าในด่านชานบุรี,,,
ตีประจบวิ่งกลมเหมือนลมหวน,9,word straddles a beat boundary,ตีประจบ | วิ่งกลมเหมือน | ลมหวน,,,
จะอุบายเอาให้สมอารมณ์ประสงค์,10,10 syllables — likely shatter/miscount,จะอุบายเอาให้สมอารมณ์ประสงค์,,,
จะกล่าวกลับทัพพระศรีสุวรรณราช,10,10 syllables — likely shatter/miscount,จะกล่าวกลับทัพพระศรีสุวรรณราช,,,
มารับมือกูไม่กลัวเจ้าตัวดี,10,10 syllables — likely shatter/miscount,มารับมือกูไม่กลัวเจ้าตัวดี,,,
กับอาจารย์พรหมพักตร์จักรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กับอาจารย์ | พรหมพักตร์ | จักรา,,,
กับท่านครูผู้ประสิทธิ์ฤทธิไกร,10,10 syllables — likely shatter/miscount,กับท่านครูผู้ประสิทธิ์ฤทธิไกร,,,
ขวานญี่ปุ่นทัพชเลยเคยอาสา,10,10 syllables — likely shatter/miscount,ขวานญี่ปุ่นทัพชเลยเคยอาสา,,,
ถอยเข้าด่านชานชลาละล้าละลัง,10,10 syllables — likely shatter/miscount,ถอยเข้าด่านชานชลาละล้าละลัง,,,
เป็นควันพลุ่งรุ่งโรจน์โชตินา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เป็นควันพลุ่ง | รุ่งโรจน์ | โชตินา,,,
ที่จมน้ำมิได้เหลือเป็นเหยื่อปลา,10,10 syllables — likely shatter/miscount,ที่จมน้ำมิได้เหลือเป็นเหยื่อปลา,,,
ก็พร้อมพรักเลิกทัพกลับสิงหล,9,word straddles a beat boundary,ก็พร้อมพรัก | เลิกทัพกลับ | สิงหล,,,
