wak,syllables,flag,a,b,c
จะกล่าวถึงพระอภัยมณีนาถ,9,4-syllable word not at วรรค edge,จะกล่าวถึงพระอภัยมณีนาถ,,
พร้อมพระญาติตรองตรึกว่างศึกเสือ,9,word straddles a beat boundary,พร้อมพระญาติ,ตรองตรึก,ว่างศึกเสือ
เสวกาแห่แหนเข้าแดนสวน,10,10 syllables — likely shatter/miscount,เสวกาแห่แหนเข้าแดนสวน,,
จำปาจำปีขึ้นชิดต้นกฤษณา,10,10 syllables — likely shatter/miscount,จำปาจำปีขึ้นชิดต้นกฤษณา,,
โพระดกจับไม้มะเดื่อปล้อง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",โพระดกจับ,ไม้มะ,เดื่อปล้อง
เจ็ดกษัตริย์ทอดทัศนานก,8,word straddles a beat boundary,เจ็ดกษัตริย์,ทอดทัศนา,นก
ชะมดฉมันกวางทรายกระต่ายดง,10,10 syllables — likely shatter/miscount,ชะมดฉมันกวางทรายกระต่ายดง,,
เสวยของโอชาผลาผล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เสวยของ,โอชา,ผลาผล
กว่าจะถึงพระนิพพานเหมือนการตรอง,11,11 syllables — likely shatter/miscount,กว่าจะถึงพระนิพพานเหมือนการตรอง,,
แม้นใครเจตนานักมักหลงใหล,9,word straddles a beat boundary,แม้นใครเจตนา,นัก,มักหลงใหล
สุมาลัยเกสรขจรจาย,9,word straddles a beat boundary,สุมาลัย,เกสรขจร,จาย
อยากจะใคร่ไปยลวิมลสมร,9,word straddles a beat boundary,อยากจะใคร่,ไปยลวิมล,สมร
มากรากกรำจำร้างห่างที่นอน,9,word straddles a beat boundary,มากรากกรำ,จำร้าง,ห่างที่นอน
แต่ขืนแข็งแสร้งตรัสเหมือนตัดรอน,9,word straddles a beat boundary,แต่ขืนแข็ง,แสร้งตรัสเหมือน,ตัดรอน
พอทัพกลับไปถึงถิ่นก็สิ้นเสียง,10,10 syllables — likely shatter/miscount,พอทัพกลับไปถึงถิ่นก็สิ้นเสียง,,
พลโล่โตมรศรกำซาบ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลโล่โต,มรศร,กำซาบ
ทั้งดั้งดาบตั้งรายอยู่ชายสวน,10,10 syllables — likely shatter/miscount,ทั้งดั้งดาบตั้งรายอยู่ชายสวน,,
ทรงชฎากลีบกระหวัดจัดประจง,10,10 syllables — likely shatter/miscount,ทรงชฎากลีบกระหวัดจัดประจง,,
ฉันลูกไม้เผือกมันพรรณผลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฉันลูกไม้,เผือกมัน,พรรณผลา
ฝ่ายนงเยาว์เสาวคนธ์วิมลฉวี,10,10 syllables — likely shatter/miscount,ฝ่ายนงเยาว์เสาวคนธ์วิมลฉวี,,
พลางชวนพวกสาวสุรางค์นางกำนัล,10,10 syllables — likely shatter/miscount,พลางชวนพวกสาวสุรางค์นางกำนัล,,
จะตั้งเพียรพยายามก็ตามใจ,9,4-syllable word not at วรรค edge,จะตั้งเพียรพยายามก็ตามใจ,,
แล้วก็เทศนาซ้ำบนคำขาน,9,word straddles a beat boundary,แล้วก็เทศนา,ซ้ำ,บนคำขาน
จงรีบรัดเร็วไปเหมือนใจหมาย,9,word straddles a beat boundary,จงรีบรัด,เร็วไปเหมือน,ใจหมาย
ทูลละอองธุลีบาทเหมือนมาดหมาย,10,10 syllables — likely shatter/miscount,ทูลละอองธุลีบาทเหมือนมาดหมาย,,
ศุภลักษณ์อักขราเมืองการะเวก,10,10 syllables — likely shatter/miscount,ศุภลักษณ์อักขราเมืองการะเวก,,
เสวยเศวกฉัตรชัยในสนาม,9,word straddles a beat boundary,เสวยเศวก,ฉัตรชัย,ในสนาม
ให้กลับหลังไปพิทักษ์อยู่รักษา,10,10 syllables — likely shatter/miscount,ให้กลับหลังไปพิทักษ์อยู่รักษา,,
หัสไชยได้ฟังสองบังอร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัสไชยได้,ฟังสอง,บังอร
เหมือนบัวบานต้องอาทิตย์ก็อิดโรย,10,10 syllables — likely shatter/miscount,เหมือนบัวบานต้องอาทิตย์ก็อิดโรย,,
จึ่งกราบทูลพระเจ้าอาขอลากลับ,10,10 syllables — likely shatter/miscount,จึ่งกราบทูลพระเจ้าอาขอลากลับ,,
อันการทัพก็ค่อยสร่างสว่างโหย,10,10 syllables — likely shatter/miscount,อันการทัพก็ค่อยสร่างสว่างโหย,,
