wak,syllables,flag,guess,a,b,c
ล้วนคนคดเขาไม่เอาเข้าบาญชี,10,10 syllables — likely shatter/miscount,ล้วนคนคดเขาไม่เอาเข้าบาญชี,,,
ให้เป็นขบถคิดอ่านทำการศึก,9,word straddles a beat boundary,ให้เป็นขบถ | คิดอ่าน | ทำการศึก,,,
ตีตราธงส่งให้เหมือนใจนึก,9,word straddles a beat boundary,ตีตราธง | ส่งให้เหมือน | ใจนึก,,,
ช่างฉลาดคาดแน่เหมือนแลเห็น,9,word straddles a beat boundary,ช่างฉลาด | คาดแน่เหมือน | แลเห็น,,,
พระดาบสอดยิ้มพริ้มพระโอษฐ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระดาบสอด | ยิ้มพริ้ม | พระโอษฐ์,,,
กระหวัดเวียนวกหลังเหมือนสั่งสอน,10,10 syllables — likely shatter/miscount,กระหวัดเวียนวกหลังเหมือนสั่งสอน,,,
จึงตามตีติดพันเหมือนสัญญา,9,word straddles a beat boundary,จึงตามตี | ติดพันเหมือน | สัญญา,,,
มิได้กลับด้วยยังไม่ได้ให้หา,10,10 syllables — likely shatter/miscount,มิได้กลับด้วยยังไม่ได้ให้หา,,,
เห็นวิปริตผิดอย่างแต่ปางก่อน,9,word straddles a beat boundary,เห็นวิปริต | ผิดอย่าง | แต่ปางก่อน,,,
ถือโลหะจรีเหมือนตรีแทง,9,word straddles a beat boundary,ถือโลหะ | จรีเหมือน | ตรีแทง,,,
หมวกโหม่งครุ่มครอบสวมใส่กรวมหัว,10,10 syllables — likely shatter/miscount,หมวกโหม่งครุ่มครอบสวมใส่กรวมหัว,,,
ตัวเหมือนตัวพยัคฆาหน้าเหมือนคน,11,11 syllables — likely shatter/miscount,ตัวเหมือนตัวพยัคฆาหน้าเหมือนคน,,,
ให้สิ้นโคตรคนถือพระฤๅษี,9,word straddles a beat boundary,ให้สิ้นโคตร | คนถือ | พระฤๅษี,,,
ไม่หลีกหลบต้านศึกเหมือนฝึกสอน,9,word straddles a beat boundary,ไม่หลีกหลบ | ต้านศึกเหมือน | ฝึกสอน,,,
พวกด่านห้อมล้อมรุมกลุ้มสกัด,9,word straddles a beat boundary,พวกด่านห้อม | ล้อมรุมกลุ้ม | สกัด,,,
ต่างคืนกลับเกลื่อนมาหน้าปราการ,9,word straddles a beat boundary,ต่างคืนกลับ | เกลื่อนมา | หน้าปราการ,,,
พระคุณใครไม่เหมือนคุณพระมุนี,10,10 syllables — likely shatter/miscount,พระคุณใครไม่เหมือนคุณพระมุนี,,,
อยู่เป็นข้ากว่าจะตายวายชีวี,10,10 syllables — likely shatter/miscount,อยู่เป็นข้ากว่าจะตายวายชีวี,,,
ต่างเด็ดได้ไปถวายพระอัคนี,10,10 syllables — likely shatter/miscount,ต่างเด็ดได้ไปถวายพระอัคนี,,,
ไม่เห็นหน้าน้องแล้วจะแคล้วกัน,9,word straddles a beat boundary,ไม่เห็นหน้า | น้องแล้วจะ | แคล้วกัน,,,
ไม่นิยมสมบัติพัสถาน,8,word straddles a beat boundary,ไม่นิยม | สมบัติ | พัสถาน,,,
กลับโหยกเหยกก่อศึกพูดฮึกหาญ,11,11 syllables — likely shatter/miscount,กลับโหยกเหยกก่อศึกพูดฮึกหาญ,,,
ทหารรุมกลุ้มกลัดจับมัดมั่น,10,10 syllables — likely shatter/miscount,ทหารรุมกลุ้มกลัดจับมัดมั่น,,,
จะฆ่าโคตรญาติวงศ์เผ่าพงศา,9,word straddles a beat boundary,จะฆ่าโคตร | ญาติวงศ์ | เผ่าพงศา,,,
เลี้ยงบรรดาพลพรรคพระอัคนี,10,10 syllables — likely shatter/miscount,เลี้ยงบรรดาพลพรรคพระอัคนี,,,
คิดโหยกเหยกคบขบถจึงจดหมาย,11,11 syllables — likely shatter/miscount,คิดโหยกเหยกคบขบถจึงจดหมาย,,,
ฝ่ายผู้ถือหนังสือลับกลับมาค่าย,10,10 syllables — likely shatter/miscount,ฝ่ายผู้ถือหนังสือลับกลับมาค่าย,,,
แม้มิไปไม่ดีเหมือนขี้ขลาด,9,word straddles a beat boundary,แม้มิไป | ไม่ดีเหมือน | ขี้ขลาด,,,
ไม่บิดเบือนบอกว่าเราจะเข้าไป,10,10 syllables — likely shatter/miscount,ไม่บิดเบือนบอกว่าเราจะเข้าไป,,,
มาโหยกเหยกอย่างนี้ผิดวิสัย,10,10 syllables — likely shatter/miscount,มาโหยกเหยกอย่างนี้ผิดวิสัย,,,
นึกว่าเพื่อนเหมือนเขาว่าเพราะปรานี,10,10 syllables — likely shatter/miscount,นึกว่าเพื่อนเหมือนเขาว่าเพราะปรานี,,,
