wak,syllables,flag,a,b,c
จะกล่าวกลับจับเรื่องเมืองผลึก,9,word straddles a beat boundary,จะกล่าวกลับ,จับเรื่อง,เมืองผลึก
ด้วยไปถึงซึ่งจังหวัดกรุงรัตนา,10,10 syllables — likely shatter/miscount,ด้วยไปถึงซึ่งจังหวัดกรุงรัตนา,,
พระพาราผาสุกสนุกสบาย,9,word straddles a beat boundary,พระพารา,ผาสุกสนุก,สบาย
แต่พระชนกชนนีโมลีโลก,10,10 syllables — likely shatter/miscount,แต่พระชนกชนนีโมลีโลก,,
จะถวายบังคมกลับกองทัพมา,10,10 syllables — likely shatter/miscount,จะถวายบังคมกลับกองทัพมา,,
ทูลลากลับล่องลมไปรมจักร,9,word straddles a beat boundary,ทูลลากลับ,ล่องลม,ไปรมจักร
อรุมเขตคุ้งสุหรัดปัตหนา,10,10 syllables — likely shatter/miscount,อรุมเขตคุ้งสุหรัดปัตหนา,,
เข้าคุ้งฉลามแหลมเงาะเกาะราหู,9,word straddles a beat boundary,เข้าคุ้งฉลาม,แหลมเงาะ,เกาะราหู
เข้ากรุงศรีอยุธยาภาษาสยาม,9,4-syllable word not at วรรค edge,เข้ากรุงศรีอยุธยาภาษาสยาม,,
เมืองมะงาดมะงาดามะงาศวรรย์,11,11 syllables — likely shatter/miscount,เมืองมะงาดมะงาดามะงาศวรรย์,,
ก็กลับกลัวว่าปีศาจไม่อาจรับ,11,11 syllables — likely shatter/miscount,ก็กลับกลัวว่าปีศาจไม่อาจรับ,,
รู้ว่าพามาใหม่เหมือนไฟเลีย,9,word straddles a beat boundary,รู้ว่าพา,มาใหม่เหมือน,ไฟเลีย
แต่นางกษัตริย์มเหสีนั้นขี้หึง,10,10 syllables — likely shatter/miscount,แต่นางกษัตริย์มเหสีนั้นขี้หึง,,
พระอัยกีรักใคร่กระไรเลย,9,word straddles a beat boundary,พระอัยกี,รักใคร่,กระไรเลย
จะกลับกล่าวเจ้าลังกาอาณาเขต,10,10 syllables — likely shatter/miscount,จะกลับกล่าวเจ้าลังกาอาณาเขต,,
ก็ห่วงบุตรอุศเรนพระลูกรัก,10,10 syllables — likely shatter/miscount,ก็ห่วงบุตรอุศเรนพระลูกรัก,,
แล้วรื้อกลับจับไข้มิใคร่คลาย,9,word straddles a beat boundary,แล้วรื้อกลับ,จับไข้,มิใคร่คลาย
ราชบุตรอุศเรนเป็นทัพหน้า,10,10 syllables — likely shatter/miscount,ราชบุตรอุศเรนเป็นทัพหน้า,,
ตามกระทรวงศึกกษัตริย์ปราบดัสกร,10,10 syllables — likely shatter/miscount,ตามกระทรวงศึกกษัตริย์ปราบดัสกร,,
ทั้งโฉมยงนงลักษณ์อัคเรศ,9,word straddles a beat boundary,ทั้งโฉมยง,นงลักษณ์อัค,เรศ
ออกจากฝั่งวังวนถนนพระราม,9,word straddles a beat boundary,ออกจากฝั่ง,วังวนถนน,พระราม
พอเช้าตรู่ดูเรือเหนือปากอ่าว,9,word straddles a beat boundary,พอเช้าตรู่,ดูเรือเหนือ,ปากอ่าว
ออกแล่นก้าวคลาดเคลื่อนเหมือนจะหนี,9,word straddles a beat boundary,ออกแล่นก้าว,คลาดเคลื่อนเหมือน,จะหนี
จึงสั่งบุตรอุศเรนเจนวารี,10,10 syllables — likely shatter/miscount,จึงสั่งบุตรอุศเรนเจนวารี,,
จะสังหารผลาญอาณาประชาราษฎร์,10,10 syllables — likely shatter/miscount,จะสังหารผลาญอาณาประชาราษฎร์,,
มิให้เห็นเนื้อตัวกลัวหนักหนา,9,word straddles a beat boundary,มิให้เห็น,เนื้อตัวกลัว,หนักหนา
จึงว่าทัพอุศเรนเห็นจะทัน,10,10 syllables — likely shatter/miscount,จึงว่าทัพอุศเรนเห็นจะทัน,,
ได้เกลี้ยกล่อมล้อมอาณาประชาราษฎร์,10,10 syllables — likely shatter/miscount,ได้เกลี้ยกล่อมล้อมอาณาประชาราษฎร์,,
ที่ขยาดยกอพยพหนี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ที่ขยาด,ยกอพ,ยพหนี
เข้าเกลื่อนกลุ้มรุมจับก็กลับรบ,10,10 syllables — likely shatter/miscount,เข้าเกลื่อนกลุ้มรุมจับก็กลับรบ,,
ช่วยชาวกรุงกลุ้มกลัดสกัดจับ,10,10 syllables — likely shatter/miscount,ช่วยชาวกรุงกลุ้มกลัดสกัดจับ,,
อยู่กลางทัพเรือกระหนาบลงกราบกราน,10,10 syllables — likely shatter/miscount,อยู่กลางทัพเรือกระหนาบลงกราบกราน,,
องค์พระมเหสีนั้นขี่รถ,8,word straddles a beat boundary,องค์พระมเหสี,นั้น,ขี่รถ
กองละร้อยลอยกระบวนจะสวนรับ,11,11 syllables — likely shatter/miscount,กองละร้อยลอยกระบวนจะสวนรับ,,
รุมกันจับอุศเรนเจนณรงค์,10,10 syllables — likely shatter/miscount,รุมกันจับอุศเรนเจนณรงค์,,
ทั้งทัพหนีทีจะยกกลับวกหลัง,10,10 syllables — likely shatter/miscount,ทั้งทัพหนีทีจะยกกลับวกหลัง,,
จึงรอรั้งเรียกทัพกลับตลบ,9,word straddles a beat boundary,จึงรอรั้ง,เรียกทัพกลับ,ตลบ
จะกลับลำเขาก็ล้อมไว้พร้อมเพรียง,10,10 syllables — likely shatter/miscount,จะกลับลำเขาก็ล้อมไว้พร้อมเพรียง,,
ลำที่นั่งอุศเรนได้เอนเอียง,10,10 syllables — likely shatter/miscount,ลำที่นั่งอุศเรนได้เอนเอียง,,
