wak,syllables,flag,guess,a,b,c
จะกลับกล่าวเจ้าพาราการะเวก,10,10 syllables — likely shatter/miscount,จะกลับกล่าวเจ้าพาราการะเวก,,,
หวังภิเษกลูกรักเป็นศักดิ์ศรี,9,word straddles a beat boundary,หวังภิเษก | ลูกรัก | เป็นศักดิ์ศรี,,,
เป็นทุกข์โทมนัสในฤทัยถวิล,10,10 syllables — likely shatter/miscount,เป็นทุกข์โทมนัสในฤทัยถวิล,,,
ด้วยอ่อนกว่าสององค์ลงเป็นน้อง,9,word straddles a beat boundary,ด้วยอ่อนกว่า | สององค์ | ลงเป็นน้อง,,,
กษัตริย์สุริโยไทยปราศรัยสนอง,10,10 syllables — likely shatter/miscount,กษัตริย์สุริโยไทยปราศรัยสนอง,,,
อันเสนีรี้พลพหลทหาร,9,word straddles a beat boundary,อันเสนี | รี้พลพหล | ทหาร,,,
เหมือนจะส่งตรงมากรุงการะเวก,10,10 syllables — likely shatter/miscount,เหมือนจะส่งตรงมากรุงการะเวก,,,
ช่วยอภิเษกสืบสมบัติพัสถาน,10,10 syllables — likely shatter/miscount,ช่วยอภิเษกสืบสมบัติพัสถาน,,,
ช้อยจริตกรีดกระหวัดปัดพระแส้,10,10 syllables — likely shatter/miscount,ช้อยจริตกรีดกระหวัดปัดพระแส้,,,
เหมือนนางเขียนคิ้วค้อมละม่อมละไม,10,10 syllables — likely shatter/miscount,เหมือนนางเขียนคิ้วค้อมละม่อมละไม,,,
สามกษัตริย์ขัตติย์วงศ์ประจงเสวย,10,10 syllables — likely shatter/miscount,สามกษัตริย์ขัตติย์วงศ์ประจงเสวย,,,
ลาปิ่นภพภูวไนยเจ้าไอศวรรย์,10,10 syllables — likely shatter/miscount,ลาปิ่นภพภูวไนยเจ้าไอศวรรย์,,,
ศรีสุวรรณอัคเรศเกษรา,10,10 syllables — likely shatter/miscount,ศรีสุวรรณอัคเรศเกษรา,,,
พระบิตุราชมาตุรงค์ก็ปลงให้,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์ก็ปลงให้,,,
หน่อกษัตริย์จัดตุ๊กตางา,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",หน่อกษัตริย์ | จัดตุ๊กตา | งา,,,
ให้ลูกนุ่งเหมือนหนึ่งลาวสาวเด็กเด็ก,10,10 syllables — likely shatter/miscount,ให้ลูกนุ่งเหมือนหนึ่งลาวสาวเด็กเด็ก,,,
