wak,syllables,flag,a,b,c
ตัดไปตามคลื่นทะเลระเหระหน,10,10 syllables — likely shatter/miscount,ตัดไปตามคลื่นทะเลระเหระหน,,
ครั้นเหลียวกลับแลเขม้นเห็นข้างหลัง,10,10 syllables — likely shatter/miscount,ครั้นเหลียวกลับแลเขม้นเห็นข้างหลัง,,
ชื่อมนต์นิพพารนาแก้อาถรรพณ์,10,10 syllables — likely shatter/miscount,ชื่อมนต์นิพพารนาแก้อาถรรพณ์,,
จะมาหาข้าหรือจะธุระอะไร,10,10 syllables — likely shatter/miscount,จะมาหาข้าหรือจะธุระอะไร,,
จึงทราบสุดซึ่งเล่ห์เสนหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จึงทราบสุด,ซึ่งเล่ห์,เสนหา
ถึงแก่เฒ่าสาวรักอักนิษฐ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ถึงแก่เฒ่า,สาวรัก,อักนิษฐ์
ให้น้องยายอมบ้างเหมือนอย่างใจ,9,word straddles a beat boundary,ให้น้องยา,ยอมบ้างเหมือน,อย่างใจ
อย่าให้คลาดเคลื่อนจำเหมือนคำสอน,9,word straddles a beat boundary,อย่าให้คลาด,เคลื่อนจำเหมือน,คำสอน
เห็นเภตรามาทางนี้บ้างหรือไฉน,10,10 syllables — likely shatter/miscount,เห็นเภตรามาทางนี้บ้างหรือไฉน,,
เหมือนพบพักตร์เสาวคนธ์วิมลโฉม,10,10 syllables — likely shatter/miscount,เหมือนพบพักตร์เสาวคนธ์วิมลโฉม,,
แม้สมนึกสึกชีเหมือนอิเหนา,9,word straddles a beat boundary,แม้สมนึก,สึกชีเหมือน,อิเหนา
ถือไม้เท้าดาวบสจรดประจง,9,word straddles a beat boundary,ถือไม้เท้า,ดาวบสจรด,ประจง
อังคารถึงซึ่งพฤหัสบดี,10,10 syllables — likely shatter/miscount,อังคารถึงซึ่งพฤหัสบดี,,
พี่เลี้ยงเหล่าสาวสุรางค์นางกำนัล,10,10 syllables — likely shatter/miscount,พี่เลี้ยงเหล่าสาวสุรางค์นางกำนัล,,
ฝ่ายนงเยาว์เสาวคนธ์วิมลสมร,10,10 syllables — likely shatter/miscount,ฝ่ายนงเยาว์เสาวคนธ์วิมลสมร,,
ว่าองค์พระอนันตนาคราช,9,word straddles a beat boundary,ว่าองค์พระ,อนันตนาคราช,
เผ่นผงาดมาทางลำแม่น้ำสินธุ์,10,10 syllables — likely shatter/miscount,เผ่นผงาดมาทางลำแม่น้ำสินธุ์,,
จะเป็นศัตรูตรึกนึกไฉน,8,word straddles a beat boundary,จะเป็นศัตรู,ตรึก,นึกไฉน
นาคนั้นกลัวว่าจะได้แก่ไพรี,10,10 syllables — likely shatter/miscount,นาคนั้นกลัวว่าจะได้แก่ไพรี,,
อันศึกเสือเหนือใต้เห็นไม่มี,8,word straddles a beat boundary,อันศึกเสือเหนือใต้,เห็น,ไม่มี
ให้พากันกลับไปเหมือนใจหวัง,10,10 syllables — likely shatter/miscount,ให้พากันกลับไปเหมือนใจหวัง,,
เคยเดินเข้าออกได้เหมือนใจหวัง,9,word straddles a beat boundary,เคยเดินเข้า,ออกได้เหมือน,ใจหวัง
ขอเฝ้าพามาปราสาทเหมือนมาดหมาย,10,10 syllables — likely shatter/miscount,ขอเฝ้าพามาปราสาทเหมือนมาดหมาย,,
แต่ใจพี่เป็นคฤหัสถ์อยู่อัตรา,10,10 syllables — likely shatter/miscount,แต่ใจพี่เป็นคฤหัสถ์อยู่อัตรา,,
กลางวันวุ่นวิ่งเต้นกลับเล่นหนัง,9,word straddles a beat boundary,กลางวันวุ่น,วิ่งเต้นกลับ,เล่นหนัง
เหมือนสองสังวาสสวาทไม่คลาดคลา,10,10 syllables — likely shatter/miscount,เหมือนสองสังวาสสวาทไม่คลาดคลา,,
นางหลับลืมหลงเล่ห์เสนหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",นางหลับลืม,หลงเล่ห์,เสนหา
กลับสงัดเงียบระงับหรือหลับใหล,10,10 syllables — likely shatter/miscount,กลับสงัดเงียบระงับหรือหลับใหล,,
ถนอมสนิทแนบทรวงดวงสมร,9,word straddles a beat boundary,ถนอมสนิท,แนบทรวง,ดวงสมร
กลับโอนอ่อนอัศจรรย์ไม่ทันรู้,10,10 syllables — likely shatter/miscount,กลับโอนอ่อนอัศจรรย์ไม่ทันรู้,,
มาลอยเมฆเหมือนเขาว่าน่าอดสู,10,10 syllables — likely shatter/miscount,มาลอยเมฆเหมือนเขาว่าน่าอดสู,,
บ้างค่อนว่าถ้ากระนั้นก็น่าชัง,10,10 syllables — likely shatter/miscount,บ้างค่อนว่าถ้ากระนั้นก็น่าชัง,,
ต่างหัวร่อต่อกระซิกขิกขิกไป,9,4-syllable word not at วรรค edge,ต่างหัวร่อต่อกระซิกขิกขิกไป,,
เธอมาพบหรือเผอิญกลับเพลินผัว,10,10 syllables — likely shatter/miscount,เธอมาพบหรือเผอิญกลับเพลินผัว,,
มาภิเษกเสียตัวกับผัวเขา,9,word straddles a beat boundary,มาภิเษก,เสียตัว,กับผัวเขา
ฉลาดพร้อมพูดเพราะเสนาะสนอง,9,word straddles a beat boundary,ฉลาดพร้อม,พูดเพราะเสนาะ,สนอง
พระบิตุราชมาตุรงค์ทรงกำสรด,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์ทรงกำสรด,,
ต้องติดตามทรามสวาทเหมือนมาดหมาย,10,10 syllables — likely shatter/miscount,ต้องติดตามทรามสวาทเหมือนมาดหมาย,,
ที่โทษกรณ์ก็รู้จักว่าหนักหนา,10,10 syllables — likely shatter/miscount,ที่โทษกรณ์ก็รู้จักว่าหนักหนา,,
อย่าเพ่อนึกฮึกฮักมิยักง้อ,10,10 syllables — likely shatter/miscount,อย่าเพ่อนึกฮึกฮักมิยักง้อ,,
จึงสึกกลับแปลงนามให้ความหาย,10,10 syllables — likely shatter/miscount,จึงสึกกลับแปลงนามให้ความหาย,,
ฉันมิชวดอยู่หรือกรรมจะทำไฉน,10,10 syllables — likely shatter/miscount,ฉันมิชวดอยู่หรือกรรมจะทำไฉน,,
พระอัคนีศรีสวัสดิ์ดำรัสการ,10,10 syllables — likely shatter/miscount,พระอัคนีศรีสวัสดิ์ดำรัสการ,,
ให้เป็นที่อัคเรศเกศกำนัล,10,10 syllables — likely shatter/miscount,ให้เป็นที่อัคเรศเกศกำนัล,,
เป็นอุปราชราชวังนรังสรรค์,9,word straddles a beat boundary,เป็นอุปราช,ราชวัง,นรังสรรค์
ตรีเมฆนั้นเป็นมหาเสนาบดี,10,10 syllables — likely shatter/miscount,ตรีเมฆนั้นเป็นมหาเสนาบดี,,
เช่นโอรสรักเหมือนลูกช่วยปลูกฝัง,10,10 syllables — likely shatter/miscount,เช่นโอรสรักเหมือนลูกช่วยปลูกฝัง,,
มีโทษกรณ์ผ่อนผันกรุณา,9,word straddles a beat boundary,มีโทษกรณ์,ผ่อนผัน,กรุณา
ให้ยศศักดิ์สมควรอย่าชวนชัง,9,word straddles a beat boundary,ให้ยศศักดิ์,สมควร,อย่าชวนชัง
จะเพิ่มภิญโญไปเหมือนใจหวัง,9,word straddles a beat boundary,จะเพิ่มภิญ,โญไปเหมือน,ใจหวัง
กลับไปยังฝั่งทะเลลงเภตรา,10,10 syllables — likely shatter/miscount,กลับไปยังฝั่งทะเลลงเภตรา,,
จึงทูลว่าข้าคิดเหมือนบิตุเรศ,10,10 syllables — likely shatter/miscount,จึงทูลว่าข้าคิดเหมือนบิตุเรศ,,
พระรับคำอำลากลับมาห้อง,9,word straddles a beat boundary,พระรับคำ,อำลากลับ,มาห้อง
พระอัคนีมิได้ลาสิกขาบท,10,10 syllables — likely shatter/miscount,พระอัคนีมิได้ลาสิกขาบท,,
ด้วยเยาวมาลย์มารยาไม่ลาพรต,9,word straddles a beat boundary,ด้วยเยาวมาลย์,มารยา,ไม่ลาพรต
คิดจะทำตามตำรับให้กลับสึก,10,10 syllables — likely shatter/miscount,คิดจะทำตามตำรับให้กลับสึก,,
นี่แน่ะคะพระบรมสมภาร,8,word straddles a beat boundary,นี่แน่ะคะ,พระบรม,สมภาร
จะบวชไปให้เป็นขรัวใช่ตัวเปล่า,10,10 syllables — likely shatter/miscount,จะบวชไปให้เป็นขรัวใช่ตัวเปล่า,,
