wak,syllables,flag,guess,a,b,c
ขอกล่าวกลับจับเรื่องเมืองวายุภักษ์,10,10 syllables — likely shatter/miscount,ขอกล่าวกลับจับเรื่องเมืองวายุภักษ์,,,
ทั้งคมคายผิดกว่าเหล่าเขาทั้งปวง,10,10 syllables — likely shatter/miscount,ทั้งคมคายผิดกว่าเหล่าเขาทั้งปวง,,,
ต้องไปประณตกราบบังคมก้มเกศา,10,10 syllables — likely shatter/miscount,ต้องไปประณตกราบบังคมก้มเกศา,,,
ฝ่ายเสนามากันหลามตามบาญชี,10,10 syllables — likely shatter/miscount,ฝ่ายเสนามากันหลามตามบาญชี,,,
ทั้งล้าต้าต้นหนพลรบ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทั้งล้าต้า | ต้นหน | พลรบ,,,
กับประยูรญาติวงศ์ในพงศ์พันธุ์,9,4-syllable word not at วรรค edge,กับประยูรญาติวงศ์ในพงศ์พันธุ์,,,
ไปขอพรปรเมเทวฐาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ไปขอพร | ปรเม | เทวฐาน,,,
พร้อมพระญาติรีบครรไลดั่งใจหวัง,10,10 syllables — likely shatter/miscount,พร้อมพระญาติรีบครรไลดั่งใจหวัง,,,
ฝูงปลาวาฬวาฬผุดขึ้นพ่นฟอง,9,word straddles a beat boundary,ฝูงปลาวาฬ | วาฬผุด | ขึ้นพ่นฟอง,,,
เสียดายหนอเป็นมัจฉาในสาชล,10,10 syllables — likely shatter/miscount,เสียดายหนอเป็นมัจฉาในสาชล,,,
แม้นเป็นคนแล้วจะพามาประคอง,10,10 syllables — likely shatter/miscount,แม้นเป็นคนแล้วจะพามาประคอง,,,
การเวกส่งเสียงสำเนียงแจ้ว,7,"7 syllables — ambiguous, [3,2,2] is only a guess",การเวกส่ง | เสียงสำ | เนียงแจ้ว,,,
กินผลไม้ถั่วงาทั้งตาปี,9,word straddles a beat boundary,กินผลไม้ | ถั่วงา | ทั้งตาปี,,,
เหมือนเหมือนกันมีอยู่แต่บูราณ,10,10 syllables — likely shatter/miscount,เหมือนเหมือนกันมีอยู่แต่บูราณ,,,
ที่วัดพระปรเมเทวฐาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ที่วัดพระ | ปรเม | เทวฐาน,,,
มีที่พักศาลาใหญ่ในไพรระหง,10,10 syllables — likely shatter/miscount,มีที่พักศาลาใหญ่ในไพรระหง,,,
ฝรั่งรับกลับมาทูลหน่อกษัตริย์,10,10 syllables — likely shatter/miscount,ฝรั่งรับกลับมาทูลหน่อกษัตริย์,,,
เหมือนพวกพาณิชละม้ายคล้ายคล้ายกัน,10,10 syllables — likely shatter/miscount,เหมือนพวกพาณิชละม้ายคล้ายคล้ายกัน,,,
พฤกษาสูงยูงยางสล้างเสลา,9,word straddles a beat boundary,พฤกษาสูง | ยูงยางสล้าง | เสลา,,,
ทั้งรังรงแคฝอยข่อยพะยอม,9,word straddles a beat boundary,ทั้งรังรง | แคฝอย | ข่อยพะยอม,,,
มะกล่ำมะเกลืออินทนิลส่งกลิ่นหอม,11,11 syllables — likely shatter/miscount,มะกล่ำมะเกลืออินทนิลส่งกลิ่นหอม,,,
มะเฟืองมะไฟแสลงพันจันทน์คณา,10,10 syllables — likely shatter/miscount,มะเฟืองมะไฟแสลงพันจันทน์คณา,,,
ต้นซึกซากปรางปริงกิ่งสาขา,10,10 syllables — likely shatter/miscount,ต้นซึกซากปรางปริงกิ่งสาขา,,,
สนุ่นโสนโพทะเลต้นเพกา,10,10 syllables — likely shatter/miscount,สนุ่นโสนโพทะเลต้นเพกา,,,
แจ้วแจ้วแก้วพลอดบนกิ่งแก้ว,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แจ้วแจ้วแก้ว | พลอดบน | กิ่งแก้ว,,,
ต้นนมนางจับสล้างฝูงนางนวล,10,10 syllables — likely shatter/miscount,ต้นนมนางจับสล้างฝูงนางนวล,,,
ถึงวัดวาน่าเป็นสุขสนุกสบาย,10,10 syllables — likely shatter/miscount,ถึงวัดวาน่าเป็นสุขสนุกสบาย,,,
ฝ่ายหน่อกษัตริย์ภัทวงศ์ตรงไปหา,9,word straddles a beat boundary,ฝ่ายหน่อกษัตริย์ | ภัทวงศ์ | ตรงไปหา,,,
แล้วจะได้ไปบังคมพระปรเมศร์,10,10 syllables — likely shatter/miscount,แล้วจะได้ไปบังคมพระปรเมศร์,,,
กลับสถานจะได้ผ่านพระบุรี,10,10 syllables — likely shatter/miscount,กลับสถานจะได้ผ่านพระบุรี,,,
แล้วสวดมนต์ตามในไสยเวท,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วสวดมนต์ | ตามใน | ไสยเวท,,,
อัญชุลีเทวฤทธิ์วิษณุกรม,9,word straddles a beat boundary,อัญชุลี | เทวฤทธิ์วิษณุ | กรม,,,
องค์มเหศวรเจ้าอย่างกล่าวคำ,8,word straddles a beat boundary,องค์มเหศวร | เจ้า | อย่างกล่าวคำ,,,
ขอพระพรให้ประสิทธิ์เป็นอิสระ,10,10 syllables — likely shatter/miscount,ขอพระพรให้ประสิทธิ์เป็นอิสระ,,,
อธิษฐานการกระทำคำภิปราย,10,10 syllables — likely shatter/miscount,อธิษฐานการกระทำคำภิปราย,,,
จะข้ามแดนสำปันหนาชวาฉวี,10,10 syllables — likely shatter/miscount,จะข้ามแดนสำปันหนาชวาฉวี,,,
ประเดี๋ยวใจเป็นพายุระบุระบัด,10,10 syllables — likely shatter/miscount,ประเดี๋ยวใจเป็นพายุระบุระบัด,,,
ขอให้สมคำข้าเหมือนว่าวอน,9,word straddles a beat boundary,ขอให้สม | คำข้าเหมือน | ว่าวอน,,,
ถึงนครแล้วจะทำดั่งรำพัน,10,10 syllables — likely shatter/miscount,ถึงนครแล้วจะทำดั่งรำพัน,,,
ถือศีลสวดอยู่กับเรือนเหมือนฤๅษี,10,10 syllables — likely shatter/miscount,ถือศีลสวดอยู่กับเรือนเหมือนฤๅษี,,,
ครั้นจะบนบวชบ้างเหมือนอย่างเขา,9,word straddles a beat boundary,ครั้นจะบน | บวชบ้างเหมือน | อย่างเขา,,,
จึ่งบังคับแก่อาณาปรีชาเฉลิม,10,10 syllables — likely shatter/miscount,จึ่งบังคับแก่อาณาปรีชาเฉลิม,,,
พอเจือเจิมกว่าจะได้ไปพารา,10,10 syllables — likely shatter/miscount,พอเจือเจิมกว่าจะได้ไปพารา,,,
ที่ตรงอ่าวลังกามหาสวรรค์,9,word straddles a beat boundary,ที่ตรงอ่าว | ลังกามหา | สวรรค์,,,
อภิวาทแล้วกลับมายังฝั่งมหา,11,11 syllables — likely shatter/miscount,อภิวาทแล้วกลับมายังฝั่งมหา,,,
ได้สิบวันเกิดพายุระบุระบัด,10,10 syllables — likely shatter/miscount,ได้สิบวันเกิดพายุระบุระบัด,,,
ไม่เห็นหนในนทีศีขรินทร์,10,10 syllables — likely shatter/miscount,ไม่เห็นหนในนทีศีขรินทร์,,,
เหมือนว่าขานได้สมมาดปรารถนา,10,10 syllables — likely shatter/miscount,เหมือนว่าขานได้สมมาดปรารถนา,,,
ก็เร่งคนกลับมายังฝั่งสิงขร,10,10 syllables — likely shatter/miscount,ก็เร่งคนกลับมายังฝั่งสิงขร,,,
ฝ่ายพระจอมอิศรามหากษัตริย์,10,10 syllables — likely shatter/miscount,ฝ่ายพระจอมอิศรามหากษัตริย์,,,
ให้กราบทูลภูวไนยเจ้าไอศวรรย์,10,10 syllables — likely shatter/miscount,ให้กราบทูลภูวไนยเจ้าไอศวรรย์,,,
ราษฎรกลัวอาญาฝ่าละออง,10,10 syllables — likely shatter/miscount,ราษฎรกลัวอาญาฝ่าละออง,,,
ความทุกข์ทอดหนักยิ่งกว่าสิงขร,8,word straddles a beat boundary,ความทุกข์ทอด | หนักยิ่งกว่า | สิงขร,,,
พอดำรงเหมือนช่วยชุบอุปถัมภ์,10,10 syllables — likely shatter/miscount,พอดำรงเหมือนช่วยชุบอุปถัมภ์,,,
พระตรัสพลางทางสั่งกรมท่า,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระตรัสพลาง | ทางสั่ง | กรมท่า,,,
แล้วทูลไขข้อคดีต่างปริดิ์เปรม,10,10 syllables — likely shatter/miscount,แล้วทูลไขข้อคดีต่างปริดิ์เปรม,,,
จี่งปราศรัยเสนีด้วยปรีดิ์เปรม,9,word straddles a beat boundary,จี่งปราศรัย | เสนี | ด้วยปรีดิ์เปรม,,,
ดีเหมือนหนึ่งแผ่นฟ้าสุธาสวรรค์,10,10 syllables — likely shatter/miscount,ดีเหมือนหนึ่งแผ่นฟ้าสุธาสวรรค์,,,
ท่านกวาบทูลแต่พระองค์ผู้ทรงธรรม์,10,10 syllables — likely shatter/miscount,ท่านกวาบทูลแต่พระองค์ผู้ทรงธรรม์,,,
พระปิ่นปักภูวนาถราชหงส์,8,word straddles a beat boundary,พระปิ่นปัก | ภูวนาถ | ราชหงส์,,,
ขอบารมีทูลกระหม่อมพระจอมวงศ์,10,10 syllables — likely shatter/miscount,ขอบารมีทูลกระหม่อมพระจอมวงศ์,,,
บรรยายทูลท้าวเล่าแผ่นดิน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",บรรยายทูล | ท้าวเล่า | แผ่นดิน,,,
เครื่องพิณพาทย์กาหลแลดนตรี,9,word straddles a beat boundary,เครื่องพิณพาทย์ | กาหล | แลดนตรี,,,
ก็บทจรสมจิตที่คิดหวัง,9,word straddles a beat boundary,ก็บทจร | สมจิต | ที่คิดหวัง,,,
จอดเข้าเหนือฉนวนน้ำแต่ลำทรง,10,10 syllables — likely shatter/miscount,จอดเข้าเหนือฉนวนน้ำแต่ลำทรง,,,
ฝ่ายเสนาผู้กำกับไปรับเสด็จ,10,10 syllables — likely shatter/miscount,ฝ่ายเสนาผู้กำกับไปรับเสด็จ,,,
สถิตเหนือวอสุวรรณอันบรรจง,10,10 syllables — likely shatter/miscount,สถิตเหนือวอสุวรรณอันบรรจง,,,
เครื่องพิณพาทย์ครื้นเครงวังเวงดัง,9,word straddles a beat boundary,เครื่องพิณพาทย์ | ครื้นเครง | วังเวงดัง,,,
ป่างพระองค์ผู้ดำรงมไหสวรรย์,10,10 syllables — likely shatter/miscount,ป่างพระองค์ผู้ดำรงมไหสวรรย์,,,
จรจรัลออกที่นั่งดั่งถวิล,10,10 syllables — likely shatter/miscount,จรจรัลออกที่นั่งดั่งถวิล,,,
คิดเอาเหมือนญาติวงศ์เป็นพงศ์พันธุ์,9,word straddles a beat boundary,คิดเอาเหมือน | ญาติวงศ์ | เป็นพงศ์พันธุ์,,,
กว่าชีวาจะวอดวายทำลายลาญ,10,10 syllables — likely shatter/miscount,กว่าชีวาจะวอดวายทำลายลาญ,,,
พระตรัสว่าสักห้าวันจึ่งค่อยกลับ,10,10 syllables — likely shatter/miscount,พระตรัสว่าสักห้าวันจึ่งค่อยกลับ,,,
เสวกาพาไปพักตำหนักสวน,11,11 syllables — likely shatter/miscount,เสวกาพาไปพักตำหนักสวน,,,
ทั้งมารยาทสมสกูลประยูรหงส์,11,11 syllables — likely shatter/miscount,ทั้งมารยาทสมสกูลประยูรหงส์,,,
แล้วจัดหานางมากำกับสำรับเชิญ,10,10 syllables — likely shatter/miscount,แล้วจัดหานางมากำกับสำรับเชิญ,,,
ฝ่ายพระจอมนครามหากษัตริย์,10,10 syllables — likely shatter/miscount,ฝ่ายพระจอมนครามหากษัตริย์,,,
องค์เจริญหน่อกษัตริย์ภัทวงศ์,8,word straddles a beat boundary,องค์เจริญ | หน่อกษัตริย์ | ภัทวงศ์,,,
