wak,syllables,flag,a,b,c
ฝ่ายพระองค์ผู้ดำรงราชสมบัติ,10,10 syllables — likely shatter/miscount,ฝ่ายพระองค์ผู้ดำรงราชสมบัติ,,
ให้รุ่งเรืองเมืองเราเหมือนเก่าก่อน,9,word straddles a beat boundary,ให้รุ่งเรือง,เมืองเราเหมือน,เก่าก่อน
มีราชครูผู้ชื่อโลกเชษฐ์,9,word straddles a beat boundary,มีราชครู,ผู้ชื่อ,โลกเชษฐ์
ขอพระชนนีให้ด้วยไมตรี,9,word straddles a beat boundary,ขอพระชนนี,ให้,ด้วยไมตรี
แม้รู้เรื่องเมืองผลึกรมจักร,8,word straddles a beat boundary,แม้รู้เรื่อง,เมืองผลึก,รมจักร
เหมือนสตรีขี้ขลาดไม่อาจหาญ,9,word straddles a beat boundary,เหมือนสตรี,ขี้ขลาด,ไม่อาจหาญ
กลัวเหนื่อยยากอยากจะใคร่ได้สำราญ,10,10 syllables — likely shatter/miscount,กลัวเหนื่อยยากอยากจะใคร่ได้สำราญ,,
ถึงขัดเคืองเมืองผลึกรมจักร,8,word straddles a beat boundary,ถึงขัดเคือง,เมืองผลึก,รมจักร
เขากับเราเล่าก็จะกลัวอะไร,10,10 syllables — likely shatter/miscount,เขากับเราเล่าก็จะกลัวอะไร,,
ใครดีได้ดูกันสมันเกอ,9,word straddles a beat boundary,ใครดีได้,ดูกันสมัน,เกอ
พระตรัสยอหน่อกษัตริย์หัสกัน,8,word straddles a beat boundary,พระตรัสยอ,หน่อกษัตริย์,หัสกัน
แลสล้างสลับสลอนเป็นหงอนหงส์,10,10 syllables — likely shatter/miscount,แลสล้างสลับสลอนเป็นหงอนหงส์,,
พลรบรับโห่ก้องโกลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลรบรับ,โห่ก้อง,โกลา
ปืนจังกาขานกยางสล้างสลับ,10,10 syllables — likely shatter/miscount,ปืนจังกาขานกยางสล้างสลับ,,
จะกลับกล่าวเจ้าพาราการะเวก,10,10 syllables — likely shatter/miscount,จะกลับกล่าวเจ้าพาราการะเวก,,
การภิเษกขัดข้องคิดหมองหมาง,9,word straddles a beat boundary,การภิเษก,ขัดข้อง,คิดหมองหมาง
ไม่หวีผมผัดหน้าเกศาสยาย,9,word straddles a beat boundary,ไม่หวีผม,ผัดหน้าเกศา,สยาย
อากาศลั่นครั่นครื้นเหมือนปืนก้อง,9,word straddles a beat boundary,อากาศลั่น,ครั่นครื้นเหมือน,ปืนก้อง
ตรัสบอกองค์อัคเรศเกศสตรี,10,10 syllables — likely shatter/miscount,ตรัสบอกองค์อัคเรศเกศสตรี,,
พระนึกได้ให้เอาพระเสลี่ยงสุวรรณ,10,10 syllables — likely shatter/miscount,พระนึกได้ให้เอาพระเสลี่ยงสุวรรณ,,
รับสั่งใช้ให้เอาพระเสลี่ยงประดับ,10,10 syllables — likely shatter/miscount,รับสั่งใช้ให้เอาพระเสลี่ยงประดับ,,
ออกมารับคุณเข้าไปในราชฐาน,10,10 syllables — likely shatter/miscount,ออกมารับคุณเข้าไปในราชฐาน,,
ไปตามทางกลางถนนผู้คนกลัว,10,10 syllables — likely shatter/miscount,ไปตามทางกลางถนนผู้คนกลัว,,
ขึ้นบนปรางค์ปราสาทชัยเหมือนใจหวัง,10,10 syllables — likely shatter/miscount,ขึ้นบนปรางค์ปราสาทชัยเหมือนใจหวัง,,
จะเหิมฮึกให้พระลดเสียยศศักดิ์,10,10 syllables — likely shatter/miscount,จะเหิมฮึกให้พระลดเสียยศศักดิ์,,
ข้างต้นร้ายปลายมือกลับรื้อดี,9,word straddles a beat boundary,ข้างต้นร้าย,ปลายมือกลับ,รื้อดี
เหมือนพระรามข้ามสมุทรไปหยุดทัพ,10,10 syllables — likely shatter/miscount,เหมือนพระรามข้ามสมุทรไปหยุดทัพ,,
ต้องสะเดาะเคราห์ชำระพระชาตา,10,10 syllables — likely shatter/miscount,ต้องสะเดาะเคราห์ชำระพระชาตา,,
ท่านผู้เฒ่าที่พึ่งเหมือนหนึ่งหมาย,9,word straddles a beat boundary,ท่านผู้เฒ่า,ที่พึ่งเหมือน,หนึ่งหมาย
ให้มัวเมามืดคลุ้มกลุ้มตลบ,9,word straddles a beat boundary,ให้มัวเมา,มืดคลุ้มกลุ้ม,ตลบ
ออกกลางกึ่งถึงที่ชื่อสะดือสมุทร,10,10 syllables — likely shatter/miscount,ออกกลางกึ่งถึงที่ชื่อสะดือสมุทร,,
พระทรงส่องกล้องสว่างกระจ่างประกาย,10,10 syllables — likely shatter/miscount,พระทรงส่องกล้องสว่างกระจ่างประกาย,,
แล้วแล่นสวนออกไปเข้าใกล้จน,10,10 syllables — likely shatter/miscount,แล้วแล่นสวนออกไปเข้าใกล้จน,,
เหวยฝรั่งอย่างไรจึงไม่หยุด,9,word straddles a beat boundary,เหวยฝรั่ง,อย่างไร,จึงไม่หยุด
อย่าโหยกเหยกขัดข้องไม่ต้องที่,10,10 syllables — likely shatter/miscount,อย่าโหยกเหยกขัดข้องไม่ต้องที่,,
นามกรหัสกันพันธุ์บพิตร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",นามกรหัส,กันพันธุ์,บพิตร
ไม่ควรค้างกลางทะเลเหมือนเสนา,10,10 syllables — likely shatter/miscount,ไม่ควรค้างกลางทะเลเหมือนเสนา,,
