wak,syllables,flag,a,b,c
ฟังกำลังข้าศึกเหมือนนึกหมาย,9,word straddles a beat boundary,ฟังกำลัง,ข้าศึกเหมือน,นึกหมาย
ฉันไปบอกออกว่าองค์พระแม่เจ้า,10,10 syllables — likely shatter/miscount,ฉันไปบอกออกว่าองค์พระแม่เจ้า,,
ประเดี๋ยวนี้อุศเรนมันเกณฑ์ทัพ,10,10 syllables — likely shatter/miscount,ประเดี๋ยวนี้อุศเรนมันเกณฑ์ทัพ,,
ถ้าได้เหมือนแม่ผีเสื้อแล้วเหลือดี,10,10 syllables — likely shatter/miscount,ถ้าได้เหมือนแม่ผีเสื้อแล้วเหลือดี,,
ถึงไพรีสักเท่าไรก็ไม่กลัว,10,10 syllables — likely shatter/miscount,ถึงไพรีสักเท่าไรก็ไม่กลัว,,
สอดสนับเพลากระหนกนุ่งยกแย่ง,9,word straddles a beat boundary,สอดสนับเพลา,กระหนก,นุ่งยกแย่ง
ช่วยจัดแจงจีบวางไว้หางหงส์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ช่วยจัดแจง,จีบวาง,ไว้หางหงส์
คาดปั้นเหน่งเปล่งเม็ดเพชรรัตน์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",คาดปั้นเหน่ง,เปล่งเม็ด,เพชรรัตน์
ใส่เสื้อกลีบจีบเอวสำอางกาย,9,word straddles a beat boundary,ใส่เสื้อกลีบ,จีบเอว,สำอางกาย
ใส่เกราะเพชรโพกผ้าเหมือนมลายู,10,10 syllables — likely shatter/miscount,ใส่เกราะเพชรโพกผ้าเหมือนมลายู,,
ถึงแลดูก็จะแปลกว่าแขกจริง,10,10 syllables — likely shatter/miscount,ถึงแลดูก็จะแปลกว่าแขกจริง,,
กุมาราว่าพระกายเหมือนชายแท้,10,10 syllables — likely shatter/miscount,กุมาราว่าพระกายเหมือนชายแท้,,
เว้นเสียแต่แก้มคางเหมือนอย่างหญิง,9,word straddles a beat boundary,เว้นเสียแต่,แก้มคางเหมือน,อย่างหญิง
เที่ยวเดินดูหมู่พหลพลรบ,8,word straddles a beat boundary,เที่ยวเดินดู,หมู่พหล,พลรบ
ด้วยโฉมตรูรู้พิชัยสงครามครบ,9,4-syllable word not at วรรค edge,ด้วยโฉมตรูรู้พิชัยสงครามครบ,,
ชนวนฟุดไฟวุบเสียงฟุบตึง,10,10 syllables — likely shatter/miscount,ชนวนฟุดไฟวุบเสียงฟุบตึง,,
อุศเรนเห็นทหารข้างด้านเหนือ,11,11 syllables — likely shatter/miscount,อุศเรนเห็นทหารข้างด้านเหนือ,,
ไม่เผาเรือใหญ่ได้เหมือนใจหวัง,9,word straddles a beat boundary,ไม่เผาเรือ,ใหญ่ได้เหมือน,ใจหวัง
ข้างเรืออุศเรนรุกมาทุกที,10,10 syllables — likely shatter/miscount,ข้างเรืออุศเรนรุกมาทุกที,,
จะรักษาไว้ให้มั่นไม่อันตราย,10,10 syllables — likely shatter/miscount,จะรักษาไว้ให้มั่นไม่อันตราย,,
พอลมกล้าฝรั่งข้างอุศเรน,10,10 syllables — likely shatter/miscount,พอลมกล้าฝรั่งข้างอุศเรน,,
ปะทะทัพอุศเรนเจนประจญ,10,10 syllables — likely shatter/miscount,ปะทะทัพอุศเรนเจนประจญ,,
กลับตลบเข้ามาใกล้ไล่พหล,10,10 syllables — likely shatter/miscount,กลับตลบเข้ามาใกล้ไล่พหล,,
พอเรือจดลำทรงองค์อุศเรน,10,10 syllables — likely shatter/miscount,พอเรือจดลำทรงองค์อุศเรน,,
พลไพร่พรั่นตัวกลัวหนักหนา,8,word straddles a beat boundary,พลไพร่พรั่น,ตัวกลัว,หนักหนา
เอาตัวอุศเรนลงลำทรงได้,10,10 syllables — likely shatter/miscount,เอาตัวอุศเรนลงลำทรงได้,,
ฝ่ายพระอภัยมณีกับศรีสุวรรณ,10,10 syllables — likely shatter/miscount,ฝ่ายพระอภัยมณีกับศรีสุวรรณ,,
พจนารถมิให้ช้ำระส่ำระสาย,10,10 syllables — likely shatter/miscount,พจนารถมิให้ช้ำระส่ำระสาย,,
ให้เป็นอัคเรศร่วมเสน่หา,10,10 syllables — likely shatter/miscount,ให้เป็นอัคเรศร่วมเสน่หา,,
พ่อแกล้วกล้าการณรงค์ทรงกำลัง,10,10 syllables — likely shatter/miscount,พ่อแกล้วกล้าการณรงค์ทรงกำลัง,,
แล้วจะมอบขอบขัณฑเสมา,9,word straddles a beat boundary,แล้วจะ,มอบขอบขัณฑ,เสมา
กุมาราว่าสมเด็จพระบิตุราช,10,10 syllables — likely shatter/miscount,กุมาราว่าสมเด็จพระบิตุราช,,
หาไม่เลยแล้วพ่อคุณพ่อบุญลือ,10,10 syllables — likely shatter/miscount,หาไม่เลยแล้วพ่อคุณพ่อบุญลือ,,
พระอภัยไม่รู้ที่จะเจรจา,10,10 syllables — likely shatter/miscount,พระอภัยไม่รู้ที่จะเจรจา,,
อุศเรนเห็นจะเคืองนางโฉมยง,10,10 syllables — likely shatter/miscount,อุศเรนเห็นจะเคืองนางโฉมยง,,
