wak,syllables,flag,guess,a,b,c
จะกล่าวองค์อุศเรนเจนสมุทร,10,10 syllables — likely shatter/miscount,จะกล่าวองค์อุศเรนเจนสมุทร,,,
ราชบุตรเจ้าพาราภาษาสิงหล,10,10 syllables — likely shatter/miscount,ราชบุตรเจ้าพาราภาษาสิงหล,,,
หรือเสียเรือพระที่นั่งกระมังหนา,9,4-syllable word not at วรรค edge,หรือเสียเรือพระที่นั่งกระมังหนา,,,
เห็นเขาใหญ่ในทะเลเหมือนเมฆา,10,10 syllables — likely shatter/miscount,เห็นเขาใหญ่ในทะเลเหมือนเมฆา,,,
อุศเรนทรงส่องกล้องสว่าง,10,10 syllables — likely shatter/miscount,อุศเรนทรงส่องกล้องสว่าง,,,
มาพลัดพรากมิได้เห็นว่าเป็นไฉน,10,10 syllables — likely shatter/miscount,มาพลัดพรากมิได้เห็นว่าเป็นไฉน,,,
พระชลนัยน์ไหลหลั่งลงพรั่งพราย,9,word straddles a beat boundary,พระชลนัยน์ | ไหลหลั่ง | ลงพรั่งพราย,,,
ผู้ใดเลยที่จะเป็นเหมือนเช่นเรา,10,10 syllables — likely shatter/miscount,ผู้ใดเลยที่จะเป็นเหมือนเช่นเรา,,,
พวกลำทรงองค์อุศเรนราช,10,10 syllables — likely shatter/miscount,พวกลำทรงองค์อุศเรนราช,,,
ฝ่ายว่าองค์อุศเรนเจนประจญ,10,10 syllables — likely shatter/miscount,ฝ่ายว่าองค์อุศเรนเจนประจญ,,,
พลนิกรสาวสนมกรมใน,8,word straddles a beat boundary,พลนิกร | สาวสนม | กรมใน,,,
ด้วยมืดค่ำมิได้เห็นว่าเป็นไฉน,10,10 syllables — likely shatter/miscount,ด้วยมืดค่ำมิได้เห็นว่าเป็นไฉน,,,
ต่างปราศรัยไต่ถามนามกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ต่างปราศรัย | ไต่ถาม | นามกร,,,
จะจัดแจงแต่งงานภิเษกศรี,9,word straddles a beat boundary,จะจัดแจง | แต่งงานภิเษก | ศรี,,,
อันพวกเหล่าโหราเหมือนตาโลก,9,word straddles a beat boundary,อันพวกเหล่า | โหราเหมือน | ตาโลก,,,
อุศเรนฟังแถลงไม่แคลงจิต,10,10 syllables — likely shatter/miscount,อุศเรนฟังแถลงไม่แคลงจิต,,,
พระแก่วันชันษากว่าข้านี้,9,word straddles a beat boundary,พระแก่วัน | ชันษากว่า | ข้านี้,,,
พระทัยกลับคิดได้ให้สงสาร,9,word straddles a beat boundary,พระทัยกลับ | คิดได้ | ให้สงสาร,,,
ช่วยส่งพี่เสียให้พ้นทนทรมาน,10,10 syllables — likely shatter/miscount,ช่วยส่งพี่เสียให้พ้นทนทรมาน,,,
เกิดสมสุขสู่สถานพิมานสวรรค์,10,10 syllables — likely shatter/miscount,เกิดสมสุขสู่สถานพิมานสวรรค์,,,
ค่อยประคับประคององค์ด้วยสงสาร,9,4-syllable word not at วรรค edge,ค่อยประคับประคององค์ด้วยสงสาร,,,
พอสุริยงลงลับพยับโพยม,10,10 syllables — likely shatter/miscount,พอสุริยงลงลับพยับโพยม,,,
เขาจุดโคมสายระยางสว่างไสว,10,10 syllables — likely shatter/miscount,เขาจุดโคมสายระยางสว่างไสว,,,
จะถึงฝั่งหรือว่ายังอยู่กลางสมุทร,10,10 syllables — likely shatter/miscount,จะถึงฝั่งหรือว่ายังอยู่กลางสมุทร,,,
ด้วยว่าองค์อุศเรนมาเป็นมิตร,10,10 syllables — likely shatter/miscount,ด้วยว่าองค์อุศเรนมาเป็นมิตร,,,
ชลีหัตถ์อธิษฐานถึงเทวา,10,10 syllables — likely shatter/miscount,ชลีหัตถ์อธิษฐานถึงเทวา,,,
อย่าคลายแคล้วแก้วตาเหมือนอารมณ์,9,word straddles a beat boundary,อย่าคลายแคล้ว | แก้วตาเหมือน | อารมณ์,,,
ให้ได้ชมเชยนางเหมือนอย่างเคย,9,word straddles a beat boundary,ให้ได้ชม | เชยนางเหมือน | อย่างเคย,,,
เหล่าละเมาะเกาะเกียนเหมือนเขียนวาด,9,word straddles a beat boundary,เหล่าละเมาะ | เกาะเกียนเหมือน | เขียนวาด,,,
กับสินสมุทรสุดสุขสนุกสนาน,10,10 syllables — likely shatter/miscount,กับสินสมุทรสุดสุขสนุกสนาน,,,
พระชนนีชี้ชวนชมดารา,9,word straddles a beat boundary,พระชนนี | ชี้ชวน | ชมดารา,,,
นางบอกว่าดาวธงอยู่ตรงนั้น,9,word straddles a beat boundary,นางบอกว่า | ดาวธง | อยู่ตรงนั้น,,,
เขาเรียกดาวยอดมหาจุฬามณี,10,10 syllables — likely shatter/miscount,เขาเรียกดาวยอดมหาจุฬามณี,,,
