wak,syllables,flag,guess,a,b,c
จะกล่าวกลับทัพลังกาอาณาเขต,10,10 syllables — likely shatter/miscount,จะกล่าวกลับทัพลังกาอาณาเขต,,,
การณรงค์กล้าแข็งแรงกำลัง,9,word straddles a beat boundary,การณรงค์ | กล้าแข็ง | แรงกำลัง,,,
ออกต่อตีดูกำลังเหมือนอย่างทูล,10,10 syllables — likely shatter/miscount,ออกต่อตีดูกำลังเหมือนอย่างทูล,,,
บังคมบาทธิบดินทร์ปิ่นไอศูรย์,10,10 syllables — likely shatter/miscount,บังคมบาทธิบดินทร์ปิ่นไอศูรย์,,,
เอาให้วุ่นเหมือนอย่างเช่นเขาเล่นโขน,10,10 syllables — likely shatter/miscount,เอาให้วุ่นเหมือนอย่างเช่นเขาเล่นโขน,,,
พระทรงฟังสังรเสริญท่านครูเฒ่า,11,11 syllables — likely shatter/miscount,พระทรงฟังสังรเสริญท่านครูเฒ่า,,,
ให้เหมือนคำท่านแถลงแห่งอุบาย,10,10 syllables — likely shatter/miscount,ให้เหมือนคำท่านแถลงแห่งอุบาย,,,
คิดจะหักหาญศึกเหมือนตรึกตรอง,9,word straddles a beat boundary,คิดจะหัก | หาญศึกเหมือน | ตรึกตรอง,,,
ป่างพระปิ่นนคราลังกาทวีป,10,10 syllables — likely shatter/miscount,ป่างพระปิ่นนคราลังกาทวีป,,,
ประดังดาษดาทั้งหน้าหลัง,8,word straddles a beat boundary,ประดังดาษดา | ทั้ง | หน้าหลัง,,,
เครื่องอาวุธยุทธภัณฑ์ที่สรรไว้,9,4-syllable word not at วรรค edge,เครื่องอาวุธยุทธภัณฑ์ที่สรรไว้,,,
กูคิดเหมาะเอาได้มิใช่หรือ,9,word straddles a beat boundary,กูคิดเหมาะ | เอาได้ | มิใช่หรือ,,,
อันวิสัยคนฉลาดเหมือนชาติทอง,10,10 syllables — likely shatter/miscount,อันวิสัยคนฉลาดเหมือนชาติทอง,,,
เอาให้สมปรารถนาทั้งข้าไท,10,10 syllables — likely shatter/miscount,เอาให้สมปรารถนาทั้งข้าไท,,,
พอพบปะองค์พระมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พอพบปะ | องค์พระ | มังคลา,,,
ไม่ล่มจมดอกอย่ากลัวช่างหัวมัน,10,10 syllables — likely shatter/miscount,ไม่ล่มจมดอกอย่ากลัวช่างหัวมัน,,,
ให้เรืองฤทธิ์เรืองปัญญาวิชาขยัน,10,10 syllables — likely shatter/miscount,ให้เรืองฤทธิ์เรืองปัญญาวิชาขยัน,,,
ช่วยป้องกันข้าศึกเหมือนตรึกตรา,9,word straddles a beat boundary,ช่วยป้องกัน | ข้าศึกเหมือน | ตรึกตรา,,,
อันแว่นแคว้นแดนดินถิ่นลังกา,9,word straddles a beat boundary,อันแว่นแคว้น | แดนดิน | ถิ่นลังกา,,,
พอม่อยหลับกลับนิมิตผิดทำนอง,10,10 syllables — likely shatter/miscount,พอม่อยหลับกลับนิมิตผิดทำนอง,,,
โองการตรัสกับเสนาบดีศรี,9,4-syllable word not at วรรค edge,โองการตรัสกับเสนาบดีศรี,,,
เราขอเชิญโหราพยากรณ์,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",เราขอเชิญ | โหราพยากรณ์,,,
คงจะเป็นสุขสบายเมื่อปลายมือ,10,10 syllables — likely shatter/miscount,คงจะเป็นสุขสบายเมื่อปลายมือ,,,
ก็ตามเจตนาตรองให้ผ่องใส,9,word straddles a beat boundary,ก็ตามเจตนา | ตรอง | ให้ผ่องใส,,,
กว่าจะถึงภูวไนยรีบไคลคลา,10,10 syllables — likely shatter/miscount,กว่าจะถึงภูวไนยรีบไคลคลา,,,
จะพรรณนาไม่รู้หมดเหลือจดจำ,10,10 syllables — likely shatter/miscount,จะพรรณนาไม่รู้หมดเหลือจดจำ,,,
จะทุ่มเทให้มึงตกระหกกระเหิน,10,10 syllables — likely shatter/miscount,จะทุ่มเทให้มึงตกระหกกระเหิน,,,
