wak,syllables,flag,a,b,c
กับท่านครูผู้ประสิทธิ์ฤทธิไกร,10,10 syllables — likely shatter/miscount,กับท่านครูผู้ประสิทธิ์ฤทธิไกร,,
ฝ่ายนิกรมพรหเมศทูลสนอง,10,10 syllables — likely shatter/miscount,ฝ่ายนิกรมพรหเมศทูลสนอง,,
มารับเสด็จท่านท้าวเข้าในวัง,9,word straddles a beat boundary,มารับเสด็จ,ท่านท้าว,เข้าในวัง
ดั่งกินรีไกรลาสเมื่อนาดกราย,9,word straddles a beat boundary,ดั่งกินรี,ไกรลาส,เมื่อนาดกราย
ด้วยรูปทรงนุชนางเหมือนอย่างหมาย,10,10 syllables — likely shatter/miscount,ด้วยรูปทรงนุชนางเหมือนอย่างหมาย,,
ศัตรูนั้นย่อยยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ศัตรูนั้น,ย่อยยับ,อัปรา
ช่วยสั่งสอนปกเกศเหมือนเชษฐา,9,word straddles a beat boundary,ช่วยสั่งสอน,ปกเกศเหมือน,เชษฐา
ลูกหมายพึ่งบิตุรงค์เหมือนวงศ์วาน,10,10 syllables — likely shatter/miscount,ลูกหมายพึ่งบิตุรงค์เหมือนวงศ์วาน,,
พระโปรดปรานคุณลบภพไกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระโปรดปราน,คุณลบ,ภพไกร
กว่าชีวาตม์ลูกรักจะตักษัย,10,10 syllables — likely shatter/miscount,กว่าชีวาตม์ลูกรักจะตักษัย,,
ขอบารมีทรงเดชปกเกศไป,9,word straddles a beat boundary,ขอบารมี,ทรงเดช,ปกเกศไป
ท้าวทรงฟังสังรเสริญเจริญยศ,11,11 syllables — likely shatter/miscount,ท้าวทรงฟังสังรเสริญเจริญยศ,,
พอสมหมายเปรมปราสถาวร,9,word straddles a beat boundary,พอสมหมาย,เปรมปรา,สถาวร
เห็นสมเจตนาคิดไม่ผิดผัน,9,word straddles a beat boundary,เห็นสมเจตนา,คิด,ไม่ผิดผัน
แจ่มจำรัสพื้นนภางค์สว่างไสว,10,10 syllables — likely shatter/miscount,แจ่มจำรัสพื้นนภางค์สว่างไสว,,
เหมือนกลิ่นนุชสุดสวาทประหลาดนัก,10,10 syllables — likely shatter/miscount,เหมือนกลิ่นนุชสุดสวาทประหลาดนัก,,
แล้วจะได้กลับจังหวัดรัตนา,11,11 syllables — likely shatter/miscount,แล้วจะได้กลับจังหวัดรัตนา,,
เป็นคู่ชมสมวาสนามาแต่เดิม,10,10 syllables — likely shatter/miscount,เป็นคู่ชมสมวาสนามาแต่เดิม,,
ถึงหน่อกษัตริย์ดิ้นโดยให้โหยหวน,9,word straddles a beat boundary,ถึงหน่อกษัตริย์,ดิ้นโดย,ให้โหยหวน
พี่เลี้ยงวิงวอนเข้าชิดสนิทสนม,10,10 syllables — likely shatter/miscount,พี่เลี้ยงวิงวอนเข้าชิดสนิทสนม,,
เอาชีวิตแทนพระคุณการุญสนอง,10,10 syllables — likely shatter/miscount,เอาชีวิตแทนพระคุณการุญสนอง,,
ขอสนองรองบาทากว่าจะตาย,10,10 syllables — likely shatter/miscount,ขอสนองรองบาทากว่าจะตาย,,
จึ่งว่าน้องเหมือนหนึ่งต้องคมอาวุธ,10,10 syllables — likely shatter/miscount,จึ่งว่าน้องเหมือนหนึ่งต้องคมอาวุธ,,
นางฟังสี่พี่เลี้ยงเฉลยฉลอง,9,word straddles a beat boundary,นางฟังสี่,พี่เลี้ยงเฉลย,ฉลอง
เหมือนพี่ช่วยถอนอาวุธช่วยอุดหนุน,10,10 syllables — likely shatter/miscount,เหมือนพี่ช่วยถอนอาวุธช่วยอุดหนุน,,
เหมือนเรือพายเอามาจอดทอดตะพาน,10,10 syllables — likely shatter/miscount,เหมือนเรือพายเอามาจอดทอดตะพาน,,
เธอจะเห็นว่าไปชักสมัครสมาน,10,10 syllables — likely shatter/miscount,เธอจะเห็นว่าไปชักสมัครสมาน,,
แม้นจะพูดพูดแต่ตรงเหมือนวงศ์วาน,10,10 syllables — likely shatter/miscount,แม้นจะพูดพูดแต่ตรงเหมือนวงศ์วาน,,
เหมือนคนบอกสักวาหาอักษร,10,10 syllables — likely shatter/miscount,เหมือนคนบอกสักวาหาอักษร,,
เห็นจะต้องอยู่ช้าเหมือนว่าขาน,9,word straddles a beat boundary,เห็นจะต้อง,อยู่ช้าเหมือน,ว่าขาน
นุ่งสุหรัดดัดจริตติดจะงอน,10,10 syllables — likely shatter/miscount,นุ่งสุหรัดดัดจริตติดจะงอน,,
มีอีเฒ่ากากปลาร้านัยน์ตากลวง,10,10 syllables — likely shatter/miscount,มีอีเฒ่ากากปลาร้านัยน์ตากลวง,,
มันดีดดิ้นนี่กระไรใครจะเหมือน,10,10 syllables — likely shatter/miscount,มันดีดดิ้นนี่กระไรใครจะเหมือน,,
ผัดหน้าเหมือนผีหลอกศอกเป็นปม,9,word straddles a beat boundary,ผัดหน้าเหมือน,ผีหลอก,ศอกเป็นปม
มันยักเยื้องไว้วางเหมือนนางสนม,10,10 syllables — likely shatter/miscount,มันยักเยื้องไว้วางเหมือนนางสนม,,
ถวายกษัตริย์สองพระองค์เหมือนวงศา,11,11 syllables — likely shatter/miscount,ถวายกษัตริย์สองพระองค์เหมือนวงศา,,
ตั้งเทียบเคียงเรียงวางเหมือนอย่างเคย,9,word straddles a beat boundary,ตั้งเทียบเคียง,เรียงวางเหมือน,อย่างเคย
อุราร้อนเหมือนหนึ่งนอนในเปลวไฟ,10,10 syllables — likely shatter/miscount,อุราร้อนเหมือนหนึ่งนอนในเปลวไฟ,,
พี่เหมือนน้ำอำมฤตที่เย็นใส,10,10 syllables — likely shatter/miscount,พี่เหมือนน้ำอำมฤตที่เย็นใส,,
มีโอกาสแล้วจะนำคำเฉลย,10,10 syllables — likely shatter/miscount,มีโอกาสแล้วจะนำคำเฉลย,,
แม้นมิมิดโทษจะกลับเข้าทับถม,10,10 syllables — likely shatter/miscount,แม้นมิมิดโทษจะกลับเข้าทับถม,,
พระพักตร์ผ่องเปล่งฉวีกว่าสีเดิม,10,10 syllables — likely shatter/miscount,พระพักตร์ผ่องเปล่งฉวีกว่าสีเดิม,,
ยิ่งรันทดเสียวฤทัยใครจะเหมือน,10,10 syllables — likely shatter/miscount,ยิ่งรันทดเสียวฤทัยใครจะเหมือน,,
จินตหราโฉมยงอนงค์นุช,9,word straddles a beat boundary,จินตหรา,โฉมยง,อนงค์นุช
ไม่ห่างขวัญแก้วกัลยาณี,8,word straddles a beat boundary,ไม่ห่างขวัญ,แก้วกัลยาณี,
บนบรรจถรณ์แท่นในที่ไสยา,9,word straddles a beat boundary,บนบรรจถรณ์,แท่นใน,ที่ไสยา
เมื่อไรจะแจ้งแสงอุทัยในนภางค์,10,10 syllables — likely shatter/miscount,เมื่อไรจะแจ้งแสงอุทัยในนภางค์,,
จับกระเหม่าเข้าให้ดำสวยสำอาง,10,10 syllables — likely shatter/miscount,จับกระเหม่าเข้าให้ดำสวยสำอาง,,
ถือพานทองรองพระศรีบุหรี่เสวย,10,10 syllables — likely shatter/miscount,ถือพานทองรองพระศรีบุหรี่เสวย,,
เหมือนอย่างเคยสารพัดล้วนจัดสรร,10,10 syllables — likely shatter/miscount,เหมือนอย่างเคยสารพัดล้วนจัดสรร,,
มันจะว่าโง่เง่าเหมือนเท่ารึง,9,word straddles a beat boundary,มันจะว่า,โง่เง่าเหมือน,เท่ารึง
ให้นงลักษณ์แผ่เผือเหมือนเนื้อไข,9,word straddles a beat boundary,ให้นงลักษณ์,แผ่เผือเหมือน,เนื้อไข
ถือประคองกลับเข้าในไอศวรรย์,10,10 syllables — likely shatter/miscount,ถือประคองกลับเข้าในไอศวรรย์,,
เพชรรัตน์แพรวพร่างกระจ่างฉาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เพชรรัตน์แพรว,พร่างกระ,จ่างฉาย
นางพี่เลี้ยงทูลพลันบรรยาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",นางพี่เลี้ยง,ทูลพลัน,บรรยาย
ขอคุ้นเคยในพระองค์เหมือนวงศ์วาน,10,10 syllables — likely shatter/miscount,ขอคุ้นเคยในพระองค์เหมือนวงศ์วาน,,
เห็นเรียบเรียงตามระบอบจึ่งตอบสนอง,10,10 syllables — likely shatter/miscount,เห็นเรียบเรียงตามระบอบจึ่งตอบสนอง,,
น้องหวังพี่ก็เหมือนที่เทพารักษ์,10,10 syllables — likely shatter/miscount,น้องหวังพี่ก็เหมือนที่เทพารักษ์,,
อันสิทธิศักดิ์อยู่ต้นไทรในสิงขร,10,10 syllables — likely shatter/miscount,อันสิทธิศักดิ์อยู่ต้นไทรในสิงขร,,
ไปสมสมรองค์อุษาในธานินทร์,10,10 syllables — likely shatter/miscount,ไปสมสมรองค์อุษาในธานินทร์,,
วายที่ตรอมสมในฤทัยถวิล,9,word straddles a beat boundary,วายที่ตรอม,สมในฤทัย,ถวิล
ฝ่ายนิกรมพรหเมศแกหัวร่อ,10,10 syllables — likely shatter/miscount,ฝ่ายนิกรมพรหเมศแกหัวร่อ,,
ด้วยท้าวไทเธอก็รักสมัครสมาน,10,10 syllables — likely shatter/miscount,ด้วยท้าวไทเธอก็รักสมัครสมาน,,
คงจะสมจิตปองเหมือนของตัว,9,word straddles a beat boundary,คงจะสม,จิตปองเหมือน,ของตัว
ฝ่ายพระนุชบุตรีเกศพัฒน์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายพระนุช,บุตรี,เกศพัฒน์
ประเดี๋ยวหนึ่งเป็นพายุระบุระบัด,10,10 syllables — likely shatter/miscount,ประเดี๋ยวหนึ่งเป็นพายุระบุระบัด,,
สะท้านสะทึกกลางชลาเหลือฝ่าฝืน,10,10 syllables — likely shatter/miscount,สะท้านสะทึกกลางชลาเหลือฝ่าฝืน,,
ทั้งผู้คนตายไม่เหลือเป็นเหยื่อปลา,10,10 syllables — likely shatter/miscount,ทั้งผู้คนตายไม่เหลือเป็นเหยื่อปลา,,
จะกล่าวกลับจับเรื่องนรินทร์รัตน์,9,word straddles a beat boundary,จะกล่าวกลับ,จับเรื่อง,นรินทร์รัตน์
เกรงท้าวไทเธอยังไม่สละสลัด,10,10 syllables — likely shatter/miscount,เกรงท้าวไทเธอยังไม่สละสลัด,,
สถิตแท่นเศวตฉัตรจำรัสไข,10,10 syllables — likely shatter/miscount,สถิตแท่นเศวตฉัตรจำรัสไข,,
แต่รอราช้าสักหน่อยจึงค่อยกลับ,10,10 syllables — likely shatter/miscount,แต่รอราช้าสักหน่อยจึงค่อยกลับ,,
จะพรรณนาไปทุกสิ่งเครื่องปิ้งจี่,10,10 syllables — likely shatter/miscount,จะพรรณนาไปทุกสิ่งเครื่องปิ้งจี่,,
ก็เคยกินกันอยู่กลุ้มทั้งหนุ่มสาว,10,10 syllables — likely shatter/miscount,ก็เคยกินกันอยู่กลุ้มทั้งหนุ่มสาว,,
ตามที่เคยสถิตอยู่แต่บูราณ,10,10 syllables — likely shatter/miscount,ตามที่เคยสถิตอยู่แต่บูราณ,,
ประโคมขานบัดพลีพลีกรรม,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ประโคมขาน,บัดพลี,พลีกรรม
กับสองกษัตริย์รัตนาปรีชาชาญ,10,10 syllables — likely shatter/miscount,กับสองกษัตริย์รัตนาปรีชาชาญ,,
ถวายกษัตริย์ในสกูลประยูรหงส์,11,11 syllables — likely shatter/miscount,ถวายกษัตริย์ในสกูลประยูรหงส์,,
คะนึงนวลเนตรชะม้ายอาลัยวอน,10,10 syllables — likely shatter/miscount,คะนึงนวลเนตรชะม้ายอาลัยวอน,,
หยิบของหวานลืมเสวยเลยตะลึง,10,10 syllables — likely shatter/miscount,หยิบของหวานลืมเสวยเลยตะลึง,,
ศรีสวัสดิ์ลืมเลยเสวยสลา,9,word straddles a beat boundary,ศรีสวัสดิ์,ลืมเลยเสวย,สลา
ลืมเจรจางุ่นง่านรำคาญใจ,9,word straddles a beat boundary,ลืมเจรจา,งุ่นง่าน,รำคาญใจ
เห็นหน่อกษัตริย์ลืมองค์เหมือนหลงใหล,10,10 syllables — likely shatter/miscount,เห็นหน่อกษัตริย์ลืมองค์เหมือนหลงใหล,,
จนภูวไนยเสวยเสร็จสำเร็จการ,10,10 syllables — likely shatter/miscount,จนภูวไนยเสวยเสร็จสำเร็จการ,,
เรียกสองกษัตริย์มาข้างในปราศรัยสาร,10,10 syllables — likely shatter/miscount,เรียกสองกษัตริย์มาข้างในปราศรัยสาร,,
ทั่วตำบลได้เป็นสุขสนุกสบาย,10,10 syllables — likely shatter/miscount,ทั่วตำบลได้เป็นสุขสนุกสบาย,,
ในจังหวัดเหมราชเหมือนหมาดหมาย,10,10 syllables — likely shatter/miscount,ในจังหวัดเหมราชเหมือนหมาดหมาย,,
เหมือนอภิปรายคำบิดาอย่าอาวรณ์,11,11 syllables — likely shatter/miscount,เหมือนอภิปรายคำบิดาอย่าอาวรณ์,,
ชุลีหัตถ์สมประสงค์จำนงสมร,10,10 syllables — likely shatter/miscount,ชุลีหัตถ์สมประสงค์จำนงสมร,,
กว่าชีวีลูกจะวายทำลายลาญ,10,10 syllables — likely shatter/miscount,กว่าชีวีลูกจะวายทำลายลาญ,,
จึ่งว่าพ่อก็ประสงค์เหมือนวงศ์วาน,10,10 syllables — likely shatter/miscount,จึ่งว่าพ่อก็ประสงค์เหมือนวงศ์วาน,,
แก่นุชนางโฉมเฉลาลำเพาพาล,10,10 syllables — likely shatter/miscount,แก่นุชนางโฉมเฉลาลำเพาพาล,,
เกศพัฒน์ลูกเราหนาเจ้าหนา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เกศพัฒน์ลูก,เราหนา,เจ้าหนา
น้องเปรมปราโมทย์ยิ่งกว่าสิ่งไร,8,word straddles a beat boundary,น้องเปรมปรา,โมทย์ยิ่งกว่า,สิ่งไร
แสนเสบยสุขสบายเป็นใหญ่หลวง,10,10 syllables — likely shatter/miscount,แสนเสบยสุขสบายเป็นใหญ่หลวง,,
เหมือนคำพร้องร้องละครว่าเมื่อเอ่ย,10,10 syllables — likely shatter/miscount,เหมือนคำพร้องร้องละครว่าเมื่อเอ่ย,,
ต่างบินสวนไปมาล้อมกากี,10,10 syllables — likely shatter/miscount,ต่างบินสวนไปมาล้อมกากี,,
เหมือนเร่งรถสุริยงให้ส่งแสง,10,10 syllables — likely shatter/miscount,เหมือนเร่งรถสุริยงให้ส่งแสง,,
ไขปทุมธารากระยาสนาน,10,10 syllables — likely shatter/miscount,ไขปทุมธารากระยาสนาน,,
จรุงปนเกสรขจรจาย,9,word straddles a beat boundary,จรุงปน,เกสรขจร,จาย
เพชรรัตน์กูก่องส่องพระฉาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เพชรรัตน์กู,ก่องส่อง,พระฉาย
สนองราชกิจไปดั่งใจถวิล,10,10 syllables — likely shatter/miscount,สนองราชกิจไปดั่งใจถวิล,,
จะสยมพรกษัตริย์กรุงรัตนา,10,10 syllables — likely shatter/miscount,จะสยมพรกษัตริย์กรุงรัตนา,,
