wak,syllables,flag,guess,a,b,c
แกเกรี้ยวกราดเอาแต่ได้ดั่งใจถวิล,10,10 syllables — likely shatter/miscount,แกเกรี้ยวกราดเอาแต่ได้ดั่งใจถวิล,,,
จึงตอบคำธรรมดาทุกธานินทร์,9,4-syllable word not at วรรค edge,จึงตอบคำธรรมดาทุกธานินทร์,,,
กว่าชีวีข้าจะวายทำลายลาญ,10,10 syllables — likely shatter/miscount,กว่าชีวีข้าจะวายทำลายลาญ,,,
บาทหลวงฟังสังรเสริญท้าวโกสัย,11,11 syllables — likely shatter/miscount,บาทหลวงฟังสังรเสริญท้าวโกสัย,,,
กูขอบใจที่มึงรักสมัครสมาน,10,10 syllables — likely shatter/miscount,กูขอบใจที่มึงรักสมัครสมาน,,,
แล้วก็คลี่ดูพลางเหมือนอย่างเคย,9,word straddles a beat boundary,แล้วก็คลี่ | ดูพลางเหมือน | อย่างเคย,,,
แกตั้งจิตอธิษฐานการฝรั่ง,10,10 syllables — likely shatter/miscount,แกตั้งจิตอธิษฐานการฝรั่ง,,,
ก็เสียทีย่อยยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ก็เสียที | ย่อยยับ | อัปรา,,,
ต้องพลัดพรากจากพาราน้ำตากระเด็น,10,10 syllables — likely shatter/miscount,ต้องพลัดพรากจากพาราน้ำตากระเด็น,,,
อกจะแตกเสียแล้วหนาเจ้าข้าเอ๋ย,10,10 syllables — likely shatter/miscount,อกจะแตกเสียแล้วหนาเจ้าข้าเอ๋ย,,,
ฝ่ายโฉมนุชบุษบงอนงค์นาฏ,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมนุชบุษบงอนงค์นาฏ,,,
นึกประหลาดในวิญญาณ์มารศรี,10,10 syllables — likely shatter/miscount,นึกประหลาดในวิญญาณ์มารศรี,,,
เหมือนคราวครั้งเมื่อจะมาแกด่าแช่ง,10,10 syllables — likely shatter/miscount,เหมือนคราวครั้งเมื่อจะมาแกด่าแช่ง,,,
ตั้งกองด่าอยู่จนดึกออกครึกเครง,10,10 syllables — likely shatter/miscount,ตั้งกองด่าอยู่จนดึกออกครึกเครง,,,
ให้ไปแจ้งสังฆราชเหมือนมาดหมาย,10,10 syllables — likely shatter/miscount,ให้ไปแจ้งสังฆราชเหมือนมาดหมาย,,,
ฝ่ายโฉมนุชบุษบงอนงค์สมร,11,11 syllables — likely shatter/miscount,ฝ่ายโฉมนุชบุษบงอนงค์สมร,,,
แล้วให้เชิญกูวไนยไปทั้งสอง,10,10 syllables — likely shatter/miscount,แล้วให้เชิญกูวไนยไปทั้งสอง,,,
ฝ่ายโฉมยงองค์พระมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายโฉมยง | องค์พระ | มังคลา,,,
จะมานอนนิ่งถือเหมือนฤๅษี,9,word straddles a beat boundary,จะมานอน | นิ่งถือเหมือน | ฤๅษี,,,
ไปตีด่านให้เหมือนจิตกูคิดหมาย,10,10 syllables — likely shatter/miscount,ไปตีด่านให้เหมือนจิตกูคิดหมาย,,,
วันพรุ่งนี้พร้อมกันเหมือนสัญญา,9,word straddles a beat boundary,วันพรุ่งนี้ | พร้อมกันเหมือน | สัญญา,,,
เป็นคราวคราวมันนึยมเหมือนลมหวน,10,10 syllables — likely shatter/miscount,เป็นคราวคราวมันนึยมเหมือนลมหวน,,,
เหมือนเอาเบ็ดโยนไปในกระสินธุ์,10,10 syllables — likely shatter/miscount,เหมือนเอาเบ็ดโยนไปในกระสินธุ์,,,
เพราะว่าสิ้นเหยื่อเกี่ยวไม่เหลียวแล,10,10 syllables — likely shatter/miscount,เพราะว่าสิ้นเหยื่อเกี่ยวไม่เหลียวแล,,,
กินหยูกยาดับร้อนพอผ่อนผัน,9,word straddles a beat boundary,กินหยูกยา | ดับร้อน | พอผ่อนผัน,,,
นี่อีแม่รักสะเออะเจ๋อเจ๊อครัน,10,10 syllables — likely shatter/miscount,นี่อีแม่รักสะเออะเจ๋อเจ๊อครัน,,,
อย่าโหยกเหยกห่วงใยในวิถี,10,10 syllables — likely shatter/miscount,อย่าโหยกเหยกห่วงใยในวิถี,,,
มันน่าเกลียดเต็มประดาเหมือนบ้าเลือด,10,10 syllables — likely shatter/miscount,มันน่าเกลียดเต็มประดาเหมือนบ้าเลือด,,,
ช่างหัวมันเป็นไรไปกับบ่าว,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ช่างหัวมัน | เป็นไรไป | กับบ่าว,,,
ใช่มุลนายเป็นเมียเสียอะไร,9,word straddles a beat boundary,ใช่มุลนาย | เป็นเมีย | เสียอะไร,,,
แกว่าช่างมันเป็นไรเหมือนไม้สัก,10,10 syllables — likely shatter/miscount,แกว่าช่างมันเป็นไรเหมือนไม้สัก,,,
เราย้ายท่าให้เหมือนเช่นเขาเล่นโขน,10,10 syllables — likely shatter/miscount,เราย้ายท่าให้เหมือนเช่นเขาเล่นโขน,,,
การนินทาอย่าปรารมภ์เหมือนตมโคลน,10,10 syllables — likely shatter/miscount,การนินทาอย่าปรารมภ์เหมือนตมโคลน,,,
จนเสียความย่อยยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จนเสียความ | ย่อยยับ | อัปรา,,,
ที่การทัพคับใจเหมือนไฟเลีย,9,word straddles a beat boundary,ที่การทัพ | คับใจเหมือน | ไฟเลีย,,,
แต่เอาคนมาลำบากเหมือนทากปลิง,10,10 syllables — likely shatter/miscount,แต่เอาคนมาลำบากเหมือนทากปลิง,,,
แกก็ด่ามากมายหลายประการ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แกก็ด่ามาก | มายหลาย | ประการ,,,
ไม่ชนะเขาจริงหนาเหมือนว่าขาน,10,10 syllables — likely shatter/miscount,ไม่ชนะเขาจริงหนาเหมือนว่าขาน,,,
พระตรึกตรองต้องครางเหมือนอย่างไข้,9,word straddles a beat boundary,พระตรึกตรอง | ต้องครางเหมือน | อย่างไข้,,,
แกเร่งเรียกพวกพหลพลรบ,8,word straddles a beat boundary,แกเร่งเรียก | พวกพหล | พลรบ,,,
เอิกเกริกฤกษ์ดีจะสี่โมง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เอิกเกริกฤกษ์ | ดีจะ | สี่โมง,,,
แล้วตรัสถามครูพักตร์จักรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วตรัสถาม | ครูพักตร์ | จักรา,,,
ตามระบอบกลัวจะขาดศาสนา,10,10 syllables — likely shatter/miscount,ตามระบอบกลัวจะขาดศาสนา,,,
ฝูงกระทิงมหิงสาในป่าดอน,10,10 syllables — likely shatter/miscount,ฝูงกระทิงมหิงสาในป่าดอน,,,
