wak,syllables,flag,a,b,c
ครองนครรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ครองนคร,รมจักร,นัครา
สาวสุรางค์นางสนมประนมน้อม,10,10 syllables — likely shatter/miscount,สาวสุรางค์นางสนมประนมน้อม,,
จนโฉมยงองค์อัครชายา,8,word straddles a beat boundary,จนโฉมยง,องค์อัคร,ชายา
ดูคมขำสำอางเหมือนอย่างหุ่น,9,word straddles a beat boundary,ดูคมขำ,สำอางเหมือน,อย่างหุ่น
พระอัยกีอัยกาเอามาไว้,10,10 syllables — likely shatter/miscount,พระอัยกีอัยกาเอามาไว้,,
ปัจจามิตรเห็นจะมาเหมือนว่าขาน,10,10 syllables — likely shatter/miscount,ปัจจามิตรเห็นจะมาเหมือนว่าขาน,,
เป็นฝ่ายเหนือเผื่อจะเกิดการสงคราม,10,10 syllables — likely shatter/miscount,เป็นฝ่ายเหนือเผื่อจะเกิดการสงคราม,,
จะกินไม่ถึงเดือนเหมือนประมาณ,9,word straddles a beat boundary,จะกินไม่,ถึงเดือนเหมือน,ประมาณ
มิได้จับเรือแพเหมือนแต่หลัง,9,word straddles a beat boundary,มิได้จับ,เรือแพเหมือน,แต่หลัง
ด้วยใจหญิงนิ่งรำพึงตะลึงตะไล,10,10 syllables — likely shatter/miscount,ด้วยใจหญิงนิ่งรำพึงตะลึงตะไล,,
อันพวกพ้องโจรเรือเหมือนเสือกล้า,9,word straddles a beat boundary,อันพวกพ้อง,โจรเรือเหมือน,เสือกล้า
อย่าได้ทรงพระวิตกสะทกสะท้าน,10,10 syllables — likely shatter/miscount,อย่าได้ทรงพระวิตกสะทกสะท้าน,,
เข้าทอดที่ปากน้ำเหมือนคำเรา,9,word straddles a beat boundary,เข้าทอดที่,ปากน้ำเหมือน,คำเรา
เป็นแว่นแคว้นแดนเมืองรมจักร,8,word straddles a beat boundary,เป็นแว่นแคว้น,แดน,เมืองรมจักร
เข้านครเหมือนหนึ่งมาจะค้าขาย,10,10 syllables — likely shatter/miscount,เข้านครเหมือนหนึ่งมาจะค้าขาย,,
จึงทูลความตามจริงเหมือนชิงชัย,9,word straddles a beat boundary,จึงทูลความ,ตามจริงเหมือน,ชิงชัย
พ่อจงไปให้ทัพกลับเสียเถิด,9,word straddles a beat boundary,พ่อจงไป,ให้ทัพกลับ,เสียเถิด
เราจะตีรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เราจะตี,รมจักร,นัครา
พลไกรหิวโหยโรยกำลัง,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",พลไกรหิวโหย,โรย,กำลัง
พระตรัสสั่งเสร็จสรรพกลับมนเทียร,9,word straddles a beat boundary,พระตรัสสั่ง,เสร็จสรรพกลับ,มนเทียร
ตามบาญชีมีไว้ในหอทะเบียน,10,10 syllables — likely shatter/miscount,ตามบาญชีมีไว้ในหอทะเบียน,,
ก็เป็นหลบหลีกตัวเหมือนกลัวเขา,10,10 syllables — likely shatter/miscount,ก็เป็นหลบหลีกตัวเหมือนกลัวเขา,,
แล้วเลือกอัศวราชชาติสินธพ,9,word straddles a beat boundary,แล้วเลือกอัศว,ราช,ชาติสินธพ
เร่งให้รบรุกไปเหมือนใจหวัง,9,word straddles a beat boundary,เร่งให้รบ,รุกไปเหมือน,ใจหวัง
ศรีสุวรรณนั้นก็ขับอัศวราช,10,10 syllables — likely shatter/miscount,ศรีสุวรรณนั้นก็ขับอัศวราช,,
ก็ควบกัณฐัศว์โถมเข้าโจมตี,9,word straddles a beat boundary,ก็ควบกัณฐัศว์,โถม,เข้าโจมตี
ชาวเมืองบุกรุกขึ้นปีนกำแพง,8,word straddles a beat boundary,ชาวเมืองบุกรุก,ขึ้น,ปีนกำแพง
ฝ่ายพระองค์ผู้ดำรงรมจักร,8,word straddles a beat boundary,ฝ่ายพระองค์,ผู้ดำรง,รมจักร
ดูรูปร่างช่างเหมือนพระบิตุราช,10,10 syllables — likely shatter/miscount,ดูรูปร่างช่างเหมือนพระบิตุราช,,
ทหารกลับราบเรียบเงียบสงบ,9,word straddles a beat boundary,ทหารกลับ,ราบเรียบ,เงียบสงบ
ผ่านสมบัติบำรุงราษฎร์ศาสนา,11,11 syllables — likely shatter/miscount,ผ่านสมบัติบำรุงราษฎร์ศาสนา,,
อัญชลีแล้วจะกลับกองทัพไป,11,11 syllables — likely shatter/miscount,อัญชลีแล้วจะกลับกองทัพไป,,
แล้วพิศดูกุมารก็แม้นเหมือน,10,10 syllables — likely shatter/miscount,แล้วพิศดูกุมารก็แม้นเหมือน,,
จะบรรลัยแหลกลาญเหมือนวานนี้,9,word straddles a beat boundary,จะบรรลัย,แหลกลาญเหมือน,วานนี้
อันตัวเราเจ้ากรุงรมจักร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อันตัวเรา,เจ้ากรุง,รมจักร
เห็นธำมรงค์เรือนครุฑบุษรา,9,word straddles a beat boundary,เห็นธำมรงค์,เรือนครุฑ,บุษรา
กุ๋ยกุ๋ยกษัตราน่าไม่อาย,8,word straddles a beat boundary,กุ๋ยกุ๋ยกษัต,รา,น่าไม่อาย
เมื่อกลัวตายไยทะนงมาสงคราม,10,10 syllables — likely shatter/miscount,เมื่อกลัวตายไยทะนงมาสงคราม,,
เพชรรัตน์เรืองเดชของเชษฐา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เพชรรัตน์เรือง,เดชของ,เชษฐา
ซึ่งพระอภัยมณีเป็นพี่ยา,9,4-syllable word not at วรรค edge,ซึ่งพระอภัยมณีเป็นพี่ยา,,
แล้วว่าเจ้าเราพิศดูผิวพรรณ,9,word straddles a beat boundary,แล้วว่าเจ้า,เราพิศดู,ผิวพรรณ
วรพักตร์ผุดผ่องก็หมองศรี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",วรพักตร์ผุด,ผ่องก็,หมองศรี
พระมารดรยังค้างอยู่กลางชลา,10,10 syllables — likely shatter/miscount,พระมารดรยังค้างอยู่กลางชลา,,
พระชนนีเห็นจะคอยละห้อยหา,10,10 syllables — likely shatter/miscount,พระชนนีเห็นจะคอยละห้อยหา,,
ถ้ากระนั้นวันนี้พ่อพาอา,9,word straddles a beat boundary,ถ้ากระนั้น,วันนี้,พ่อพาอา
เร่งป่าวร้องกองทัพกลับวันนี้,9,word straddles a beat boundary,เร่งป่าวร้อง,กองทัพกลับ,วันนี้
จะกลับกล่าวชาวบุรีซึ่งหนีแขก,10,10 syllables — likely shatter/miscount,จะกลับกล่าวชาวบุรีซึ่งหนีแขก,,
แต่งบรรณาการไปให้ไพรี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แต่งบรรณาการ,ไปให้,ไพรี
เสียลูกเขยคนนี้เหมือนชีวิต,9,word straddles a beat boundary,เสียลูกเขย,คนนี้เหมือน,ชีวิต
เห็นสามกษัตริย์ซบพักตร์เข้าผลักไส,9,word straddles a beat boundary,เห็นสามกษัตริย์,ซบพักตร์,เข้าผลักไส
พระอัยกาว่าตายแล้วยายเอ๋ย,9,word straddles a beat boundary,พระอัยกา,ว่าตาย,แล้วยายเอ๋ย
พระอัยกีตีทรวงสะอื้นไห้,9,word straddles a beat boundary,พระอัยกี,ตีทรวง,สะอื้นไห้
สะอึกสะอื้นฝืนดำรงองค์ระทวย,10,10 syllables — likely shatter/miscount,สะอึกสะอื้นฝืนดำรงองค์ระทวย,,
