wak,syllables,flag,guess,a,b,c
ไปหาพระสังฆราชผู้บาทหลวง,9,4-syllable word not at วรรค edge,ไปหาพระสังฆราชผู้บาทหลวง,,,
ขุนนางแห่แต่ล้วนดาบกำซาบสะพาย,10,10 syllables — likely shatter/miscount,ขุนนางแห่แต่ล้วนดาบกำซาบสะพาย,,,
พอเหยียบบันไดไพล่พลิกเสียงกริกกร่าง,10,10 syllables — likely shatter/miscount,พอเหยียบบันไดไพล่พลิกเสียงกริกกร่าง,,,
มาอารามรูปทำไมเจ้าไอศวรรย์,10,10 syllables — likely shatter/miscount,มาอารามรูปทำไมเจ้าไอศวรรย์,,,
ข้าพเจ้าเอาชีวิตอุทิศถวาย,11,11 syllables — likely shatter/miscount,ข้าพเจ้าเอาชีวิตอุทิศถวาย,,,
ทั้งร่างกายกว่าชีวาตม์จะขาดสูญ,11,11 syllables — likely shatter/miscount,ทั้งร่างกายกว่าชีวาตม์จะขาดสูญ,,,
ให้ฉลาดเหลือเอกเหมือนเมขลา,10,10 syllables — likely shatter/miscount,ให้ฉลาดเหลือเอกเหมือนเมขลา,,,
กลเม็ดเหมือนอย่างกริชที่มิดฝัก,10,10 syllables — likely shatter/miscount,กลเม็ดเหมือนอย่างกริชที่มิดฝัก,,,
กว่าพวกพลจะได้คล่องถึงสองปี,10,10 syllables — likely shatter/miscount,กว่าพวกพลจะได้คล่องถึงสองปี,,,
เหมือนกลแร้วจะได้ดักฝูงปักษี,10,10 syllables — likely shatter/miscount,เหมือนกลแร้วจะได้ดักฝูงปักษี,,,
จึงพ่วงพีมีกำลังเหมือนดังอูฐ,10,10 syllables — likely shatter/miscount,จึงพ่วงพีมีกำลังเหมือนดังอูฐ,,,
ไว้ผมปรกปกไหล่เหมือนไฟลน,9,word straddles a beat boundary,ไว้ผมปรก | ปกไหล่เหมือน | ไฟลน,,,
อึกทึกตึกตั้งด้วยมั่งมี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อึกทึกตึก | ตั้งด้วย | มั่งมี,,,
ถวายต่างบุปผาบรรณาการ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ถวายต่าง | บุปผา | บรรณาการ,,,
ถวายรูปกระดาษราชสาร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ถวายรูป | กระดาษ | ราชสาร,,,
หมอเข้าแก้แต่อังสาถึงขาตะไกร,10,10 syllables — likely shatter/miscount,หมอเข้าแก้แต่อังสาถึงขาตะไกร,,,
จึงค่อยได้สมประดีกลับคลี่ชม,10,10 syllables — likely shatter/miscount,จึงค่อยได้สมประดีกลับคลี่ชม,,,
นวลละอองสองแก้มเหมือนแย้มยิ้ม,9,word straddles a beat boundary,นวลละออง | สองแก้มเหมือน | แย้มยิ้ม,,,
แม่งามเหมือนเดือนเพ็งช่างเปล่งผิว,9,word straddles a beat boundary,แม่งามเหมือน | เดือนเพ็ง | ช่างเปล่งผิว,,,
เสวยราชย์ลังกามหาศวรรย์,9,word straddles a beat boundary,เสวยราชย์ | ลังกามหา | ศวรรย์,,,
ถึงองค์ท้าวเจ้าประเทศเหมือนเชษฐา,10,10 syllables — likely shatter/miscount,ถึงองค์ท้าวเจ้าประเทศเหมือนเชษฐา,,,
สืบกษัตริย์สุริย์วงศ์ดำรงสถาน,10,10 syllables — likely shatter/miscount,สืบกษัตริย์สุริย์วงศ์ดำรงสถาน,,,
เจ้าละมานเหมือนจะเหาะหัวเราะคัก,10,10 syllables — likely shatter/miscount,เจ้าละมานเหมือนจะเหาะหัวเราะคัก,,,
แม้นห่างกันพรั่นตัวเหมือนกลัวงู,10,10 syllables — likely shatter/miscount,แม้นห่างกันพรั่นตัวเหมือนกลัวงู,,,
ยิ่งดีใจจะได้กลัวทั่วแผ่นดิน,10,10 syllables — likely shatter/miscount,ยิ่งดีใจจะได้กลัวทั่วแผ่นดิน,,,
แล้วทรงเสื้อสวมปิดสนิทถนอม,9,word straddles a beat boundary,แล้วทรงเสื้อ | สวมปิดสนิท | ถนอม,,,
ให้พร้อมพรักพระที่นั่งเหมือนสั่งไว้,10,10 syllables — likely shatter/miscount,ให้พร้อมพรักพระที่นั่งเหมือนสั่งไว้,,,
ถึงนาทีตีระฆังเสียงหงั่งเหง่ง,11,11 syllables — likely shatter/miscount,ถึงนาทีตีระฆังเสียงหงั่งเหง่ง,,,
ฝ่ายโฉมยงองค์ละเวงวัณฬาสมร,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมยงองค์ละเวงวัณฬาสมร,,,
ดังอนงค์นางฟ้าสุราลัย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ดังอนงค์ | นางฟ้าสุ | ราลัย,,,
เจ้าละมานลานจิตพิศเพ่ง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เจ้าละมาน | ลานจิต | พิศเพ่ง,,,
