wak,syllables,flag,a,b,c
จะกล่าวผู้รู้วิชากับวายุพัฒน์,10,10 syllables — likely shatter/miscount,จะกล่าวผู้รู้วิชากับวายุพัฒน์,,
เจ้าเมืองเซ็นเป็นทมิฬชื่อกบิลละ,10,10 syllables — likely shatter/miscount,เจ้าเมืองเซ็นเป็นทมิฬชื่อกบิลละ,,
ลักษณะเหมือนกระบี่ตามวิสัย,10,10 syllables — likely shatter/miscount,ลักษณะเหมือนกระบี่ตามวิสัย,,
ผมนั้นไว้ไปล่เหมือนลิงทั้งหญิงชาย,10,10 syllables — likely shatter/miscount,ผมนั้นไว้ไปล่เหมือนลิงทั้งหญิงชาย,,
เจ้าเมืองกบิลละเหลือประจญ,8,word straddles a beat boundary,เจ้าเมืองกบิล,ละ,เหลือประจญ
กระดูกกระเดี้ยวเหนี่ยวแย่งขาแข้งหัก,10,10 syllables — likely shatter/miscount,กระดูกกระเดี้ยวเหนี่ยวแย่งขาแข้งหัก,,
กลับมาเห็นยักษ์กลัวยืนตัวแข็ง,10,10 syllables — likely shatter/miscount,กลับมาเห็นยักษ์กลัวยืนตัวแข็ง,,
เสียงยักษ์ร้องก้องอึงเหมือนหนึ่งอูฐ,9,word straddles a beat boundary,เสียงยักษ์ร้อง,ก้องอึงเหมือน,หนึ่งอูฐ
พระจิกหัวยักษ์ลากกระชากมา,9,word straddles a beat boundary,พระจิกหัว,ยักษ์ลากกระชาก,มา
ด้วยคนคิดเข็ดยักษ์กลัวหนักหนา,9,word straddles a beat boundary,ด้วยคนคิด,เข็ดยักษ์กลัว,หนักหนา
รู้ว่าเป็นบุญของศิษย์เหมือนคิดหมาย,10,10 syllables — likely shatter/miscount,รู้ว่าเป็นบุญของศิษย์เหมือนคิดหมาย,,
จะฆ่าฟันมันก็ยากต้องตรากตรึง,10,10 syllables — likely shatter/miscount,จะฆ่าฟันมันก็ยากต้องตรากตรึง,,
ฝ่ายนางผีเสื้อเนื้อเป็นหินสิ้นไฟธาตุ,10,10 syllables — likely shatter/miscount,ฝ่ายนางผีเสื้อเนื้อเป็นหินสิ้นไฟธาตุ,,
เป็นปิศาจชาติยักษ์ยังรักหลาน,9,word straddles a beat boundary,เป็นปิศาจ,ชาติยักษ์,ยังรักหลาน
จงกล่อมเกลี้ยงไว้ใช้กำลัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จงกล่อมเกลี้ยง,ไว้ใช้,กำลัง
