wak,syllables,flag,guess,a,b,c
พร้อมพระญาติเผ่าพงศ์พวกวงศา,9,word straddles a beat boundary,พร้อมพระญาติ | เผ่าพงศ์ | พวกวงศา,,,
ฤทธิรุทรเรี่ยวแรงเข้มแข็งขัน,10,10 syllables — likely shatter/miscount,ฤทธิรุทรเรี่ยวแรงเข้มแข็งขัน,,,
เครี่องสาตราถ้วนทั่วทุกตัวคน,10,10 syllables — likely shatter/miscount,เครี่องสาตราถ้วนทั่วทุกตัวคน,,,
จะยิงปืนไม่ถนัดกระจัดกระจาย,10,10 syllables — likely shatter/miscount,จะยิงปืนไม่ถนัดกระจัดกระจาย,,,
ถอยมาตั้งชายทะเลระเหระหน,10,10 syllables — likely shatter/miscount,ถอยมาตั้งชายทะเลระเหระหน,,,
คิดผ่อนปรนที่จะกลับกองทัพไป,10,10 syllables — likely shatter/miscount,คิดผ่อนปรนที่จะกลับกองทัพไป,,,
จึ่งจะสิ้นเคราะห์กรรมเหมือนคำกล่าว,9,word straddles a beat boundary,จึ่งจะสิ้น | เคราะห์กรรมเหมือน | คำกล่าว,,,
อันเรื่องราวเช่นเขาว่าตำราโหร,10,10 syllables — likely shatter/miscount,อันเรื่องราวเช่นเขาว่าตำราโหร,,,
แล้วหยิบโยนเสียในน้ำดั่งตำรา,10,10 syllables — likely shatter/miscount,แล้วหยิบโยนเสียในน้ำดั่งตำรา,,,
แม้นกลับไปได้ถึงฝั่งเกาะลังกา,10,10 syllables — likely shatter/miscount,แม้นกลับไปได้ถึงฝั่งเกาะลังกา,,,
แม้นมิถึงลังกาเหมือนอาวรณ์,9,word straddles a beat boundary,แม้นมิถึง | ลังกาเหมือน | อาวรณ์,,,
เหมือนเราว่าจะสะเดาะให้เคราะห์คลาย,10,10 syllables — likely shatter/miscount,เหมือนเราว่าจะสะเดาะให้เคราะห์คลาย,,,
จึ่งรำพึงโดยฉบับตำหรับตำรา,10,10 syllables — likely shatter/miscount,จึ่งรำพึงโดยฉบับตำหรับตำรา,,,
จะยากเย็นมิได้กลัวจะคั่วหลอม,10,10 syllables — likely shatter/miscount,จะยากเย็นมิได้กลัวจะคั่วหลอม,,,
เดชะบุญจะได้ไปเหมือนใจจง,10,10 syllables — likely shatter/miscount,เดชะบุญจะได้ไปเหมือนใจจง,,,
บาทหลวงแค้นเต็มประดาเหมือนยาพิษ,10,10 syllables — likely shatter/miscount,บาทหลวงแค้นเต็มประดาเหมือนยาพิษ,,,
จะล้างผลาญอ้ายเหล่านี้ที่ไม่กลัว,10,10 syllables — likely shatter/miscount,จะล้างผลาญอ้ายเหล่านี้ที่ไม่กลัว,,,
อาทิตย์ส่องในนภางค์เหมือนอย่างเย็น,10,10 syllables — likely shatter/miscount,อาทิตย์ส่องในนภางค์เหมือนอย่างเย็น,,,
พอสุริเยนทร์เด่นดวงช่วงนภางค์,9,word straddles a beat boundary,พอสุริเยนทร์ | เด่นดวง | ช่วงนภางค์,,,
เอาให้มันย่อยยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เอาให้มัน | ย่อยยับ | อัปรา,,,
เอาเข็มตั้งข้างอิสานต่อบูรพทิศ,10,10 syllables — likely shatter/miscount,เอาเข็มตั้งข้างอิสานต่อบูรพทิศ,,,
ไปข้างเหนือลมจัดถนัดใบ,9,word straddles a beat boundary,ไปข้างเหนือ | ลมจัด | ถนัดใบ,,,
จะอัสดงลับเงาเขาไสว,9,word straddles a beat boundary,จะอัสดง | ลับเงา | เขาไสว,,,
ฉวยมันบุกรุกรบหลบไม่ได้,8,word straddles a beat boundary,ฉวยมันบุกรุก | รบ | หลบไม่ได้,,,
ที่ช่องแคบชายกระสินธุ์บังหินผา,10,10 syllables — likely shatter/miscount,ที่ช่องแคบชายกระสินธุ์บังหินผา,,,
ฉวัดเฉวียนบนอากาศดาษดา,10,10 syllables — likely shatter/miscount,ฉวัดเฉวียนบนอากาศดาษดา,,,
บ้างขึ้นเกาะเสาะหาผลาผล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",บ้างขึ้นเกาะ | เสาะหา | ผลาผล,,,
เข้ามาสั่งเองจงไปข้างฝ่ายเหนือ,10,10 syllables — likely shatter/miscount,เข้ามาสั่งเองจงไปข้างฝ่ายเหนือ,,,
เทพจินดารัตน์กษัตรา,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",เทพจินดา | รัตน์กษัต | รา,,,
จงรีบกลับไปแอบอิงริมสิงขร,10,10 syllables — likely shatter/miscount,จงรีบกลับไปแอบอิงริมสิงขร,,,
อันเรือเราเล่าก็เล็กเหมือนเด็กน้อย,10,10 syllables — likely shatter/miscount,อันเรือเราเล่าก็เล็กเหมือนเด็กน้อย,,,
บาทหลวงเห็นเภตรากลับมาพลัน,9,word straddles a beat boundary,บาทหลวงเห็น | เภตรากลับ | มาพลัน,,,
