wak,syllables,flag,a,b,c
บอกกรมวังสั่งเวรเกณฑ์ทหาร,9,word straddles a beat boundary,บอกกรมวัง,สั่งเวร,เกณฑ์ทหาร
พวกไปทัพสับสนหาบขนของ,9,word straddles a beat boundary,พวกไปทัพ,สับสนหาบ,ขนของ
ให้ซักเหล่าสาวสุรางค์พวกข้างใน,10,10 syllables — likely shatter/miscount,ให้ซักเหล่าสาวสุรางค์พวกข้างใน,,
พระราชบุตรอยู่ดงตาลด่านสิงขร,10,10 syllables — likely shatter/miscount,พระราชบุตรอยู่ดงตาลด่านสิงขร,,
ระทวยทับธิดารำภาสะหรี,10,10 syllables — likely shatter/miscount,ระทวยทับธิดารำภาสะหรี,,
แต่ลีวันนั้นว่าเพราะพระสังฆราช,10,10 syllables — likely shatter/miscount,แต่ลีวันนั้นว่าเพราะพระสังฆราช,,
ถ้าไปห้ามปรามพระมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ถ้าไปห้าม,ปรามพระ,มังคลา
กลัวแต่ที่เธอไม่วอนไม่อ่อนตาม,10,10 syllables — likely shatter/miscount,กลัวแต่ที่เธอไม่วอนไม่อ่อนตาม,,
นางวัณฬาว่าไม่ฟังพระสังฆราช,10,10 syllables — likely shatter/miscount,นางวัณฬาว่าไม่ฟังพระสังฆราช,,
แล้วสั่งกรมวังว่าอย่าช้าที,9,word straddles a beat boundary,แล้วสั่งกรมวัง,ว่า,อย่าช้าที
เร็วเร็วเข้าเราจะไปเหมือนใจหวัง,10,10 syllables — likely shatter/miscount,เร็วเร็วเข้าเราจะไปเหมือนใจหวัง,,
พวกท้าวนางต่างประหม่าละล้าละลัง,10,10 syllables — likely shatter/miscount,พวกท้าวนางต่างประหม่าละล้าละลัง,,
กรมวังวิ่งพัลวันไป,8,word straddles a beat boundary,กรมวัง,วิ่งพัลวัน,ไป
ถึงด่านเข้าเฝ้าพระมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ถึงด่านเข้า,เฝ้าพระ,มังคลา
ที่พวกผลึกรมจักรซึ่งกักขัง,9,word straddles a beat boundary,ที่พวกผลึก,รมจักร,ซึ่งกักขัง
ฝ่ายนายหมวดตรวจกำกับกำชับกำชา,10,10 syllables — likely shatter/miscount,ฝ่ายนายหมวดตรวจกำกับกำชับกำชา,,
แล้วตรัสถามตามระแวงแคลงวิญญาณ์,10,10 syllables — likely shatter/miscount,แล้วตรัสถามตามระแวงแคลงวิญญาณ์,,
ร้องถามชายนายขอเฝ้าพระเสาวนีย์,10,10 syllables — likely shatter/miscount,ร้องถามชายนายขอเฝ้าพระเสาวนีย์,,
โทษจะมีเหมือนขบถประทษร้าย,10,10 syllables — likely shatter/miscount,โทษจะมีเหมือนขบถประทษร้าย,,
กลัวจะต้องโทษกรณ์พูดผ่อนผัน,10,10 syllables — likely shatter/miscount,กลัวจะต้องโทษกรณ์พูดผ่อนผัน,,
เข้าห้องผลัดเครื่องประดับสำหรับทหาร,10,10 syllables — likely shatter/miscount,เข้าห้องผลัดเครื่องประดับสำหรับทหาร,,
อันองค์พระมเหสีบุตรีผลึก,10,10 syllables — likely shatter/miscount,อันองค์พระมเหสีบุตรีผลึก,,
จงทราบความตามจะโปรดที่โทษทัณฑ์,10,10 syllables — likely shatter/miscount,จงทราบความตามจะโปรดที่โทษทัณฑ์,,
ฝ่ายโฉมยงองค์วัณฬารำภาสะหรี,11,11 syllables — likely shatter/miscount,ฝ่ายโฉมยงองค์วัณฬารำภาสะหรี,,
ผู้เฒ่านั้นนำไปเหมือนใจจง,9,word straddles a beat boundary,ผู้เฒ่านั้น,นำไปเหมือน,ใจจง
เห็นโฉมยงองค์ละเวงกลัวเกรงครัน,10,10 syllables — likely shatter/miscount,เห็นโฉมยงองค์ละเวงกลัวเกรงครัน,,
แล้วถอดหมวกเหมือนไหว้เจ้าไอศวรรย์,10,10 syllables — likely shatter/miscount,แล้วถอดหมวกเหมือนไหว้เจ้าไอศวรรย์,,
เข้ากราบลงตรงที่เพลาพี่นาง,9,word straddles a beat boundary,เข้ากราบลง,ตรงที่เพลา,พี่นาง
สาพิภักดิ์รักพี่เหมือนชีวัน,9,word straddles a beat boundary,สาพิภักดิ์,รักพี่เหมือน,ชีวัน
เหมือนลูกพี่มิได้ว่าแม่อาธรรม์,10,10 syllables — likely shatter/miscount,เหมือนลูกพี่มิได้ว่าแม่อาธรรม์,,
ทั้งสองนางต่างสลดกำสรดสะอื้น,10,10 syllables — likely shatter/miscount,ทั้งสองนางต่างสลดกำสรดสะอื้น,,
เรียกเอาน้ำหอมชโลมโสรจโซมสรง,10,10 syllables — likely shatter/miscount,เรียกเอาน้ำหอมชโลมโสรจโซมสรง,,
ไปส่งที่เมืองใหม่เหมือนใจหวัง,9,word straddles a beat boundary,ไปส่งที่,เมืองใหม่เหมือน,ใจหวัง
สุมาลีดีใจปราศรัยสนอง,9,word straddles a beat boundary,สุมาลี,ดีใจปราศรัย,สนอง
แต่ตัวข้านี้ได้โปรดยกโทษทัณฑ์,10,10 syllables — likely shatter/miscount,แต่ตัวข้านี้ได้โปรดยกโทษทัณฑ์,,
มาหลงโกรธแม่วัณฬารำภาสะหรี,11,11 syllables — likely shatter/miscount,มาหลงโกรธแม่วัณฬารำภาสะหรี,,
อย่าโกรธเลยลูกเต้าเหมือนเผ่าพันธุ์,9,word straddles a beat boundary,อย่าโกรธเลย,ลูกเต้าเหมือน,เผ่าพันธุ์
รำภาสะหรีมียศร่วมรถา,10,10 syllables — likely shatter/miscount,รำภาสะหรีมียศร่วมรถา,,
พวกไพร่พลคนผลึกรมจักร,8,word straddles a beat boundary,พวกไพร่พล,คนผลึก,รมจักร
รักษาเขตคอยเสด็จจนเสร็จกลับ,10,10 syllables — likely shatter/miscount,รักษาเขตคอยเสด็จจนเสร็จกลับ,,
ขณะนั้นวัณฬารำภาสะหรี,10,10 syllables — likely shatter/miscount,ขณะนั้นวัณฬารำภาสะหรี,,
พวกอ้ายอกตัญญูเหมือนงูพิษ,10,10 syllables — likely shatter/miscount,พวกอ้ายอกตัญญูเหมือนงูพิษ,,
เดี๋ยวนี้พระจะกลับบังคับบัญชา,10,10 syllables — likely shatter/miscount,เดี๋ยวนี้พระจะกลับบังคับบัญชา,,
