wak,syllables,flag,a,b,c
ครั้นถึงพิธีถีบชิงช้ายัมพาวาย,10,10 syllables — likely shatter/miscount,ครั้นถึงพิธีถีบชิงช้ายัมพาวาย,,
ชื่อพิรุณเภรินกระสินธุ์สหาย,11,11 syllables — likely shatter/miscount,ชื่อพิรุณเภรินกระสินธุ์สหาย,,
ด้วยมาโนชน้อมประณตบทศรี,10,10 syllables — likely shatter/miscount,ด้วยมาโนชน้อมประณตบทศรี,,
นางตั้งพานขันน้ำทำปริศนา,10,10 syllables — likely shatter/miscount,นางตั้งพานขันน้ำทำปริศนา,,
จะแอบแฝงฝากรักสมัครสมาน,10,10 syllables — likely shatter/miscount,จะแอบแฝงฝากรักสมัครสมาน,,
จะพาไปให้ถึงเหมือนหนึ่งนึก,9,word straddles a beat boundary,จะพาไป,ให้ถึงเหมือน,หนึ่งนึก
จึ่งชำระสระสนานสำราญกาย,10,10 syllables — likely shatter/miscount,จึ่งชำระสระสนานสำราญกาย,,
พอพบเห็นเจนธนูครูก็กลับ,10,10 syllables — likely shatter/miscount,พอพบเห็นเจนธนูครูก็กลับ,,
พินิจนางช่างแฉล้มเหมือนแย้มยิ้ม,10,10 syllables — likely shatter/miscount,พินิจนางช่างแฉล้มเหมือนแย้มยิ้ม,,
นางหวาดไหวหวีดฟื้นกลับตื่นนอน,9,word straddles a beat boundary,นางหวาดไหว,หวีดฟื้นกลับ,ตื่นนอน
จนแก้มช้ำกรรมเอ๋ยกรรมจะทำไฉน,10,10 syllables — likely shatter/miscount,จนแก้มช้ำกรรมเอ๋ยกรรมจะทำไฉน,,
ร่วมภิเษกเอกองค์อุปราช,9,word straddles a beat boundary,ร่วมภิเษก,เอกองค์,อุปราช
จะตามใจไม่ขัดอัธยา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะตามใจ,ไม่ขัด,อัธยา
ถ้าแม้นว่าผัวมีเหมือนชีวัน,9,word straddles a beat boundary,ถ้าแม้นว่า,ผัวมีเหมือน,ชีวัน
จะหาไหนได้เหมือนน้องละอองนวล,10,10 syllables — likely shatter/miscount,จะหาไหนได้เหมือนน้องละอองนวล,,
พอเสร็จการแล้วจะกลับมารับน้อง,11,11 syllables — likely shatter/miscount,พอเสร็จการแล้วจะกลับมารับน้อง,,
ให้น้องครองสัจจังเหมือนดังใจ,9,word straddles a beat boundary,ให้น้องครอง,สัจจังเหมือน,ดังใจ
ตามแต่พระจะประจานหม่อมฉันไฉน,10,10 syllables — likely shatter/miscount,ตามแต่พระจะประจานหม่อมฉันไฉน,,
ลงแหวกกลีบเกลือกกลั้วกลิ่นบัวผัน,9,word straddles a beat boundary,ลงแหวกกลีบ,เกลือกกลั้ว,กลิ่นบัวผัน
ฟ้าก็ลั่นก้องกระหึมครึกครึมคราง,12,12 syllables — likely shatter/miscount,ฟ้าก็ลั่นก้องกระหึมครึกครึมคราง,,
ระทวยทับกับพระเพลาเฝ้าฉะอ้อน,10,10 syllables — likely shatter/miscount,ระทวยทับกับพระเพลาเฝ้าฉะอ้อน,,
จนชีวาวอดวายเหมือนหมายใจ,9,word straddles a beat boundary,จนชีวา,วอดวายเหมือน,หมายใจ
พระตกยากหากประสงค์จำนงไฉน,10,10 syllables — likely shatter/miscount,พระตกยากหากประสงค์จำนงไฉน,,
ทั่วทวีปแว่นแคว้นไม่แม้นสมร,10,10 syllables — likely shatter/miscount,ทั่วทวีปแว่นแคว้นไม่แม้นสมร,,
เจนธนูครูเอกเขนกสนอง,9,word straddles a beat boundary,เจนธนู,ครูเอกเขนก,สนอง
คนยากจนปรนไว้เหมือนให้ทาน,9,word straddles a beat boundary,คนยากจน,ปรนไว้เหมือน,ให้ทาน
จึ่งคิดการใหญ่ได้เหมือนใจปอง,9,word straddles a beat boundary,จึ่งคิดการ,ใหญ่ได้เหมือน,ใจปอง
เมื่อวันหนึ่งจึงพระวลายุดาเที่ยว,10,10 syllables — likely shatter/miscount,เมื่อวันหนึ่งจึงพระวลายุดาเที่ยว,,
ดูเหมือนสวนล้วนบุปผาระย้าย้อย,11,11 syllables — likely shatter/miscount,ดูเหมือนสวนล้วนบุปผาระย้าย้อย,,
ฝ่ายพราหมณ์สยัมภูเอ็นดูบุตร,8,word straddles a beat boundary,ฝ่ายพราหมณ์สยัม,ภู,เอ็นดูบุตร
จะถนอมเหมือนหนึ่งเนตรของเชษฐา,10,10 syllables — likely shatter/miscount,จะถนอมเหมือนหนึ่งเนตรของเชษฐา,,
จึ่งคอยดูอยู่พอเห็นเหมือนเช่นบอก,10,10 syllables — likely shatter/miscount,จึ่งคอยดูอยู่พอเห็นเหมือนเช่นบอก,,
จะหาไหนได้เหมือนนุชสุดสตรี,10,10 syllables — likely shatter/miscount,จะหาไหนได้เหมือนนุชสุดสตรี,,
ไม่ต้องราชการไฉนจะให้หา,10,10 syllables — likely shatter/miscount,ไม่ต้องราชการไฉนจะให้หา,,
หรือเกี่ยวข้องต้องคดีที่ภรรยา,10,10 syllables — likely shatter/miscount,หรือเกี่ยวข้องต้องคดีที่ภรรยา,,
พระลูบโลมโฉมเฉลาเยาวมิ่ง,8,word straddles a beat boundary,พระลูบโลม,โฉมเฉลา,เยาวมิ่ง
ให้รู้หมดเหมือนแต่ต้นตามหนหลัง,10,10 syllables — likely shatter/miscount,ให้รู้หมดเหมือนแต่ต้นตามหนหลัง,,
ไม่เหมือนทรวงพี่ระบมด้วยตรมตรอม,10,10 syllables — likely shatter/miscount,ไม่เหมือนทรวงพี่ระบมด้วยตรมตรอม,,
สารพัดขัดขวางเหมือนอย่างนี้,9,word straddles a beat boundary,สารพัด,ขัดขวางเหมือน,อย่างนี้
ได้ร่วมที่มิได้ชิดสนิทสนอม,10,10 syllables — likely shatter/miscount,ได้ร่วมที่มิได้ชิดสนิทสนอม,,
กระบิดกระบวนนี่กระไรน้อยไปหรือ,10,10 syllables — likely shatter/miscount,กระบิดกระบวนนี่กระไรน้อยไปหรือ,,
จะจ้างเสมียนเขียนทานบนไว้จนตาย,10,10 syllables — likely shatter/miscount,จะจ้างเสมียนเขียนทานบนไว้จนตาย,,
เหมือนชื่นใจในมนุษย์สิ้นสุดแสน,10,10 syllables — likely shatter/miscount,เหมือนชื่นใจในมนุษย์สิ้นสุดแสน,,
จะเปรียบแม้นเหมือนอะไรก็ไม่ถึง,10,10 syllables — likely shatter/miscount,จะเปรียบแม้นเหมือนอะไรก็ไม่ถึง,,
ไม่งามสิ้นสุดอย่างเหมือนนางพราหมณ์,9,word straddles a beat boundary,ไม่งามสิ้น,สุดอย่างเหมือน,นางพราหมณ์
พระทรงฟังดังจะเห็นเหมือนเช่นกล่าว,10,10 syllables — likely shatter/miscount,พระทรงฟังดังจะเห็นเหมือนเช่นกล่าว,,
มีลูกสาวราวกับหุ่นไม่ทูลถวาย,10,10 syllables — likely shatter/miscount,มีลูกสาวราวกับหุ่นไม่ทูลถวาย,,
นี่มันหายไปไม่เห็นว่าเป็นไฉน,10,10 syllables — likely shatter/miscount,นี่มันหายไปไม่เห็นว่าเป็นไฉน,,
ฝ่ายเจนธนูรู้ข่าวเขาป่าวร้อง,9,word straddles a beat boundary,ฝ่ายเจนธนู,รู้ข่าว,เขาป่าวร้อง
จะมีอันตรายวายชีวา,8,word straddles a beat boundary,จะมีอันตราย,วาย,ชีวา
ถึงซื่อตรงคงจะกลับเป็นเสี้ยนหนาม,10,10 syllables — likely shatter/miscount,ถึงซื่อตรงคงจะกลับเป็นเสี้ยนหนาม,,
ฝ่ายเจนธนูมาหาวลาราช,8,word straddles a beat boundary,ฝ่ายเจนธนู,มา,หาวลาราช
เจนธนูรู้ในไสยเพท,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เจนธนู,รู้ใน,ไสยเพท
จึ่งยกทัพกลับไปชิงเอาสิงหล,10,10 syllables — likely shatter/miscount,จึ่งยกทัพกลับไปชิงเอาสิงหล,,
แปลงอินทรีย์เสียให้เห็นเหมือนเช่นชาย,10,10 syllables — likely shatter/miscount,แปลงอินทรีย์เสียให้เห็นเหมือนเช่นชาย,,
วิสัยตามันก็เห็นเหมือนเช่นหมาย,10,10 syllables — likely shatter/miscount,วิสัยตามันก็เห็นเหมือนเช่นหมาย,,
ให้นางแต่งแปลงกายเหมือนชายชาญ,9,word straddles a beat boundary,ให้นางแต่ง,แปลงกายเหมือน,ชายชาญ
ใส่เสื้อกลีบจีบเอวน่าเอ็นดู,9,word straddles a beat boundary,ใส่เสื้อกลีบ,จีบเอว,น่าเอ็นดู
แล้วโพกผ้ามลายูเหมือนผู้ชาย,10,10 syllables — likely shatter/miscount,แล้วโพกผ้ามลายูเหมือนผู้ชาย,,
พระบทจรไปหาบุญจารี,9,word straddles a beat boundary,พระบทจร,ไปหา,บุญจารี
พอฝีลดอตส่าห์มาเห็นหน้าเจ้า,10,10 syllables — likely shatter/miscount,พอฝีลดอตส่าห์มาเห็นหน้าเจ้า,,
อกมิหักเสียหรือกรรมจะทำไฉน,10,10 syllables — likely shatter/miscount,อกมิหักเสียหรือกรรมจะทำไฉน,,
