wak,syllables,flag,guess,a,b,c
พลไพร่โห่ลั่นสนั่นดัง,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",พลไพร่โห่ | ลั่นสนั่น | ดัง,,,
พวกกองหนุนขุนพลเมืองวิลาส,9,word straddles a beat boundary,พวกกองหนุน | ขุนพลเมือง | วิลาส,,,
แต่ล้วนใส่เสื้อเกราะดูเหมาะเหมง,10,10 syllables — likely shatter/miscount,แต่ล้วนใส่เสื้อเกราะดูเหมาะเหมง,,,
เห็นเรือลาดตระเวนแยกแตกตลบ,9,4-syllable word not at วรรค edge,เห็นเรือลาดตระเวนแยกแตกตลบ,,,
พอทัพท้าวเจ้าวิลาสมากลาดกลุ้ม,10,10 syllables — likely shatter/miscount,พอทัพท้าวเจ้าวิลาสมากลาดกลุ้ม,,,
เมืองมะหุ่งกรุงเตนกุเวนฉวี,10,10 syllables — likely shatter/miscount,เมืองมะหุ่งกรุงเตนกุเวนฉวี,,,
ให้ไพรีย่อยยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้ไพรี | ย่อยยับ | อัปรา,,,
จะสูญขัตติยราชพระศาสนา,10,10 syllables — likely shatter/miscount,จะสูญขัตติยราชพระศาสนา,,,
ต่างแปลงเพศโพกศีรษะเหมือนทหาร,10,10 syllables — likely shatter/miscount,ต่างแปลงเพศโพกศีรษะเหมือนทหาร,,,
ขึ้นรอนราญรบรับสลับสลอน,9,word straddles a beat boundary,ขึ้นรอนราญ | รบรับสลับ | สลอน,,,
รีบเดินทัพขับนิลสินธพ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",รีบเดินทัพ | ขับนิล | สินธพ,,,
มิให้พระภูวนาถเสียราชฐาน,10,10 syllables — likely shatter/miscount,มิให้พระภูวนาถเสียราชฐาน,,,
โห่สะเทื้อนสะท้านทั่วทั้งไอศวรรย์,10,10 syllables — likely shatter/miscount,โห่สะเทื้อนสะท้านทั่วทั้งไอศวรรย์,,,
ทั้งแทงฟันก็ไม่ถูกลูกหนิดหนิด,11,11 syllables — likely shatter/miscount,ทั้งแทงฟันก็ไม่ถูกลูกหนิดหนิด,,,
เจ้ามะหุ่งกรุงเตนกุเวนลวาด,10,10 syllables — likely shatter/miscount,เจ้ามะหุ่งกรุงเตนกุเวนลวาด,,,
โยธาทัพกลับกลุ้มเข้ารุมตี,10,10 syllables — likely shatter/miscount,โยธาทัพกลับกลุ้มเข้ารุมตี,,,
เข้ากลุ้มกลบกลาดทางที่กลางแปลง,10,10 syllables — likely shatter/miscount,เข้ากลุ้มกลบกลาดทางที่กลางแปลง,,,
