wak,syllables,flag,a,b,c
ไปรับเหล่าชาวบ้านสิกคารนำ,10,10 syllables — likely shatter/miscount,ไปรับเหล่าชาวบ้านสิกคารนำ,,
ว่าเกณฑ์กลับศักราชศาสนา,10,10 syllables — likely shatter/miscount,ว่าเกณฑ์กลับศักราชศาสนา,,
พระชนนีพี่ผกาพากันหนี,10,10 syllables — likely shatter/miscount,พระชนนีพี่ผกาพากันหนี,,
เรียกศรีสุวรรณสินสมุทรสุดสาคร,10,10 syllables — likely shatter/miscount,เรียกศรีสุวรรณสินสมุทรสุดสาคร,,
นางเสาวคนธ์พลน้อยก็ถอยรบ,9,word straddles a beat boundary,นางเสาวคนธ์,พลน้อย,ก็ถอยรบ
ละล่ำละลักหลงใหลเหมือนใฝ่ฝัน,10,10 syllables — likely shatter/miscount,ละล่ำละลักหลงใหลเหมือนใฝ่ฝัน,,
ทหารจุดคบกระจ่างสว่างไสว,10,10 syllables — likely shatter/miscount,ทหารจุดคบกระจ่างสว่างไสว,,
เคยไสยาสน์อาสน์อ่อนบรรจถรณ์แท่น,9,word straddles a beat boundary,เคยไสยาสน์,อาสน์อ่อนบรรจถรณ์,แท่น
เห็นแต่ห้องหิมวาพฤกษาไสว,9,word straddles a beat boundary,เห็นแต่ห้อง,หิมวาพฤกษา,ไสว
นางเหลียวแลลืมขยับจะกลับหลัง,11,11 syllables — likely shatter/miscount,นางเหลียวแลลืมขยับจะกลับหลัง,,
แล้วรู้ตัวกลัวอาจารย์จะพานชัง,10,10 syllables — likely shatter/miscount,แล้วรู้ตัวกลัวอาจารย์จะพานชัง,,
จึงบอกสังฆราชว่าเธอมารับ,9,word straddles a beat boundary,จึงบอกสังฆ,ราชว่า,เธอมารับ
เผื่อลูกเมียเขามาแก้จะแปรกลับ,10,10 syllables — likely shatter/miscount,เผื่อลูกเมียเขามาแก้จะแปรกลับ,,
กูก็พ้นทุกข์ธุระแล้วจะลา,10,10 syllables — likely shatter/miscount,กูก็พ้นทุกข์ธุระแล้วจะลา,,
มีโทษกรณ์กฎหมายถึงวายวาง,9,word straddles a beat boundary,มีโทษกรณ์,กฎหมาย,ถึงวายวาง
ฝ่ายอัคเรศเกษราสุมาลี,11,11 syllables — likely shatter/miscount,ฝ่ายอัคเรศเกษราสุมาลี,,
นางเกษราว่าสงสารพระผ่านเกล้า,10,10 syllables — likely shatter/miscount,นางเกษราว่าสงสารพระผ่านเกล้า,,
กลัวแต่ปี่เธอจะเป่าให้หาวนอน,10,10 syllables — likely shatter/miscount,กลัวแต่ปี่เธอจะเป่าให้หาวนอน,,
เสาวคนธ์กับกษัตริย์หัสไชย,8,word straddles a beat boundary,เสาวคนธ์,กับกษัตริย์,หัสไชย
เอาหินต่างธรรมาสน์เหมือนอาสน์สงฆ์,10,10 syllables — likely shatter/miscount,เอาหินต่างธรรมาสน์เหมือนอาสน์สงฆ์,,
ฝ่ายลูกสาวเจ้าลังการำภาสะหรี,11,11 syllables — likely shatter/miscount,ฝ่ายลูกสาวเจ้าลังการำภาสะหรี,,
ยกโยธามากับผัวไม่กลัวใคร,10,10 syllables — likely shatter/miscount,ยกโยธามากับผัวไม่กลัวใคร,,
แม้รักตัวกลัวชีวันจะบรรลัย,10,10 syllables — likely shatter/miscount,แม้รักตัวกลัวชีวันจะบรรลัย,,
รมจักรจอมวังนรังสรรค์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",รมจักรจอม,วังน,รังสรรค์
มาพร้อมพรั่งทั้งม้ารำภาสะหรี,10,10 syllables — likely shatter/miscount,มาพร้อมพรั่งทั้งม้ารำภาสะหรี,,
ทั้งชนนีบิตุเรศเสด็จมา,10,10 syllables — likely shatter/miscount,ทั้งชนนีบิตุเรศเสด็จมา,,
กลับกลัดกลุ้มคลุ้มคลั่งขึ้นหลังม้า,10,10 syllables — likely shatter/miscount,กลับกลัดกลุ้มคลุ้มคลั่งขึ้นหลังม้า,,
พระอัคเรศเกษราโศกาลัย,11,11 syllables — likely shatter/miscount,พระอัคเรศเกษราโศกาลัย,,
น้องจะยอมเป็นข้ารำภาสะหรี,10,10 syllables — likely shatter/miscount,น้องจะยอมเป็นข้ารำภาสะหรี,,
จึงแกล้งว่าน้อยหรือกลับมาทับถม,10,10 syllables — likely shatter/miscount,จึงแกล้งว่าน้อยหรือกลับมาทับถม,,
ศรีสุวรรณฟั่นเฟือนเขยื้อนขยับ,9,word straddles a beat boundary,ศรีสุวรรณ,ฟั่นเฟือนเขยื้อน,ขยับ
แล้วก็กลับคิดได้กลับใหลหลง,10,10 syllables — likely shatter/miscount,แล้วก็กลับคิดได้กลับใหลหลง,,
สุลาลีมิได้กลัวเพราะผัวช่วย,10,10 syllables — likely shatter/miscount,สุลาลีมิได้กลัวเพราะผัวช่วย,,
นางเสาวคนธ์ด้นดั้นจะฟันฆ่า,9,word straddles a beat boundary,นางเสาวคนธ์,ด้นดั้น,จะฟันฆ่า
ฝ่ายละเวงเกรงผัวกลัวจะกลับ,10,10 syllables — likely shatter/miscount,ฝ่ายละเวงเกรงผัวกลัวจะกลับ,,
ไม่รู้จักอัคเรศพระเนตรเฝื่อน,10,10 syllables — likely shatter/miscount,ไม่รู้จักอัคเรศพระเนตรเฝื่อน,,
แล้วแลเหมือนพักตร์พระมเหสี,9,word straddles a beat boundary,แล้วแลเหมือน,พักตร์พระ,มเหสี
ครั้นจำได้ในอารมณ์ไม่สมประดี,10,10 syllables — likely shatter/miscount,ครั้นจำได้ในอารมณ์ไม่สมประดี,,
อยู่กับพ่อหนออย่ากลับไปกับแม่,10,10 syllables — likely shatter/miscount,อยู่กับพ่อหนออย่ากลับไปกับแม่,,
แล้วเหลียวแลลืมองค์ด้วยหลงใหล,9,word straddles a beat boundary,แล้วเหลียวแล,ลืมองค์,ด้วยหลงใหล
พระภูวไนยไม่สงสารพระมารดา,10,10 syllables — likely shatter/miscount,พระภูวไนยไม่สงสารพระมารดา,,
บำรุงราษฎร์ศาสนาในสามัญ,11,11 syllables — likely shatter/miscount,บำรุงราษฎร์ศาสนาในสามัญ,,
พระฟังเชิญเมินเฉยกลับเลยหลง,9,word straddles a beat boundary,พระฟังเชิญ,เมินเฉยกลับ,เลยหลง
เธอไม่กลับแกล้งว่าจะฆ่าฟัน,9,word straddles a beat boundary,เธอไม่กลับ,แกล้งว่า,จะฆ่าฟัน
กูไม่กลัวมึงดอกนะอีละเวง,10,10 syllables — likely shatter/miscount,กูไม่กลัวมึงดอกนะอีละเวง,,
จะตีรันมันเท่าไรมันไม่กลัว,10,10 syllables — likely shatter/miscount,จะตีรันมันเท่าไรมันไม่กลัว,,
เดชะสายกายสิทธิ์ฤทธิแรง,10,10 syllables — likely shatter/miscount,เดชะสายกายสิทธิ์ฤทธิแรง,,
ถูกรถทรงกงแตกแปรกหัก,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ถูกรถทรง,กงแตก,แปรกหัก
รำภาพลิกแพลงรบหลบไม่ไหว,9,word straddles a beat boundary,รำภาพลิกแพลง,รบ,หลบไม่ไหว
จึงกลับมาหาผัวด้วยกลัวภัย,10,10 syllables — likely shatter/miscount,จึงกลับมาหาผัวด้วยกลัวภัย,,
ลาลีรบเสาวคนธ์ขับพลขันธ์,10,10 syllables — likely shatter/miscount,ลาลีรบเสาวคนธ์ขับพลขันธ์,,
เข้าห้อมหุ้มกลุ้มกลัดสกัดกัน,10,10 syllables — likely shatter/miscount,เข้าห้อมหุ้มกลุ้มกลัดสกัดกัน,,
ที่เหลือกลับกลุ้มกันเข้าฟันฟอน,10,10 syllables — likely shatter/miscount,ที่เหลือกลับกลุ้มกันเข้าฟันฟอน,,
นางเสาวคนธ์วนไล่พวกไพร่หนี,9,word straddles a beat boundary,นางเสาวคนธ์,วนไล่,พวกไพร่หนี
แตกแล้วกลับซับซ้อนเข้ารอนราญ,9,word straddles a beat boundary,แตกแล้วกลับ,ซับซ้อน,เข้ารอนราญ
ประเดี๋ยวดังหงั่งเหง่งเสียงเครงครึก,11,11 syllables — likely shatter/miscount,ประเดี๋ยวดังหงั่งเหง่งเสียงเครงครึก,,
เหมือนตาบอดมืดเขม้นไม่เห็นหน,10,10 syllables — likely shatter/miscount,เหมือนตาบอดมืดเขม้นไม่เห็นหน,,
ดูมืดสิ้นดินสวรรค์เป็นควันโขมง,10,10 syllables — likely shatter/miscount,ดูมืดสิ้นดินสวรรค์เป็นควันโขมง,,
มาเยียดยัดอยู่กับเหล่านางสาวศรี,10,10 syllables — likely shatter/miscount,มาเยียดยัดอยู่กับเหล่านางสาวศรี,,
ฝ่ายพวกพระอภัยมณีศรีสุวรรณ,10,10 syllables — likely shatter/miscount,ฝ่ายพวกพระอภัยมณีศรีสุวรรณ,,
ไม่กริบเกรียบเงียบสงัดทั้งปัถพี,11,11 syllables — likely shatter/miscount,ไม่กริบเกรียบเงียบสงัดทั้งปัถพี,,
หวังนิพพานพ้นทุกข์สนุกสบาย,9,word straddles a beat boundary,หวังนิพพาน,พ้นทุกข์สนุก,สบาย
จะตกอบายภูมิขุมนรก,8,word straddles a beat boundary,จะตกอบาย,ภูมิ,ขุมนรก
ซึ่งจะกลับดับร้อนให้ผ่อนเย็น,9,word straddles a beat boundary,ซึ่งจะกลับ,ดับร้อน,ให้ผ่อนเย็น
จงฟังคำจำศิลจนสิ้นชาติ,9,word straddles a beat boundary,จงฟังคำ,จำศิลจน,สิ้นชาติ
ไม่แคล้วคลาดจะไปผ่านพิมานสวรรค์,10,10 syllables — likely shatter/miscount,ไม่แคล้วคลาดจะไปผ่านพิมานสวรรค์,,
ฝ่ายข้างนี้มีเสน่ห์เหมือนนึกหมาย,10,10 syllables — likely shatter/miscount,ฝ่ายข้างนี้มีเสน่ห์เหมือนนึกหมาย,,
