wak,syllables,flag,a,b,c
กลัวแต่ใจจะไม่ทำเหมือนคำเรา,11,11 syllables — likely shatter/miscount,กลัวแต่ใจจะไม่ทำเหมือนคำเรา,,
แต่เทวีมีบุญการุญราษฎร์,10,10 syllables — likely shatter/miscount,แต่เทวีมีบุญการุญราษฎร์,,
บาทหลวงว่าถ้านายถวายชีวิต,9,word straddles a beat boundary,บาทหลวงว่า,ถ้านายถวาย,ชีวิต
แค้นแต่ตัวกลัวจะปะพระอภัย,10,10 syllables — likely shatter/miscount,แค้นแต่ตัวกลัวจะปะพระอภัย,,
ทั้งรถสังฆราชเลิศล้วนเฉิดฉัน,9,word straddles a beat boundary,ทั้งรถสังฆ,ราชเลิศ,ล้วนเฉิดฉัน
ไปเจรจากับพระอภัยมณี,10,10 syllables — likely shatter/miscount,ไปเจรจากับพระอภัยมณี,,
ให้ร้องบอกประกาศราชสาร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้ร้องบอก,ประกาศ,ราชสาร
ทรงพระนามตามยศทศธรรม์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทรงพระนาม,ตามยศ,ทศธรรม์
ละเวงวัณฬาลบภพไตร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ละเวงวัณ,ฬาลบ,ภพไตร
บำรุงราษฎร์ศาสนาให้ผาสุก,11,11 syllables — likely shatter/miscount,บำรุงราษฎร์ศาสนาให้ผาสุก,,
เหมือนโจรไพรไม่มีอิสริยยศ,11,11 syllables — likely shatter/miscount,เหมือนโจรไพรไม่มีอิสริยยศ,,
จะอยู่เกินกัปกัลป์ชันษา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะอยู่เกิน,กัปกัลป์,ชันษา
ก็เลิกทัพกลับไปหานางมาลี,10,10 syllables — likely shatter/miscount,ก็เลิกทัพกลับไปหานางมาลี,,
กษัตรามาจบภพไตร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กษัตรา,มาจบ,ภพไตร
เปรียบเหมือนคชสารสู้กับหนูผี,9,word straddles a beat boundary,เปรียบเหมือนคชสาร,สู้,กับหนูผี
เหวยอำมาตย์ราชทูตช่างพูดดี,10,10 syllables — likely shatter/miscount,เหวยอำมาตย์ราชทูตช่างพูดดี,,
อันพระองค์ทรงยศทศพิธ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อันพระองค์,ทรงยศ,ทศพิธ
ยังกลับซ้ำทำอุบายจะหมายสู้,10,10 syllables — likely shatter/miscount,ยังกลับซ้ำทำอุบายจะหมายสู้,,
ขอประสบทรามเชยเสวยสวรรค์,9,word straddles a beat boundary,ขอประสบ,ทรามเชยเสวย,สวรรค์
จะมีอันตรายเพราะตายใจ,8,word straddles a beat boundary,จะมีอันตราย,เพราะ,ตายใจ
แล้วจะเผาเหล่าทหารผลาญข้าศึก,10,10 syllables — likely shatter/miscount,แล้วจะเผาเหล่าทหารผลาญข้าศึก,,
ยังต้องตรึกเกรงจะไม่เหมือนใจหมาย,10,10 syllables — likely shatter/miscount,ยังต้องตรึกเกรงจะไม่เหมือนใจหมาย,,
ให้อาจารย์จัดใช้เหมือนใจหมาย,9,word straddles a beat boundary,ให้อาจารย์,จัดใช้เหมือน,ใจหมาย
เห็นทรงฤทธิ์แสนรักเหมือนอักษร,9,word straddles a beat boundary,เห็นทรงฤทธิ์,แสนรักเหมือน,อักษร
จนยามสองกลองเกราะเสนาะสนั่น,9,word straddles a beat boundary,จนยามสอง,กลองเกราะเสนาะ,สนั่น
เหมือนพบปะพระอภัยให้สงสาร,10,10 syllables — likely shatter/miscount,เหมือนพบปะพระอภัยให้สงสาร,,
ราชาโชคชัยวันชันษา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ราชาโชค,ชัยวัน,ชันษา
กลัวรับสั่งจำทูลทำนายถวาย,10,10 syllables — likely shatter/miscount,กลัวรับสั่งจำทูลทำนายถวาย,,
จะกลับกลายเกลียวกลมภิรมยา,10,10 syllables — likely shatter/miscount,จะกลับกลายเกลียวกลมภิรมยา,,
จะเสื่อมทั้งศักราชพระศาสนา,10,10 syllables — likely shatter/miscount,จะเสื่อมทั้งศักราชพระศาสนา,,
นึกพินิจเหมือนจะจริงทุกสิ่งสรรพ์,10,10 syllables — likely shatter/miscount,นึกพินิจเหมือนจะจริงทุกสิ่งสรรพ์,,
พระบาลีนี้คะเนเหมือนเทวา,10,10 syllables — likely shatter/miscount,พระบาลีนี้คะเนเหมือนเทวา,,
เมื่อเคราะห์กรรมจำเป็นเหมือนเช่นข้า,9,word straddles a beat boundary,เมื่อเคราะห์กรรม,จำเป็นเหมือน,เช่นข้า
