wak,syllables,flag,a,b,c
จึงสั่งอัครชายามารศรี,9,4-syllable word not at วรรค edge,จึงสั่งอัครชายามารศรี,,
ทำบาญชีไว้แต่หลังยังฉงน,10,10 syllables — likely shatter/miscount,ทำบาญชีไว้แต่หลังยังฉงน,,
บาญชีคนมาถวายจดหมายไว้,10,10 syllables — likely shatter/miscount,บาญชีคนมาถวายจดหมายไว้,,
โสมนัสตรัสล้ออรไท,7,"7 syllables — ambiguous, [3,2,2] is only a guess",โสมนัส,ตรัสล้อ,อรไท
ไม่เสียเขตขอบแขกกลับแตกหนี,9,word straddles a beat boundary,ไม่เสียเขต,ขอบแขกกลับ,แตกหนี
สังเกตดูภูวไนยพระทัยสบาย,10,10 syllables — likely shatter/miscount,สังเกตดูภูวไนยพระทัยสบาย,,
เที่ยวติดตามกว่าจะปะกับพระองค์,10,10 syllables — likely shatter/miscount,เที่ยวติดตามกว่าจะปะกับพระองค์,,
ประการหนึ่งซึ่งพระองค์ประสงค์สนิท,10,10 syllables — likely shatter/miscount,ประการหนึ่งซึ่งพระองค์ประสงค์สนิท,,
บาทบพิตรภูวเรศเหมือนเชษฐา,11,11 syllables — likely shatter/miscount,บาทบพิตรภูวเรศเหมือนเชษฐา,,
บำรุงรักในพระองค์เหมือนวงศา,10,10 syllables — likely shatter/miscount,บำรุงรักในพระองค์เหมือนวงศา,,
เหมือนรักตอบตามสุภาพไม่หยาบหยาม,10,10 syllables — likely shatter/miscount,เหมือนรักตอบตามสุภาพไม่หยาบหยาม,,
ล้วนรุ่นแรกรักผู้หญิงชิงอาสา,10,10 syllables — likely shatter/miscount,ล้วนรุ่นแรกรักผู้หญิงชิงอาสา,,
อันแว่นแคว้นแดนดินถิ่นมนุษย์,9,word straddles a beat boundary,อันแว่นแคว้น,แดนดิน,ถิ่นมนุษย์
ยังนอกนั้นตะวันตกยกขึ้นเหนือ,10,10 syllables — likely shatter/miscount,ยังนอกนั้นตะวันตกยกขึ้นเหนือ,,
ว่าเขตเปรตอสุรกายและพรายผี,10,10 syllables — likely shatter/miscount,ว่าเขตเปรตอสุรกายและพรายผี,,
ในคัมภีร์ภูมิประเทศเขตสุธา,10,10 syllables — likely shatter/miscount,ในคัมภีร์ภูมิประเทศเขตสุธา,,
พระอภัยได้สดับกลับวิตก,10,10 syllables — likely shatter/miscount,พระอภัยได้สดับกลับวิตก,,
ฉวยประมาทพลาดพลั้งเหมือนครั้งนี้,9,word straddles a beat boundary,ฉวยประมาท,พลาดพลั้งเหมือน,ครั้งนี้
เหมือนตัดต้นเสียแล้วปลายก็ตายตาม,10,10 syllables — likely shatter/miscount,เหมือนตัดต้นเสียแล้วปลายก็ตายตาม,,
เราจะตามไปเหมือนคำที่รำพัน,10,10 syllables — likely shatter/miscount,เราจะตามไปเหมือนคำที่รำพัน,,
ทั้งเครื่องบรรณาการประทานไป,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",ทั้งเครื่องบรรณาการ,ประ,ทานไป
แล้วสั่งพระอนุชาเสนาผลึก,10,10 syllables — likely shatter/miscount,แล้วสั่งพระอนุชาเสนาผลึก,,
จะแลลับกลับเป็นลูกเขาอื่นไป,10,10 syllables — likely shatter/miscount,จะแลลับกลับเป็นลูกเขาอื่นไป,,
เหมือนดวงใจพ่อนี้พรากไปจากทรวง,10,10 syllables — likely shatter/miscount,เหมือนดวงใจพ่อนี้พรากไปจากทรวง,,
แล้วจะลาพาพลมารณรงค์,10,10 syllables — likely shatter/miscount,แล้วจะลาพาพลมารณรงค์,,
พระฟังบุตรสุดสวาทฉลาดฉลอง,10,10 syllables — likely shatter/miscount,พระฟังบุตรสุดสวาทฉลาดฉลอง,,
ล้วนเรียนรู้ครูประสิทธิ์ฤทธิรอน,10,10 syllables — likely shatter/miscount,ล้วนเรียนรู้ครูประสิทธิ์ฤทธิรอน,,
มิได้กลับอภิวาทบาทดาบส,10,10 syllables — likely shatter/miscount,มิได้กลับอภิวาทบาทดาบส,,
น้อมประณตแม่มัจฉาเหมือนว่าขาน,10,10 syllables — likely shatter/miscount,น้อมประณตแม่มัจฉาเหมือนว่าขาน,,
ทั้งชนนีนั่งรายทั้งซ้ายขวา,9,word straddles a beat boundary,ทั้งชนนี,นั่งราย,ทั้งซ้ายขวา
ชลีลาอัคเรศเกศสุรางค์,10,10 syllables — likely shatter/miscount,ชลีลาอัคเรศเกศสุรางค์,,
ได้ลูกแก้วแล้วจะกลับครรไลไป,11,11 syllables — likely shatter/miscount,ได้ลูกแก้วแล้วจะกลับครรไลไป,,
