wak,syllables,flag,guess,a,b,c
ถวายเพชรเตร็จตรัจให้ทัศนา,10,10 syllables — likely shatter/miscount,ถวายเพชรเตร็จตรัจให้ทัศนา,,,
แผ่นดินลั่นครั่นครึกสะทึกสะท้อน,10,10 syllables — likely shatter/miscount,แผ่นดินลั่นครั่นครึกสะทึกสะท้อน,,,
อีเลิ้งน้ำเป็นระลอกกระฉอกกระฉ่อน,10,10 syllables — likely shatter/miscount,อีเลิ้งน้ำเป็นระลอกกระฉอกกระฉ่อน,,,
ตึกเรือนโรงโงงเงงโคลงเคลงคลอน,9,word straddles a beat boundary,ตึกเรือนโรง | โงงเงงโคลงเคลง | คลอน,,,
เหตุเพราะผัวตัวจะมาเหมือนอาลัย,10,10 syllables — likely shatter/miscount,เหตุเพราะผัวตัวจะมาเหมือนอาลัย,,,
สักหน่อยหนึ่งมึงจะท้องกระป่องเหยาะ,10,10 syllables — likely shatter/miscount,สักหน่อยหนึ่งมึงจะท้องกระป่องเหยาะ,,,
กลับไปที่ราชฐานรำคาญครัน,10,10 syllables — likely shatter/miscount,กลับไปที่ราชฐานรำคาญครัน,,,
เรียกรำภานางยุพาสุลาลีวัน,10,10 syllables — likely shatter/miscount,เรียกรำภานางยุพาสุลาลีวัน,,,
มาเคียงบรรจถรณ์นางที่ข้างใน,9,word straddles a beat boundary,มาเคียงบรรจถรณ์ | นาง | ที่ข้างใน,,,
จะมีอันตรายทั่วทุกตัวคน,9,word straddles a beat boundary,จะมีอันตราย | ทั่ว | ทุกตัวคน,,,
จึงตรัสว่าถ้าจะเป็นเหมือนเช่นนั้น,10,10 syllables — likely shatter/miscount,จึงตรัสว่าถ้าจะเป็นเหมือนเช่นนั้น,,,
ภูมิเทศผันแปรจะแก้ไข,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ภูมิเทศผัน | แปรจะ | แก้ไข,,,
ปลูกศาลรอบขอบจังหวัดตั้งบัตรพลี,10,10 syllables — likely shatter/miscount,ปลูกศาลรอบขอบจังหวัดตั้งบัตรพลี,,,
จะหนีทุกข์ยุคเข็ญเหมือนเช่นว่า,9,word straddles a beat boundary,จะหนีทุกข์ | ยุคเข็ญเหมือน | เช่นว่า,,,
แล้วเขียนคำกำหนดทศพิธ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วเขียนคำ | กำหนด | ทศพิธ,,,
เป็นควันคลุ้มกลุ้มชลานภาลัย,10,10 syllables — likely shatter/miscount,เป็นควันคลุ้มกลุ้มชลานภาลัย,,,
