wak,syllables,flag,guess,a,b,c
จะกล่าวกลับจับความไปตามเรื่อง,9,word straddles a beat boundary,จะกล่าวกลับ | จับความ | ไปตามเรื่อง,,,
ชื่อสินสมุทรกุมารชาญชัยศรี,9,word straddles a beat boundary,ชื่อสินสมุทร | กุมาร | ชาญชัยศรี,,,
คิดว่าคนมีหางเหมือนอย่างปลา,9,word straddles a beat boundary,คิดว่าคน | มีหางเหมือน | อย่างปลา,,,
ครั้นจับได้ให้ระแวงแคลงวิญญาณ์,10,10 syllables — likely shatter/miscount,ครั้นจับได้ให้ระแวงแคลงวิญญาณ์,,,
แม่ของเจ้าเขาเป็นเชื้อผีเสื้อสมุทร,10,10 syllables — likely shatter/miscount,แม่ของเจ้าเขาเป็นเชื้อผีเสื้อสมุทร,,,
แม้นสินสมุทรสุดสวาทพ่อคลาดแคล้ว,10,10 syllables — likely shatter/miscount,แม้นสินสมุทรสุดสวาทพ่อคลาดแคล้ว,,,
ด้วยแม่กลับอัปลักษณ์เป็นยักษ์ร้าย,10,10 syllables — likely shatter/miscount,ด้วยแม่กลับอัปลักษณ์เป็นยักษ์ร้าย,,,
พระราชบุตรฉุดลากลำบากเหลือ,9,word straddles a beat boundary,พระราชบุตร | ฉุดลาก | ลำบากเหลือ,,,
เศร้าพระทัยทุกข์ตรอมเหมือนหม่อมฉัน,9,word straddles a beat boundary,เศร้าพระทัย | ทุกข์ตรอมเหมือน | หม่อมฉัน,,,
รู้เจรจาสารพัดน่าอัศจรรย์,11,11 syllables — likely shatter/miscount,รู้เจรจาสารพัดน่าอัศจรรย์,,,
แต่ใต้เหนือไม่รู้แห่งตำแหน่งไหน,10,10 syllables — likely shatter/miscount,แต่ใต้เหนือไม่รู้แห่งตำแหน่งไหน,,,
ข้างฝ่ายเหนือถึงมหิงษะสิงขร,11,11 syllables — likely shatter/miscount,ข้างฝ่ายเหนือถึงมหิงษะสิงขร,,,
กินลูกไม้เผือกมันพรรณผลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กินลูกไม้ | เผือกมัน | พรรณผลา,,,
อสุรีมีกำลังดังปลาวาฬ,10,10 syllables — likely shatter/miscount,อสุรีมีกำลังดังปลาวาฬ,,,
นิมิตอย่างนางมนุษย์เสนหา,8,word straddles a beat boundary,นิมิตอย่าง | นางมนุษย์ | เสนหา,,,
วรพักตร์นารีศรีโสภา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",วรพักตร์นา | รีศรี | โสภา,,,
ระกำใจกว่าจะม้วยไปด้วยกัน,10,10 syllables — likely shatter/miscount,ระกำใจกว่าจะม้วยไปด้วยกัน,,,
เหมือนงอนง้อขอชีวิตแก่เทวัญ,10,10 syllables — likely shatter/miscount,เหมือนงอนง้อขอชีวิตแก่เทวัญ,,,
จึงตอบว่าถ้ากระนั้นฉันจะไป,10,10 syllables — likely shatter/miscount,จึงตอบว่าถ้ากระนั้นฉันจะไป,,,
จะอดใจให้เหมือนคำที่รำพัน,10,10 syllables — likely shatter/miscount,จะอดใจให้เหมือนคำที่รำพัน,,,
อย่าแข็งนักรักตัวกลัวบิดร,9,word straddles a beat boundary,อย่าแข็งนัก | รักตัวกลัว | บิดร,,,
ฝูงม้าน้ำทำท่าเหมือนม้าเผ่น,9,word straddles a beat boundary,ฝูงม้าน้ำ | ทำท่าเหมือน | ม้าเผ่น,,,
จะแลขวาควันคลุ้มกลุ้มโพยม,9,word straddles a beat boundary,จะแลขวา | ควันคลุ้มกลุ้ม | โพยม,,,
ยิ่งทุกข์โทมนัสในฤทัยทวี,10,10 syllables — likely shatter/miscount,ยิ่งทุกข์โทมนัสในฤทัยทวี,,,
ฝ่ายนางผีเสื้อสมุทรที่สุดโง่,9,4-syllable word not at วรรค edge,ฝ่ายนางผีเสื้อสมุทรที่สุดโง่,,,
เจียนชีวิตจะเด็ดดับไม่กลับหลัง,10,10 syllables — likely shatter/miscount,เจียนชีวิตจะเด็ดดับไม่กลับหลัง,,,
เสียน้ำใจในอารมณ์ไม่สมประดี,10,10 syllables — likely shatter/miscount,เสียน้ำใจในอารมณ์ไม่สมประดี,,,
