wak,syllables,flag,a,b,c
พร้อมสะพรั่งกองทัพสลับสลอน,9,word straddles a beat boundary,พร้อมสะพรั่ง,กองทัพสลับ,สลอน
ที่ซุ่มคอยฟังกันเหมือนสัญญา,9,word straddles a beat boundary,ที่ซุ่มคอย,ฟังกันเหมือน,สัญญา
พลางไล่พลวกหลังประดังตี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลางไล่พลวก,หลังประ,ดังตี
พลรบเรี่ยวแรงกำแหงหาญ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลรบเรี่ยว,แรงกำ,แหงหาญ
ฟังสำเนียงเสียงพหลพลรบ,8,word straddles a beat boundary,ฟังสำเนียง,เสียงพหล,พลรบ
ฝ่ายพระองค์ผู้ดำรงรมจักร,8,word straddles a beat boundary,ฝ่ายพระองค์,ผู้ดำรง,รมจักร
จะพรรณานาก็มิอาจจะหวาดไหว,11,11 syllables — likely shatter/miscount,จะพรรณานาก็มิอาจจะหวาดไหว,,
ทั้งสองเท้าเจ้าพาราชวาฉวี,10,10 syllables — likely shatter/miscount,ทั้งสองเท้าเจ้าพาราชวาฉวี,,
สามกษัตริย์จรจรัลรีบผันผาย,10,10 syllables — likely shatter/miscount,สามกษัตริย์จรจรัลรีบผันผาย,,
พลนิกายย่อยยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลนิกาย,ย่อยยับ,อัปรา
ละม้ายเหมือนลิงป่าทั้งหน้าเขียว,9,word straddles a beat boundary,ละม้ายเหมือน,ลิงป่า,ทั้งหน้าเขียว
เปรียบเหมือนวัวเสือทับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เปรียบเหมือนวัว,เสือทับ,อัปรา
ไม่รอดชั่วตัวก็กลับอัปรา,9,word straddles a beat boundary,ไม่รอดชั่ว,ตัวก็กลับ,อัปรา
นี่ศาสนาของตัวมากลัวเกรง,10,10 syllables — likely shatter/miscount,นี่ศาสนาของตัวมากลัวเกรง,,
เป็นคำบนสนธยายดั่งให้พร,10,10 syllables — likely shatter/miscount,เป็นคำบนสนธยายดั่งให้พร,,
จะกล่าวฝ่ายนายทัพกลับเข้าด่าน,9,word straddles a beat boundary,จะกล่าวฝ่าย,นายทัพกลับ,เข้าด่าน
พระสั่งเสร็จแล้วเสด็จจรจรัล,10,10 syllables — likely shatter/miscount,พระสั่งเสร็จแล้วเสด็จจรจรัล,,
ปรึกษาราชการในมไหสูรย์,9,word straddles a beat boundary,ปรึกษาราชการ,ใน,มไหสูรย์
ก็จะยอมให้ปันเหมือนมั่นหมาย,9,word straddles a beat boundary,ก็จะยอม,ให้ปันเหมือน,มั่นหมาย
พระชนนีให้บำรุงกรุงประเทศ,10,10 syllables — likely shatter/miscount,พระชนนีให้บำรุงกรุงประเทศ,,
ไม่รังเกียจเดียดฉันท์ประการใด,9,4-syllable word not at วรรค edge,ไม่รังเกียจเดียดฉันท์ประการใด,,
พ่อก็คิดเหมือนนิสัยน้ำใจอา,10,10 syllables — likely shatter/miscount,พ่อก็คิดเหมือนนิสัยน้ำใจอา,,
ว่าพระองค์ผู้ดำรงภพไกร,8,word straddles a beat boundary,ว่าพระองค์,ผู้ดำรง,ภพไกร
ตามพระราชประสงค์ในวงศา,9,4-syllable word not at วรรค edge,ตามพระราชประสงค์ในวงศา,,
ขุนนางรับกลับออกมาศาลาใหญ่,10,10 syllables — likely shatter/miscount,ขุนนางรับกลับออกมาศาลาใหญ่,,
อันศฤงคารในลังกาทั้งสากล,10,10 syllables — likely shatter/miscount,อันศฤงคารในลังกาทั้งสากล,,
เหมือนนิพนธ์มาในสารใช่มายา,10,10 syllables — likely shatter/miscount,เหมือนนิพนธ์มาในสารใช่มายา,,
ธรรมดาข้าศึกเหมือนงูพิษ,9,word straddles a beat boundary,ธรรมดา,ข้าศึกเหมือน,งูพิษ
กูไม่ถือบุญญาบารมี,8,word straddles a beat boundary,กูไม่ถือ,บุญญาบารมี,
มาพร้อมพรักทั้งเสนาบดีศรี,9,4-syllable word not at วรรค edge,มาพร้อมพรักทั้งเสนาบดีศรี,,
แกคาดโทษด่าสำทับจนกลับหลัง,10,10 syllables — likely shatter/miscount,แกคาดโทษด่าสำทับจนกลับหลัง,,
ช่างพูดเพราะเหมาะเหมงข่มเหงเล่น,10,10 syllables — likely shatter/miscount,ช่างพูดเพราะเหมาะเหมงข่มเหงเล่น,,
ธรรมดาศัตรูเหมือนงูงอด,9,word straddles a beat boundary,ธรรมดา,ศัตรูเหมือน,งูงอด
ไม่กลัวตอดกลัวขบเหมือนคบหญิง,11,11 syllables — likely shatter/miscount,ไม่กลัวตอดกลัวขบเหมือนคบหญิง,,
เขาก็คิดการณรงค์จะสงคราม,10,10 syllables — likely shatter/miscount,เขาก็คิดการณรงค์จะสงคราม,,
โองการตรัสกับเสนาบดีศรี,9,4-syllable word not at วรรค edge,โองการตรัสกับเสนาบดีศรี,,
