wak,syllables,flag,a,b,c
ฟังกิตติศัพท์เรื่องราวท้าวโกสัย,9,word straddles a beat boundary,ฟังกิตติศัพท์,เรื่องราว,ท้าวโกสัย
ที่จะเกรงกลัวณรงค์อย่าสงกา,9,word straddles a beat boundary,ที่จะเกรงกลัว,ณรงค์,อย่าสงกา
แต่ตัวมันเพราะเป็นศิษย์สนิทสนอง,10,10 syllables — likely shatter/miscount,แต่ตัวมันเพราะเป็นศิษย์สนิทสนอง,,
หาไม่จะต้องทารกรรมทำให้เหมือน,10,10 syllables — likely shatter/miscount,หาไม่จะต้องทารกรรมทำให้เหมือน,,
ขอให้สมปรารถนาดั่งอาวรณ์,10,10 syllables — likely shatter/miscount,ขอให้สมปรารถนาดั่งอาวรณ์,,
บรรเทาทุกข์เหมือนแต่ครั้งฝรั่งถือ,10,10 syllables — likely shatter/miscount,บรรเทาทุกข์เหมือนแต่ครั้งฝรั่งถือ,,
เองเอาธงโบกแม่ทัพให้กลับมา,10,10 syllables — likely shatter/miscount,เองเอาธงโบกแม่ทัพให้กลับมา,,
พระสังฆราชแม่ทัพเธอกลับมา,10,10 syllables — likely shatter/miscount,พระสังฆราชแม่ทัพเธอกลับมา,,
ทำไมกลับมาก่อนคิดผ่อนผัน,9,word straddles a beat boundary,ทำไมกลับ,มาก่อน,คิดผ่อนผัน
จึงถอยทัพกลับมาตั้งอยู่ตีนเขา,10,10 syllables — likely shatter/miscount,จึงถอยทัพกลับมาตั้งอยู่ตีนเขา,,
ท้าวโกสัยไหวปัญญาปรีชาฉลาด,10,10 syllables — likely shatter/miscount,ท้าวโกสัยไหวปัญญาปรีชาฉลาด,,
เขาขยุกเข้าที่คันก็หรรษา,10,10 syllables — likely shatter/miscount,เขาขยุกเข้าที่คันก็หรรษา,,
แกร้องฮะมึงก็ปราชญ์ฉลาดเฉลียว,10,10 syllables — likely shatter/miscount,แกร้องฮะมึงก็ปราชญ์ฉลาดเฉลียว,,
ไม่บิดเบี้ยวถือมั่นเหมือนสัญญา,9,word straddles a beat boundary,ไม่บิดเบี้ยว,ถือมั่นเหมือน,สัญญา
เข้าเหนือลมระดมเป่าเข้าให้พร้อม,10,10 syllables — likely shatter/miscount,เข้าเหนือลมระดมเป่าเข้าให้พร้อม,,
เอากลิ่นรสหยอดเข้าไปเหมือนใจหวัง,10,10 syllables — likely shatter/miscount,เอากลิ่นรสหยอดเข้าไปเหมือนใจหวัง,,
ท้าวโกสัยคำนับกลับไปที่,9,word straddles a beat boundary,ท้าวโกสัย,คำนับกลับ,ไปที่
พลางหยิบขวดบรั้นดีที่ชั้นบน,10,10 syllables — likely shatter/miscount,พลางหยิบขวดบรั้นดีที่ชั้นบน,,
ใช่จะพึ่งบุญญาบารมี,8,word straddles a beat boundary,ใช่จะพึ่ง,บุญญาบารมี,
กลัวอ้ายพวกทิ้งศิลาระอาใจ,10,10 syllables — likely shatter/miscount,กลัวอ้ายพวกทิ้งศิลาระอาใจ,,
พลางหยิบขวดยาสะกดหมดด้วยกัน,10,10 syllables — likely shatter/miscount,พลางหยิบขวดยาสะกดหมดด้วยกัน,,
บาทหลวงว่าอย่าสลดจงอตส่าห์,10,10 syllables — likely shatter/miscount,บาทหลวงว่าอย่าสลดจงอตส่าห์,,
กับราชบุตรวายุพัฒน์ให้จัดหา,10,10 syllables — likely shatter/miscount,กับราชบุตรวายุพัฒน์ให้จัดหา,,
พวกนายหมวดตรวจพหลพลรบ,8,word straddles a beat boundary,พวกนายหมวด,ตรวจพหล,พลรบ
แล้วจึ่งสวนเข้าไปไล่ประจญ,10,10 syllables — likely shatter/miscount,แล้วจึ่งสวนเข้าไปไล่ประจญ,,
ครั้นเสร็จสรรพขับพหลพลรบ,8,word straddles a beat boundary,ครั้นเสร็จสรรพ,ขับพหล,พลรบ
ไหว้เทเวศร์วัชรินทร์พระอินทร์ศวร,10,10 syllables — likely shatter/miscount,ไหว้เทเวศร์วัชรินทร์พระอินทร์ศวร,,
จนรุ่งฉายสายกระสินธุ์ไม่สิ้นเชิง,10,10 syllables — likely shatter/miscount,จนรุ่งฉายสายกระสินธุ์ไม่สิ้นเชิง,,
จัดหยูกยาเครื่องสะกดหมดทุกคน,10,10 syllables — likely shatter/miscount,จัดหยูกยาเครื่องสะกดหมดทุกคน,,
พลกรรมร่ำภาวนาไป,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",พลกรรมร่ำ,ภาวนา,ไป
