wak,syllables,flag,a,b,c
ฝ่ายยุพาผการำภาสะหรี,10,10 syllables — likely shatter/miscount,ฝ่ายยุพาผการำภาสะหรี,,
เขาก็กลับปลอมปนเป็นคนสนิท,10,10 syllables — likely shatter/miscount,เขาก็กลับปลอมปนเป็นคนสนิท,,
นางฟังเล่าเศร้าจิตอนิจอนาถ,9,word straddles a beat boundary,นางฟังเล่า,เศร้าจิตอนิจ,อนาถ
เราเสียด่านก็เหมือนดังเสียลังกา,10,10 syllables — likely shatter/miscount,เราเสียด่านก็เหมือนดังเสียลังกา,,
พระสังฆราชนั้นเจ้าเห็นเป็นไฉน,10,10 syllables — likely shatter/miscount,พระสังฆราชนั้นเจ้าเห็นเป็นไฉน,,
จะเกลื่อนกลบให้แผ่นดินสิ้นศัตรู,10,10 syllables — likely shatter/miscount,จะเกลื่อนกลบให้แผ่นดินสิ้นศัตรู,,
ไม่สรงเสวยเลยเฝ้าแต่จาบัลย์,9,word straddles a beat boundary,ไม่สรงเสวย,เลยเฝ้า,แต่จาบัลย์
เหมือนหนึ่งนกเข้าเพนียดเบียดไม่ไหว,10,10 syllables — likely shatter/miscount,เหมือนหนึ่งนกเข้าเพนียดเบียดไม่ไหว,,
ลงนอนเอกเขนกอึ้งตะลึงตะไล,10,10 syllables — likely shatter/miscount,ลงนอนเอกเขนกอึ้งตะลึงตะไล,,
พระชนนีมิใช่จะมาละไป,10,10 syllables — likely shatter/miscount,พระชนนีมิใช่จะมาละไป,,
ศรีสุวรรณก็จะกลับกองทัพไป,10,10 syllables — likely shatter/miscount,ศรีสุวรรณก็จะกลับกองทัพไป,,
จะยอมตัวไปจนตายเหมือนหมายมา,10,10 syllables — likely shatter/miscount,จะยอมตัวไปจนตายเหมือนหมายมา,,
กระหม่อมฉานจะช่วยคิดด้วยบิตุรงค์,10,10 syllables — likely shatter/miscount,กระหม่อมฉานจะช่วยคิดด้วยบิตุรงค์,,
เชิญชำระสระสนานสำราญองค์,10,10 syllables — likely shatter/miscount,เชิญชำระสระสนานสำราญองค์,,
สรงสุหร่ายแล้วมานั่งบรรลังก์ทอง,10,10 syllables — likely shatter/miscount,สรงสุหร่ายแล้วมานั่งบรรลังก์ทอง,,
นางรับรสพจนารถฉลาดฉลอง,10,10 syllables — likely shatter/miscount,นางรับรสพจนารถฉลาดฉลอง,,
ด้วยรักใคร่ใช้ชิดเหมือนธิดา,9,word straddles a beat boundary,ด้วยรักใคร่,ใช้ชิดเหมือน,ธิดา
อยากจะใคร่ให้พระชนนีนาถ,9,word straddles a beat boundary,อยากจะใคร่,ให้พระชนนี,นาถ
รักพระบาทบิตุรงค์เหมือนจงหวัง,10,10 syllables — likely shatter/miscount,รักพระบาทบิตุรงค์เหมือนจงหวัง,,
มิสมดังปรารถนาลูกอาภัพ,9,4-syllable word not at วรรค edge,มิสมดังปรารถนาลูกอาภัพ,,
ช่างเฉยเมยมีแต่กลัวนั้นทั่วไป,10,10 syllables — likely shatter/miscount,ช่างเฉยเมยมีแต่กลัวนั้นทั่วไป,,
ขึ้นพลับพลาชมจันทร์เป็นหลั่นลด,10,10 syllables — likely shatter/miscount,ขึ้นพลับพลาชมจันทร์เป็นหลั่นลด,,
ดูแจ่มแจ้งชวาลาระย้าระยับ,10,10 syllables — likely shatter/miscount,ดูแจ่มแจ้งชวาลาระย้าระยับ,,
กระจกจับเพลิงกระจ่างสว่างไสว,11,11 syllables — likely shatter/miscount,กระจกจับเพลิงกระจ่างสว่างไสว,,
ให้พรั่นพรั่นหวั่นไหวฤทัยสะเทิน,9,word straddles a beat boundary,ให้พรั่นพรั่น,หวั่นไหวฤทัย,สะเทิน
ทำนั่งเมินเหมือนไม่รู้จะดูที,10,10 syllables — likely shatter/miscount,ทำนั่งเมินเหมือนไม่รู้จะดูที,,
จะจุมพิตคิดขยับแล้วกลับยั้ง,10,10 syllables — likely shatter/miscount,จะจุมพิตคิดขยับแล้วกลับยั้ง,,
แล้วว่าดูสินี่พระเหมือนจะแกล้ง,10,10 syllables — likely shatter/miscount,แล้วว่าดูสินี่พระเหมือนจะแกล้ง,,
พระว่าพี่นี้เหมือนอกวิหคหงส์,10,10 syllables — likely shatter/miscount,พระว่าพี่นี้เหมือนอกวิหคหงส์,,
นางหยิกเพลาผลักหัตถ์น่าบัดสี,9,word straddles a beat boundary,นางหยิกเพลา,ผลักหัตถ์,น่าบัดสี
พี่ทุกข์นักจะใคร่เห็นว่าเป็นไฉน,10,10 syllables — likely shatter/miscount,พี่ทุกข์นักจะใคร่เห็นว่าเป็นไฉน,,
มาทันราชรถนางกลางวิถี,9,word straddles a beat boundary,มาทันราชรถ,นาง,กลางวิถี
จริงนะเจ้าเยาวลักษณ์จงหนักหนวง,10,10 syllables — likely shatter/miscount,จริงนะเจ้าเยาวลักษณ์จงหนักหนวง,,
กลัวก็แต่แม่วัณฬามารศรี,10,10 syllables — likely shatter/miscount,กลัวก็แต่แม่วัณฬามารศรี,,
ไม่สมนึกเหมือนหนึ่งคำจะทำไฉน,11,11 syllables — likely shatter/miscount,ไม่สมนึกเหมือนหนึ่งคำจะทำไฉน,,
ทำเช่นนี้นึกดูเหมือนรู้กัน,8,word straddles a beat boundary,ทำเช่นนี้,นึกดูเหมือน,รู้กัน
ถ้าผู้ใดไม่ฟังอหังการ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ถ้าผู้ใด,ไม่ฟัง,อหังการ์
นี่ศึกเหนือเสือใต้ที่ไหนเล่า,9,word straddles a beat boundary,นี่ศึกเหนือ,เสือใต้,ที่ไหนเล่า
ศึกสำเร็จแล้วจะรักให้หนักหนา,10,10 syllables — likely shatter/miscount,ศึกสำเร็จแล้วจะรักให้หนักหนา,,
เหมือนคนโรคซึ่งได้รสโอสถโสม,11,11 syllables — likely shatter/miscount,เหมือนคนโรคซึ่งได้รสโอสถโสม,,
ถ้าน้องรักกักขังเหมือนครั้งก่อน,9,word straddles a beat boundary,ถ้าน้องรัก,กักขังเหมือน,ครั้งก่อน
อกพี่ร้อนเหมือนหนึ่งไฟประลัยเผา,10,10 syllables — likely shatter/miscount,อกพี่ร้อนเหมือนหนึ่งไฟประลัยเผา,,
ไม่ให้ลาแล้วจะอุ้มเจ้าคุมไว้,10,10 syllables — likely shatter/miscount,ไม่ให้ลาแล้วจะอุ้มเจ้าคุมไว้,,
มิชุบเลี้ยงเที่ยงธรรม์เหมือนสัญญา,9,word straddles a beat boundary,มิชุบเลี้ยง,เที่ยงธรรม์เหมือน,สัญญา
