wak,syllables,flag,guess,a,b,c
เจ้ากฤษณาตรีพลำธงนามเมือง,9,word straddles a beat boundary,เจ้ากฤษณา | ตรีพลำ | ธงนามเมือง,,,
แต่จะมีทัพกระหนาบช่วยปราบปราม,10,10 syllables — likely shatter/miscount,แต่จะมีทัพกระหนาบช่วยปราบปราม,,,
พลปืนลูกพลุประจุดิน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลปืนลูก | พลุประ | จุดิน,,,
ฝ่ายสังฆราชกับพระยาปตาหวี,10,10 syllables — likely shatter/miscount,ฝ่ายสังฆราชกับพระยาปตาหวี,,,
ต่างถอยหนีรีบลงไปข้างฝ่ายเหนือ,10,10 syllables — likely shatter/miscount,ต่างถอยหนีรีบลงไปข้างฝ่ายเหนือ,,,
จะได้กลับมาทำศึกด้วยฮึกหาญ,10,10 syllables — likely shatter/miscount,จะได้กลับมาทำศึกด้วยฮึกหาญ,,,
บ้างโดดน้ำลงไปว่ายตะกายตะกุย,10,10 syllables — likely shatter/miscount,บ้างโดดน้ำลงไปว่ายตะกายตะกุย,,,
ข้างค่ายเหนือแตกยับอัปรา,8,word straddles a beat boundary,ข้างค่ายเหนือ | แตก | ยับอัปรา,,,
เหมือนหนามยอกคงต้องเชือดจนเลือดไหล,10,10 syllables — likely shatter/miscount,เหมือนหนามยอกคงต้องเชือดจนเลือดไหล,,,
เองจะเจตนาไว้อย่างไรหวา,9,word straddles a beat boundary,เองจะเจตนา | ไว้ | อย่างไรหวา,,,
ญาติวงศ์พงศามาหาอีก,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ญาติวงศ์พง | ศามา | หาอีก,,,
เห็นจะยับทัพกระหนาบปราบไม่หยุด,10,10 syllables — likely shatter/miscount,เห็นจะยับทัพกระหนาบปราบไม่หยุด,,,
พูดเสียงสนั่นต่างต่างลงครางหือ,9,word straddles a beat boundary,พูดเสียงสนั่น | ต่างต่าง | ลงครางหือ,,,
อกจะแตกเกือบจะสิ้นดินกระสุน,10,10 syllables — likely shatter/miscount,อกจะแตกเกือบจะสิ้นดินกระสุน,,,
อ้ายจัญไรคนโง่เหมือนโคควาย,9,word straddles a beat boundary,อ้ายจัญไร | คนโง่เหมือน | โคควาย,,,
แล้วรีบรุดออกให้ได้ดั่งใจประสงค์,10,10 syllables — likely shatter/miscount,แล้วรีบรุดออกให้ได้ดั่งใจประสงค์,,,
ในใจนั้นเล่าก็กลัวขนหัวพอง,10,10 syllables — likely shatter/miscount,ในใจนั้นเล่าก็กลัวขนหัวพอง,,,
ท้าวกุลามาลีเหมือนผีเข้า,9,word straddles a beat boundary,ท้าวกุลา | มาลีเหมือน | ผีเข้า,,,
ไม่มีขวัญอยู่กับตัวเพราะกลัวตาย,10,10 syllables — likely shatter/miscount,ไม่มีขวัญอยู่กับตัวเพราะกลัวตาย,,,
