wak,syllables,flag,a,b,c
ไปดำรงรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ไปดำรง,รมจักร,นัครา
ขอพระองค์จงประทานอาการประชวร,10,10 syllables — likely shatter/miscount,ขอพระองค์จงประทานอาการประชวร,,
พระเฉยเมยไม่เหมือนอย่างแต่หลังมา,10,10 syllables — likely shatter/miscount,พระเฉยเมยไม่เหมือนอย่างแต่หลังมา,,
พากันกลับไปเสียหนาข้าจะนอน,10,10 syllables — likely shatter/miscount,พากันกลับไปเสียหนาข้าจะนอน,,
เห็นกริ้วตรัสกราบยุคลบนบรรจถรณ์,10,10 syllables — likely shatter/miscount,เห็นกริ้วตรัสกราบยุคลบนบรรจถรณ์,,
มีโทษกรณ์เป็นไฉนตรัสให้ฟัง,10,10 syllables — likely shatter/miscount,มีโทษกรณ์เป็นไฉนตรัสให้ฟัง,,
ธรรมดาข้ากับเจ้าเหมือนเขาว่า,10,10 syllables — likely shatter/miscount,ธรรมดาข้ากับเจ้าเหมือนเขาว่า,,
เมื่อเต็มขาแล้วจะได้รับใส่หลัง,10,10 syllables — likely shatter/miscount,เมื่อเต็มขาแล้วจะได้รับใส่หลัง,,
พูดกระนั้นกระนี้พิรี้พิไร,10,10 syllables — likely shatter/miscount,พูดกระนั้นกระนี้พิรี้พิไร,,
ขอฟูมฟักรักษากว่าจะฟื้น,9,word straddles a beat boundary,ขอฟูมฟัก,รักษากว่า,จะฟื้น
พระราชบุตรทรงศักดิ์มารักษา,9,word straddles a beat boundary,พระราชบุตร,ทรงศักดิ์,มารักษา
เชิญโอสถบดไว้เข้าไปด้วย,9,word straddles a beat boundary,เชิญโอสถ,บดไว้,เข้าไปด้วย
พระอภัยได้รสโอสถสว่าง,10,10 syllables — likely shatter/miscount,พระอภัยได้รสโอสถสว่าง,,
จะปรารถนาหาอะไรก็ได้หมด,10,10 syllables — likely shatter/miscount,จะปรารถนาหาอะไรก็ได้หมด,,
เมื่อชาติหน้าอย่าให้เป็นเหมือนเช่นนี้,10,10 syllables — likely shatter/miscount,เมื่อชาติหน้าอย่าให้เป็นเหมือนเช่นนี้,,
งอนจริงจริงยิ่งกว่าช้อนกว่างอนไถ,10,10 syllables — likely shatter/miscount,งอนจริงจริงยิ่งกว่าช้อนกว่างอนไถ,,
แล้วก็ไม่สู้ดีเหมือนชีเปลือย,9,word straddles a beat boundary,แล้วก็ไม่,สู้ดีเหมือน,ชีเปลือย
ดูเลี้ยวลดคดคู้เหมือนงูเลื้อย,9,word straddles a beat boundary,ดูเลี้ยวลด,คดคู้เหมือน,งูเลื้อย
แล้วจัดจีบกลีบชฎารักษาพรต,10,10 syllables — likely shatter/miscount,แล้วจัดจีบกลีบชฎารักษาพรต,,
สิ้นถวิลสิ้นทุกข์เป็นสุขสบาย,10,10 syllables — likely shatter/miscount,สิ้นถวิลสิ้นทุกข์เป็นสุขสบาย,,
มีร่างกายอยู่ก็เหมือนเรือนโรคา,10,10 syllables — likely shatter/miscount,มีร่างกายอยู่ก็เหมือนเรือนโรคา,,
เป็นสิ้นโศกสิ้นสุดมนุษย์สวรรค์,9,word straddles a beat boundary,เป็นสิ้นโศก,สิ้นสุดมนุษย์,สวรรค์
ฝ่ายนงลักษณ์อัคเรศครั้นเทศน์จบ,10,10 syllables — likely shatter/miscount,ฝ่ายนงลักษณ์อัคเรศครั้นเทศน์จบ,,
ต่างโศกเศร้าโศกาน้ำไหล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ต่างโศกเศร้า,โศกา,น้ำไหล
ทั้งข้าเฝ้าสาวสนมกรมใน,8,word straddles a beat boundary,ทั้งข้าเฝ้า,สาวสนม,กรมใน
สมมติเหมือนเพื่อนจงกรมพรหมจรรย์,10,10 syllables — likely shatter/miscount,สมมติเหมือนเพื่อนจงกรมพรหมจรรย์,,
กว่าจะถึงซึ่งมหาศิวาโมกข์,10,10 syllables — likely shatter/miscount,กว่าจะถึงซึ่งมหาศิวาโมกข์,,
แม้พลั้งพลาดขาดพรตทศธรรม์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แม้พลั้งพลาด,ขาดพรต,ทศธรรม์
สิ้นแสนงอนอ่อนพยศจึงพจมาน,10,10 syllables — likely shatter/miscount,สิ้นแสนงอนอ่อนพยศจึงพจมาน,,
โปรดประทานโทษให้เหมือนใจจง,9,word straddles a beat boundary,โปรดประทาน,โทษให้เหมือน,ใจจง
ต่างชำระสระสนานสำราญองค์,10,10 syllables — likely shatter/miscount,ต่างชำระสระสนานสำราญองค์,,
จนจบปัญจสีลาสิกขาปทัง,10,10 syllables — likely shatter/miscount,จนจบปัญจสีลาสิกขาปทัง,,
ฝ่ายนงเยาว์เสาวคนธ์วิมลสมร,10,10 syllables — likely shatter/miscount,ฝ่ายนงเยาว์เสาวคนธ์วิมลสมร,,
ต่างกราบกรานมารดรทั้งบิตุเรศ,10,10 syllables — likely shatter/miscount,ต่างกราบกรานมารดรทั้งบิตุเรศ,,
พระบิตุรงค์ทรงพรตจะบทจร,10,10 syllables — likely shatter/miscount,พระบิตุรงค์ทรงพรตจะบทจร,,
พระมารดรก็ไม่สั่งลูกมั่งเลย,10,10 syllables — likely shatter/miscount,พระมารดรก็ไม่สั่งลูกมั่งเลย,,
ไปเฝ้าพระจะไม่เห็นเหมือนเช่นเคย,10,10 syllables — likely shatter/miscount,ไปเฝ้าพระจะไม่เห็นเหมือนเช่นเคย,,
พระบิตุราชมาตุรงค์รีบทรงพรต,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์รีบทรงพรต,,
สละหมดเหมือนจะเลยเสวยสวรรค์,11,11 syllables — likely shatter/miscount,สละหมดเหมือนจะเลยเสวยสวรรค์,,
บรรทมเหนือปถพีธุลีผง,10,10 syllables — likely shatter/miscount,บรรทมเหนือปถพีธุลีผง,,
หวังพระองค์อุ่นจิตเหมือนบิดา,9,word straddles a beat boundary,หวังพระองค์,อุ่นจิตเหมือน,บิดา
ก็เหมือนหนึ่งพระกำเนิดเกิดเกศา,10,10 syllables — likely shatter/miscount,ก็เหมือนหนึ่งพระกำเนิดเกิดเกศา,,
เคยอุ้มวางกลางพระเพลาแต่เยาว์มา,10,10 syllables — likely shatter/miscount,เคยอุ้มวางกลางพระเพลาแต่เยาว์มา,,
